"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MSRB3",1.09895222141954e-178,5.57376159513258,0.947,0.172,4.02216513039552e-174
"DACH1",1.37511683569447e-151,6.36838111490412,0.857,0.168,5.03292761864178e-147
"AREG",8.16308540457228e-146,7.30035945750135,0.709,0.044,2.98768925807346e-141
"MPO",6.0215696817395e-141,4.72508046221507,1,0.477,2.20389450351666e-136
"CFD",1.80495854209202e-134,4.65189113112029,0.919,0.274,6.60614826405678e-130
"PDE4D",2.68841615184154e-133,-2.87376886461227,0.591,0.99,9.83960311574002e-129
"RP11-678G14.3",1.08941881618236e-119,-4.27138984342518,0.23,0.915,3.98727286722744e-115
"PER1",9.52421398224884e-114,3.1834539159807,0.994,0.776,3.48586231750307e-109
"PELI2",4.81371956288031e-111,3.64462330517672,0.776,0.151,1.76182136001419e-106
"INPP4B",8.72356068666859e-110,-3.58185448600322,0.261,0.897,3.1928232113207e-105
"PDE3B",6.35833748492553e-109,3.4131099497276,0.98,0.681,2.32715151948274e-104
"MT-CO3",2.04070510661789e-108,-1.94460195021637,1,1,7.46898069022148e-104
"EGR1",4.88103797648242e-105,4.85140603743002,0.773,0.167,1.78645989939256e-100
"MT-CO2",2.06600724046172e-103,-1.9725509317024,1,1,7.5615865000899e-99
"HBB",7.24464402416215e-102,5.71583668647501,0.77,0.227,2.65153971284335e-97
"MT-CO1",4.48162955184227e-95,-1.74803470222505,1,1,1.64027641597427e-90
"AZU1",3.06308312322544e-92,2.6318414014696,0.922,0.37,1.12108842310051e-87
"MT-ND1",4.53516902999935e-92,-1.15078230024421,1,1,1.65987186497976e-87
"MT-CYB",4.31795634316955e-90,-1.54395641843397,1,1,1.58037202160005e-85
"AF064858.8",1.51670017833441e-89,-3.49445868511561,0.443,0.889,5.55112265270396e-85
"NPR3",1.63744046831788e-88,-2.55115602445393,0.49,0.924,5.99303211404346e-84
"SNHG3",3.21862294504448e-88,-2.34142516464631,0.77,0.984,1.17801599788628e-83
"RXFP1",3.97859617723836e-88,-4.1380635987402,0.266,0.8,1.45616620086924e-83
"MT-ND5",1.02967354556115e-87,-1.56787057405166,0.997,1,3.76860517675382e-83
"KYNU",6.15915397985275e-87,-2.70740276621248,0.224,0.849,2.25425035662611e-82
"STON2",1.41532235042637e-86,-2.6690346687555,0.37,0.884,5.18007980256052e-82
"MT-ND4",2.58413711340263e-83,-1.1723137231307,1,1,9.45794183505362e-79
"HTR1F",1.07397553352668e-81,-1.76779090847718,0.829,0.991,3.93075045270765e-77
"CD109",3.55526879904886e-81,-4.03504423832142,0.202,0.765,1.30122838045188e-76
"CASC15",6.99717671451082e-81,4.03076223580493,0.849,0.452,2.56096667751096e-76
"MIR23AHG",1.33163914976321e-80,3.59749466031207,0.961,0.608,4.87379928813334e-76
"SORT1",9.63570754853752e-80,-5.47457287946866,0.07,0.675,3.52666896276473e-75
"PLXDC2",1.17768821638775e-78,2.86009858965162,0.888,0.503,4.31033887197916e-74
"TCF4",2.62369424499313e-78,-1.81573688939852,0.72,0.975,9.60272093667485e-74
"ARHGAP25",8.27130278028218e-78,-2.10010662872433,0.625,0.957,3.02729681758328e-73
"RAB27B",3.1740911002301e-76,-2.07772648710386,0.507,0.934,1.16171734268422e-71
"JUN",4.94585105729227e-76,2.87627412398492,0.966,0.715,1.81018148696897e-71
"DENND5A",1.10646581437473e-75,1.93626685407128,0.992,0.967,4.04966488061153e-71
"GPHN",1.57527241066967e-75,4.2411211641832,0.759,0.333,5.765497023051e-71
"MT-ATP6",1.99847367290013e-75,-0.948919558095004,1,1,7.31441364281448e-71
"IGHM",3.81094700690343e-75,-3.95773878204418,0.311,0.819,1.39480660452666e-70
"JUND",4.76215506423983e-75,1.7586235586605,0.989,0.978,1.74294875351178e-70
"DNAJC1",1.2739970581744e-74,1.55891908735562,1,0.998,4.66282923291829e-70
"CYFIP2",1.88730249624525e-74,-2.34257963863165,0.364,0.878,6.90752713625761e-70
"BCAT1",4.62711509910891e-73,-3.01978250008513,0.179,0.757,1.69352412627386e-68
"PLCB4",2.43298402547873e-72,-5.46497002396822,0.207,0.721,8.90472153325217e-68
"DUSP1",1.85409996045011e-71,2.78263134164975,0.978,0.776,6.7860058552474e-67
"VNN1",1.06328632064191e-70,-4.4754189048814,0.039,0.616,3.89162793354938e-66
"DAPK1",2.91657318163658e-70,-2.06588651631591,0.58,0.93,1.06746578447899e-65
"DENND5B",8.86353616798963e-70,5.56336992457109,0.639,0.196,3.2440542374842e-65
"PIM1",1.616883825569e-69,-2.74770745460461,0.207,0.775,5.91779480158255e-65
"CCSER1",1.85553345300419e-69,5.24180614057175,0.734,0.352,6.79125243799533e-65
"PLEKHA5",4.94658482583361e-69,-1.78033127541393,0.613,0.955,1.8104500462551e-64
"FCHO2",9.09651672847855e-69,5.05022383834123,0.49,0.077,3.32932512262315e-64
"OSBPL3",1.6435606008434e-68,-1.84562868608465,0.569,0.95,6.01543179908685e-64
"DPYSL2",5.67089902011799e-67,-4.66798041561306,0.106,0.643,2.07554904136319e-62
"FOSB",7.47932542795727e-66,2.63483946795307,0.972,0.793,2.73743310663236e-61
"MT-ND2",8.15402623378619e-66,-0.664886863411803,1,1,2.98437360156575e-61
"PLA2G4A",9.09943407517145e-66,-1.65514278480395,0.465,0.913,3.33039287151275e-61
"NEAT1",1.14079164781157e-64,1.59852051913662,1,0.997,4.17529743099034e-60
"PELI1",3.19239274310358e-64,3.47706932770624,0.748,0.312,1.16841574397591e-59
"MACC1",6.1350465687179e-64,-3.4055004887924,0.165,0.687,2.24542704415075e-59
"MALAT1",9.11918336944307e-64,0.835076910548726,1,1,3.33762111321616e-59
"CTSC",3.64074033400511e-63,-1.46944124850762,0.633,0.942,1.33251096224587e-58
"MT-ND3",1.13516145121505e-62,-0.741808374122652,1,1,4.15469091144707e-58
"JUNB",1.26308677284617e-62,2.20910611556817,0.955,0.8,4.62289758861697e-58
"MEF2C",1.99956585786001e-62,-1.73715544733123,0.661,0.952,7.31841103976763e-58
"ATP10A",2.59140107639561e-62,-5.89397520545256,0.062,0.578,9.48452793960793e-58
"SEMA3A",1.07304864710822e-61,-4.54339278957895,0.277,0.709,3.92735804841609e-57
"NEU4",1.33922899938513e-61,2.77259307726465,0.51,0.095,4.90157813774959e-57
"AP000331.1",1.4813087223386e-61,-1.87795960242959,0.403,0.851,5.42158992375927e-57
"LGALS3BP",3.21826319022824e-61,-1.86360280697455,0.546,0.892,1.17788432762353e-56
"KLF2",5.05808673257599e-61,2.65599681494816,0.913,0.57,1.85125974412281e-56
"RP11-63G10.4",5.5619554545313e-61,1.70173454955178,0.98,0.797,2.03567569635845e-56
"TPSB2",9.47120243290051e-61,0.974668522531119,0.854,0.49,3.46646009044159e-56
"GPR174",1.46323972056472e-60,-3.00379251297859,0.199,0.7,5.35545737726686e-56
"FRMD4B",2.87835579364696e-60,-1.8994299258672,0.543,0.92,1.05347822047479e-55
"BIVM",5.50491762898268e-60,-2.04680768582537,0.213,0.739,2.01479985220766e-55
"MCL1",1.04199499735819e-59,2.14918975030617,0.983,0.955,3.81370169033096e-55
"TAMALIN",1.09333949468552e-59,4.75946029555908,0.389,0.041,4.001622550549e-55
"HSPE1",1.42572950965293e-59,-1.78593189785063,0.636,0.907,5.21817000532971e-55
"ARHGAP5",2.48144970529554e-59,5.22786034607777,0.462,0.083,9.08210592138166e-55
"STK17B",6.09485763864136e-59,1.46724818976908,0.994,0.986,2.23071789574274e-54
"ZNF667",2.28670774058826e-58,5.01866300380074,0.339,0.023,8.36935033055304e-54
"CNKSR2",4.62341250442865e-58,-2.55777111818167,0.14,0.652,1.69216897662089e-53
"SNED1",6.02467436612559e-58,2.24017829017228,0.832,0.393,2.20503081800197e-53
"APBB1IP",2.35473817820338e-57,-1.27913766936837,0.832,0.987,8.61834173222435e-53
"ST7",8.27554816106889e-57,5.82101954527217,0.415,0.063,3.02885062695121e-52
"HOMER3",1.04043153535164e-56,3.67131154914087,0.515,0.115,3.80797941938699e-52
"AHSP",1.66551612145408e-56,2.83220717786071,0.375,0.041,6.09578900452194e-52
"NCF4",5.19482425164922e-56,-1.25364794285086,0.611,0.93,1.90130567610362e-51
"CCL1",1.29863929248552e-55,-3.46545630819601,0.115,0.613,4.75301981049701e-51
"NAMPT",1.06952350081335e-54,2.14159031826066,0.936,0.703,3.91445601297685e-50
"LY86",1.66343070277367e-54,-4.38539325568861,0.09,0.577,6.08815637215163e-50
"LINC01208",2.47872323981599e-54,2.08510817304664,0.815,0.406,9.07212705772651e-50
"MAP4K3-DT",5.25148963767566e-54,-2.47265527046287,0.347,0.769,1.92204520738929e-49
"LUZP2",8.85507529973948e-54,1.41592411548969,0.93,0.685,3.24095755970465e-49
"MIR646HG",2.47617106036778e-53,-2.05959207482685,0.443,0.816,9.06278608094607e-49
"TMEM229B",1.20703339334006e-52,1.49618086044151,0.983,0.874,4.4177422196246e-48
"F13A1",1.42621057449906e-52,3.84216676167195,0.599,0.204,5.21993070266657e-48
"PIK3R6",1.91919788578195e-52,-2.2830720530523,0.331,0.776,7.02426426196192e-48
"IFITM2",2.894983752345e-52,-1.66364619889886,0.768,0.954,1.05956405335827e-47
"TMEM273",3.4422863049252e-52,-6.21318329854082,0.003,0.461,1.25987678760262e-47
"S100Z",3.46892313962051e-52,-1.60067797771572,0.493,0.866,1.26962586910111e-47
"GUCY1A1",4.97095290595792e-52,-1.96664992832365,0.499,0.854,1.8193687635806e-47
"BEX3",5.33907870471737e-52,4.00622377819593,0.448,0.09,1.95410280592656e-47
"GAB2",9.03213471562372e-52,1.55479138455205,0.986,0.967,3.30576130591828e-47
"RGCC",9.29311347096965e-52,3.21963913588008,0.77,0.377,3.40127953037489e-47
"CD47",1.9756128856728e-51,-1.10808457021215,0.874,0.976,7.23074316156244e-47
"AC096558.1",2.69000162912813e-51,-1.93240191611296,0.401,0.806,9.84540596260894e-47
"PHLDA1",2.70249683179753e-51,4.14690545634558,0.378,0.05,9.89113840437897e-47
"JAML",2.79329988352928e-51,-4.54097488543266,0.09,0.552,1.02234775737172e-46
"ARMH1",6.62738273566677e-51,1.74504090097272,0.983,0.922,2.42562208125404e-46
"RP11-718G2.5",7.82175188607269e-51,2.92300621678256,0.605,0.198,2.8627611903026e-46
"ARHGDIB",1.39532018421024e-50,-1.40516414111647,0.908,0.989,5.10687187420949e-46
"MIR4435-2HG",1.42564082357647e-50,-1.0171891375486,0.7,0.963,5.21784541428987e-46
"RAB27A",1.54732172038882e-50,3.96757458968136,0.501,0.128,5.6631974966231e-46
"GAREM2",1.71060889178549e-50,1.63020760463439,0.902,0.574,6.2608285439349e-46
"ADGRG1",8.97693792929722e-50,-2.5305870591604,0.261,0.707,3.28555928212278e-45
"GPC3",2.72746347292667e-49,1.5390257352663,0.975,0.789,9.9825163109116e-45
"RP11-305O6.3",2.90588021754901e-49,4.55332296386455,0.269,0.012,1.06355215962294e-44
"RP11-996F15.2",3.83029832229609e-49,-2.52272504997149,0.185,0.647,1.40188918596037e-44
"PPP1R18",4.52015534593157e-49,-1.47479140601903,0.468,0.844,1.65437685661095e-44
"MIR155HG",4.75764422565139e-49,-2.33731048276159,0.154,0.607,1.74129778658841e-44
"NFKBIZ",1.08947876552975e-48,2.23966027301738,0.902,0.694,3.98749228183889e-44
"FOS",1.13537274295911e-48,2.09476888327627,1,0.919,4.15546423923035e-44
"TPI1",4.68058885792053e-48,-1.52334809126028,0.849,0.971,1.71309552199891e-43
"PCGF5",5.39446351023699e-48,2.93847307441953,0.782,0.474,1.97437364474674e-43
"LAMTOR2",5.49697751732887e-48,-1.98139713514248,0.246,0.707,2.01189377134236e-43
"SLC38A1",5.62901309737751e-48,-1.04521170643024,0.44,0.87,2.06021879364017e-43
"SASH3",5.98853539046352e-48,-1.56831649743477,0.367,0.794,2.19180395290965e-43
"DGKG",6.86409472360425e-48,2.04189913004246,0.969,0.82,2.51225866883916e-43
"RP11-160E2.6",8.82377046971305e-48,2.98613424710367,0.681,0.301,3.22949999191498e-43
"TRMT112",1.13343634321751e-47,-0.871503920781179,0.602,0.864,4.1483770161761e-43
"PSME2",1.52904081036537e-47,-1.28802303908171,0.737,0.926,5.59628936593726e-43
"TRIM16",2.15506654948031e-47,-2.38117129041315,0.199,0.648,7.88754357109793e-43
"CORO1A",2.58647861346288e-47,-1.14518497758644,0.835,0.974,9.46651172527415e-43
"ITM2A",3.43193293330701e-47,-2.01142021400106,0.319,0.737,1.25608745359037e-42
"FAM30A",3.46740099785723e-47,-1.68450548918877,0.728,0.933,1.26906876521575e-42
"GSN",4.0424035920233e-47,-1.41690516650503,0.521,0.877,1.47951971468053e-42
"SOCS2",8.20127871165869e-47,-4.44282898008869,0.09,0.523,3.00166800846708e-42
"MAMDC2",9.2611247973905e-47,2.48112484045691,0.916,0.8,3.38957167584492e-42
"LPCAT2",1.27390482374055e-46,-1.17209684613273,0.723,0.952,4.66249165489043e-42
"AFF3",3.31731720322102e-46,-1.55864416334653,0.445,0.814,1.21413809637889e-41
"ATP5MC1",4.02243687533356e-46,-1.73585168350648,0.507,0.832,1.47221189637208e-41
"EVL",4.47629045344125e-46,-2.1996486049568,0.417,0.788,1.6383223059595e-41
"MZB1",4.87747848791556e-46,-3.42538664497783,0.345,0.7,1.7851571265771e-41
"MIF",5.00307916250308e-46,-1.1562361677728,0.913,0.992,1.83112697347613e-41
"SELPLG",6.36163268536241e-46,-1.16979163344281,0.235,0.7,2.32835756284264e-41
"CCNL1",6.98896863005734e-46,1.27865202017424,0.992,0.99,2.55796251860099e-41
"HSPA1B",9.59969525281878e-46,-1.54730519683376,0.157,0.616,3.51348846253168e-41
"HLA-DRB1",1.82457525218457e-45,-1.76265098459939,0.711,0.897,6.67794542299554e-41
"CALM2",1.88712390562862e-45,-1.41851486685921,0.745,0.931,6.90687349460076e-41
"ATP5F1A",2.17289757837954e-45,-1.01783036396922,0.86,0.979,7.95280513686912e-41
"VPS26C",3.05210097361309e-45,-1.18280266370022,0.361,0.78,1.11706895634239e-40
"C9orf139",3.89656239365639e-45,-2.46733529508363,0.179,0.628,1.42614183607824e-40
"RP11-1000B6.8",4.93142430445018e-45,-2.51927922802211,0.185,0.622,1.80490129542876e-40
"MT-ND6",9.54030363230638e-45,-1.71159782574196,0.294,0.727,3.49175112942414e-40
"CXCL8",1.6071417845586e-44,2.20857711882468,0.894,0.546,5.88213893148447e-40
"SP110",2.14632889110622e-44,-0.958448708609953,0.473,0.85,7.85556374144878e-40
"ITGAL",2.74306804366844e-44,-1.70107185768587,0.314,0.726,1.00396290398265e-39
"CASP1",2.97569040022235e-44,-2.28669314854344,0.221,0.632,1.08910268648138e-39
"EAF2",4.73585902107318e-44,-1.15359454337054,0.625,0.918,1.73332440171278e-39
"GPX1",6.1989254053379e-44,-1.28508663368218,0.913,0.982,2.26880669835367e-39
"RAC2",3.17829669341581e-43,-1.52952604256077,0.644,0.895,1.16325658979019e-38
"GOLGA8A",4.50866039650121e-43,-1.64280606366256,0.286,0.729,1.65016970511944e-38
"ZNF185",6.28987422768617e-43,-2.28342095425902,0.19,0.602,2.30209396733314e-38
"PGAM1",6.83904510362904e-43,-1.29924478707404,0.527,0.852,2.50309050792823e-38
"RP11-16C1.3",9.66382184953101e-43,-1.66991847038651,0.389,0.776,3.53695879692835e-38
"HLF",1.92973536749961e-42,-4.59149154465914,0.056,0.458,7.06283144504858e-38
"NFKBIA",4.64468459970831e-42,1.32156891141824,0.994,0.996,1.69995456349324e-37
"ARL6IP5",6.50346440075723e-42,-1.26127562230393,0.65,0.907,2.38026797067715e-37
"SLIRP",7.45576320119874e-42,-1.44949599857651,0.555,0.833,2.72880933163874e-37
"TMEM65",9.82844644029254e-42,-0.978805093972386,0.669,0.932,3.59721139714707e-37
"CHD1",1.27006950537197e-41,1.18552788380535,0.989,0.991,4.64845438966142e-37
"PRDX1",1.30017135248942e-41,-1.36120941499606,0.689,0.913,4.75862715011127e-37
"IDH2",1.32520870014547e-41,-1.10961939222847,0.681,0.924,4.85026384253243e-37
"MAP1A",1.40820458607655e-41,-2.00351721334575,0.143,0.568,5.15402878504018e-37
"ZEB1",1.73688280687175e-41,-1.00411690994888,0.709,0.976,6.3569910731506e-37
"ENO1",2.4216290718026e-41,-0.829711184220945,0.978,0.998,8.86316240279751e-37
"EPB41L2",2.50574464870066e-41,-1.33112477792714,0.412,0.823,9.1710254142444e-37
"AHSA1",4.70196379236806e-41,-1.62602890671998,0.361,0.749,1.72091874800671e-36
"CLNS1A",4.76716044305217e-41,-1.0122154757959,0.751,0.94,1.74478072215709e-36
"CCT5",4.77076235509144e-41,-1.35222144585189,0.619,0.879,1.74609902196347e-36
"ANXA6",4.98114880858463e-41,-1.00953464287449,0.387,0.799,1.82310046394197e-36
"CCM2",5.57519121924285e-41,-1.54056027423365,0.409,0.762,2.04051998624288e-36
"DYSF",6.62772741830668e-41,-1.4304473593252,0.445,0.801,2.42574823510024e-36
"CASS4",7.7643046982598e-41,-1.84160594628238,0.126,0.548,2.84173551956309e-36
"H2BC8",7.83578781513866e-41,2.6840847164286,0.524,0.15,2.86789834034075e-36
"MGST2",1.01427748560384e-40,-1.36562946368957,0.468,0.814,3.71225559731006e-36
"MAP4K1",1.01926153633913e-40,-0.96503849183889,0.471,0.804,3.73049722300123e-36
"ITPA",1.06036700965802e-40,-1.28112101515427,0.409,0.779,3.88094325534836e-36
"ADAM28",1.22925058619245e-40,-1.17859766602357,0.546,0.867,4.49905714546435e-36
"RABGEF1",1.27466197623871e-40,1.51453897138156,0.972,0.931,4.66526283303369e-36
"S100A10",1.46838034075979e-40,2.61184047612406,0.779,0.481,5.37427204718083e-36
"PPP1CA",1.48431575153608e-40,-1.17391645559583,0.613,0.887,5.43259565062207e-36
"PTP4A3",1.51671754439606e-40,-1.69640758215997,0.154,0.585,5.55118621248959e-36
"RELB",2.17259421796412e-40,1.60563539502029,0.966,0.881,7.9516948377487e-36
"AE000661.37",2.27143890047012e-40,-1.38165082750517,0.395,0.782,8.31346637572065e-36
"LDLRAD4",2.42703507023755e-40,-1.21975781622442,0.527,0.862,8.88294835706942e-36
"DHFR",2.42943522784967e-40,-0.816947885490423,0.961,0.998,8.89173293392978e-36
"SPAG9",3.90110954014713e-40,1.36155940080431,0.989,0.987,1.42780609169385e-35
"SNRPD1",4.29481157772417e-40,-1.14889856731496,0.804,0.954,1.57190103744705e-35
"FNDC3B",4.3812718341828e-40,1.06830601363441,0.997,0.991,1.60354549131091e-35
"PLXNC1",4.46525570453655e-40,-1.28050770368645,0.423,0.791,1.63428358786038e-35
"FOXN3",4.69589863100515e-40,-0.862957194226533,0.852,0.984,1.71869889894788e-35
"ARHGAP18",5.04266966050773e-40,-2.0115128402173,0.249,0.66,1.84561709574583e-35
"SPDYE3",1.1952615446906e-39,-2.03510657723278,0.331,0.709,4.3746572535676e-35
"GSTK1",1.36492845543991e-39,-1.07515048951839,0.807,0.957,4.99563814691007e-35
"PLPP1",1.54736840169825e-39,-1.49898250666427,0.308,0.71,5.66336835021561e-35
"TMEM154",1.89382666018888e-39,-2.53779981062723,0.14,0.544,6.93140557629131e-35
"HIVEP3",1.93235267941113e-39,-1.21594062286941,0.459,0.825,7.07241080664475e-35
"TEX14",2.31365644879198e-39,3.24486135973032,0.681,0.351,8.46798260257864e-35
"STOML2",2.52212038533285e-39,-1.45741283399152,0.445,0.773,9.23096061031822e-35
"AGTPBP1",2.61653805297414e-39,1.80235348408038,0.936,0.79,9.57652927388534e-35
"GTF3A",3.07756828868778e-39,-1.32541989713311,0.807,0.94,1.12638999365973e-34
"DNAH11",3.11376243716683e-39,0.827354642125109,0.7,0.323,1.13963705200306e-34
"SYK",3.99619295210796e-39,-0.925766886461095,0.81,0.973,1.46260662047151e-34
"PSMB10",4.23993358442922e-39,-1.3379408648008,0.566,0.87,1.5518156919011e-34
"ECH1",4.918433680262e-39,-1.46902957249426,0.63,0.877,1.80014672697589e-34
"APOC1",6.55943825963973e-39,2.34250620621734,0.426,0.113,2.40075440302814e-34
"ATF7IP2",9.49035177971034e-39,-1.20629769641471,0.557,0.875,3.47346875137399e-34
"MFNG",1.12802988425225e-38,-1.22359148398069,0.387,0.764,4.12858937636325e-34
"GTSF1",1.32096679754272e-38,-2.05531062939946,0.328,0.681,4.83473847900635e-34
"MIR181A1HG",1.71212456625188e-38,1.01620012091935,0.997,0.985,6.26637591248189e-34
"VAV1",1.74288138169746e-38,-1.17961779249151,0.552,0.88,6.37894585701271e-34
"LINC01684",1.87691223067811e-38,-2.12114000571838,0.238,0.621,6.86949876428188e-34
"PEBP1",2.08327520915081e-38,-1.21498671507017,0.765,0.933,7.62478726549196e-34
"CKLF",2.1603705388691e-38,-1.72144413251,0.527,0.812,7.90695617226091e-34
"LINC02147",2.31956673953103e-38,1.55395012559138,0.924,0.75,8.48961426668356e-34
"SNX5",2.93146448397825e-38,-1.00292594522602,0.588,0.901,1.07291600113604e-33
"GOLGA8B",3.17120862169588e-38,-1.08653851916013,0.557,0.898,1.16066235554069e-33
"NDUFB7",3.61076033489145e-38,-1.03441037843319,0.597,0.876,1.32153828257027e-33
"PSMA5",3.92170424042635e-38,-0.996964072274166,0.538,0.834,1.43534375199604e-33
"DYNLL1",4.02109973693217e-38,-1.74993053655116,0.591,0.827,1.47172250371717e-33
"WIPF1",4.12715745237216e-38,-1.11994147857772,0.658,0.905,1.51053962756821e-33
"ATP2B1",4.6407078319304e-38,1.39475647105676,0.986,0.969,1.69849906648653e-33
"RPS27L",6.34861391322043e-38,-1.58803697913427,0.667,0.881,2.32359269223868e-33
"MAT2A",7.11997864260659e-38,-1.4418409052171,0.571,0.851,2.60591218319401e-33
"RP11-811I7.2",8.29896919986077e-38,-2.42924341222639,0.193,0.587,3.03742272714904e-33
"POLR2L",8.43364931685212e-38,-1.11296422022264,0.616,0.88,3.08671564996788e-33
"LST1",9.15800906835998e-38,-1.08744492324144,0.686,0.93,3.35183131901975e-33
"SELENOH",9.16054408507235e-38,-0.908122163086422,0.787,0.959,3.35275913513648e-33
"COX5B",1.04031401348242e-37,-1.09762929694215,0.818,0.952,3.80754928934565e-33
"PSMB8",1.38347096146067e-37,-1.62403324454584,0.569,0.818,5.06350371894604e-33
"PFKP",1.50637667434265e-37,-0.782965904167196,0.843,0.984,5.51333862809409e-33
"LAMTOR1",1.52478280964707e-37,-1.11069938786697,0.647,0.896,5.58070508330826e-33
"MDH1",1.53728532915124e-37,-1.55174240493681,0.409,0.756,5.62646430469354e-33
"LAT2",1.60822863723834e-37,-0.868588287476057,0.818,0.965,5.88611681229233e-33
"CYTOR",2.3675043507613e-37,-0.897518718393644,0.681,0.933,8.66506592378635e-33
"CIBAR1",2.45205924903534e-37,-4.0117425161872,0.022,0.385,8.97453685146934e-33
"PLAC8",2.65709693674456e-37,-1.16513748080657,0.751,0.923,9.72497478848509e-33
"C1QBP",2.83193277127274e-37,-1.24278822283447,0.535,0.827,1.03648739428582e-32
"TNIK",3.28013857156547e-37,-2.01264011325027,0.196,0.566,1.20053071719296e-32
"CD7",3.47601712438469e-37,-2.41918914178718,0.078,0.462,1.2722222675248e-32
"GNPTAB",4.17224350444595e-37,-0.807853633510757,0.936,0.993,1.52704112262722e-32
"PSMB9",5.43162015535595e-37,-2.08570033569597,0.381,0.706,1.98797297686028e-32
"CH17-3B23.3",5.73263779065099e-37,3.5127479124203,0.426,0.115,2.09814543137826e-32
"PRKACB",5.79848758130193e-37,-0.864195296154864,0.742,0.963,2.12224645475651e-32
"CNDP2",7.87625025693597e-37,-1.42595247926199,0.367,0.749,2.88270759403857e-32
"RP11-983P16.4",1.00066860739521e-36,-1.08749784518063,0.378,0.738,3.66244710306647e-32
"FAH",1.39009878376711e-36,-1.10300639624666,0.347,0.731,5.08776154858762e-32
"NDUFS2",1.4212662738167e-36,-1.24323577676588,0.599,0.858,5.20183456216913e-32
"PSMD4",1.43310375098529e-36,-1.38775682036661,0.465,0.783,5.24515972860616e-32
"ODF3B",1.6230518898731e-36,4.8771810367922,0.322,0.059,5.94036991693555e-32
"TP53",1.81249068328283e-36,-1.54693011644413,0.361,0.732,6.63371590081514e-32
"BANF1",1.92762564026122e-36,-1.18532499821131,0.482,0.804,7.05510984335605e-32
"BIN1",1.97679378823285e-36,-1.48336328446049,0.188,0.577,7.23506526493225e-32
"CXXC5",2.17445295752988e-36,-1.11070405258512,0.51,0.853,7.95849782455937e-32
"NAAA",2.19691211823708e-36,-1.45762964275772,0.305,0.678,8.0406983527477e-32
"RAN",2.26839366994246e-36,-1.28066151374665,0.846,0.937,8.30232083198939e-32
"KHDRBS2",2.30624311852681e-36,-3.37513605663529,0.151,0.51,8.44084981380813e-32
"PSMB6",3.17172508679839e-36,-1.38369310670145,0.549,0.822,1.16085138176821e-31
"PDLIM1",3.25447606667082e-36,-0.986569645121247,0.636,0.923,1.19113824040152e-31
"HMGB2",3.28333871865174e-36,-1.10838687029248,0.7,0.928,1.20170197102654e-31
"TTC9",3.57594272666236e-36,-0.271910630664973,0.134,0.532,1.30879503795842e-31
"RP11-143J12.3",4.47918251367155e-36,-1.81974320630166,0.112,0.512,1.63938080000379e-31
"COX6A1",4.83414908812008e-36,-1.25666169622907,0.756,0.942,1.76929856625195e-31
"STARD7",4.97578800873234e-36,-1.27300055975123,0.535,0.836,1.82113841119604e-31
"NDUFAB1",6.71314606577759e-36,-1.293439130458,0.496,0.805,2.4570114600746e-31
"SAMSN1",8.30852847689714e-36,-0.928266923786353,0.331,0.729,3.04092142254435e-31
"PPP1CC",9.10564723661084e-36,-1.28835084028396,0.591,0.854,3.33266688859957e-31
"URM1",9.42778389148277e-36,-1.00968725322729,0.457,0.814,3.45056890428269e-31
"TRIM22",1.02445419489881e-35,-1.03621193875464,0.459,0.82,3.74950235332966e-31
"RFTN1",1.05008993154953e-35,-1.18077588163176,0.465,0.819,3.84332914947127e-31
"ATF3",1.07247958262665e-35,2.6557279899729,0.759,0.501,3.92527527241356e-31
"MTRNR2L12",1.10376735687465e-35,-0.648584532041123,0.952,0.998,4.03978852616122e-31
"CCT7",1.21761794644511e-35,-1.22769767353636,0.521,0.835,4.45648168398911e-31
"CLEC2B",1.22054306821791e-35,-0.595229297751558,0.571,0.867,4.46718762967756e-31
"RSU1",1.28279674964066e-35,-0.635216121566067,0.493,0.838,4.69503610368482e-31
"ZNF718",1.33074208416064e-35,-1.02076319517762,0.597,0.89,4.87051602802795e-31
"TBCB",1.43173604195324e-35,-1.12197780443276,0.462,0.808,5.24015391354885e-31
"CMTM7",1.48390493704652e-35,-0.910443713914592,0.535,0.84,5.43109206959026e-31
"LPIN1",1.54967409747506e-35,-1.05810494349702,0.588,0.884,5.6718071967587e-31
"C20orf197",1.72282876096105e-35,-1.23356281840706,0.291,0.704,6.30555326511743e-31
"PHPT1",2.61562448691582e-35,-1.46283834643654,0.563,0.838,9.57318562211192e-31
"CRNDE",2.81263668186084e-35,-1.08822701264537,0.471,0.816,1.02942502556107e-30
"RBPMS",2.81798585253307e-35,-1.66787876047496,0.392,0.734,1.0313828220271e-30
"SNRPD3",3.37087458640574e-35,-0.870182744033137,0.703,0.921,1.2337400986245e-30
"AP2M1",5.56538318928016e-35,-1.10613423183855,0.625,0.88,2.03693024727654e-30
"ZPBP",6.20706996790688e-35,1.55981887817175,0.703,0.371,2.27178760825392e-30
"TRAPPC1",6.21351427056772e-35,-1.39712812941736,0.513,0.802,2.27414622302779e-30
"PHYKPL",6.44636217048716e-35,-1.17612250012633,0.499,0.829,2.3593685543983e-30
"LDHA",6.87135820385418e-35,-1.10548100377036,0.846,0.963,2.51491710261063e-30
"HLA-DPA1",7.50511209166901e-35,-1.59685993504617,0.669,0.862,2.74687102555086e-30
