"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GYS1",0.00647189901561421,0.650855912268746,0.462,0.561,1
"AC006547.13",0.00651684311070414,-0.746844455428614,0.028,0.067,1
"EML4",0.00652711150543372,0.411248820823061,0.709,0.856,1
"GON4L",0.00652728676742689,0.336918698605423,0.745,0.879,1
"PCDHGB6",0.00653054462239466,-1.21554634955151,0.017,0.05,1
"POLR1G",0.00653529236821937,-1.76630026520955,0.053,0.099,1
"HNRNPUL1",0.00654297083358121,0.287243749432159,0.86,0.953,1
"RP5-894A10.2",0.00654549999526172,-0.750367430297305,0.101,0.159,1
"TM4SF1-AS1",0.0065463745794084,0.695053204683006,0.003,0.026,1
"AC009228.1",0.00656992620111313,-1.0738883875289,0.006,0.032,1
"PPM1K-DT",0.00657413925506182,-1.92600308629257,0.039,0.081,1
"PCAT7",0.0065825933306021,0.786031878885252,0.006,0.032,1
"LINC01825",0.00658466562997763,-0.643124832078374,0.048,0.094,1
"AC144836.1",0.00658804407259967,0.622959116598236,0.123,0.189,1
"MFSD6L",0.00659528241844117,-0.343225368098023,0.006,0.032,1
"METTL22",0.00659673564071627,0.291086195138241,0.353,0.449,1
"TMEM79",0.00660493582982278,-2.04568397072561,0.053,0.099,1
"KIF17",0.00660937692729044,-0.285328502591668,0.017,0.05,1
"RERE",0.00661231594822321,0.47772614248893,0.933,0.965,1
"PPP1R9A",0.0066162868869547,-0.239301210067977,0.518,0.575,1
"TEDC2",0.00662258763502761,-1.58772536898561,0.078,0.13,1
"SLC16A6",0.00663348176125762,0.647287962364732,0.006,0.032,1
"RP11-528D24.4",0.00664152512205137,-0.498664101337903,0.025,0.064,1
"SMIM10",0.00664635218353535,-0.741902626500222,0.098,0.155,1
"AC005083.1",0.00664776647870887,-2.21486986292114,0.02,0.054,1
"C1orf56",0.00665060916741953,-1.37816051685591,0.104,0.161,1
"RP11-507B12.1",0.006657862579274,0.400064041843843,0.011,0.042,1
"CCT2",0.00665824140007074,0.186936554827592,0.877,0.945,1
"E2F6",0.00666563147162137,-0.483161767066824,0.179,0.244,1
"CHRNB3",0.00668417037929303,0.5224721310998,0.031,0.07,1
"RP5-1057I20.4",0.00669758957801694,-1.36749409950897,0.006,0.032,1
"RAB7B",0.00671606303383409,0.96880464797739,0.246,0.186,1
"MOXD1",0.00673930575637226,0.244508153983215,0.017,0.05,1
"DCLRE1B",0.00676226937981613,-0.419014823166712,0.07,0.122,1
"RP11-412K20.1",0.0068077008006546,1.72719104475347,0.031,0.01,1
"ZFPM1",0.0068203189009395,1.0013142213829,0.258,0.19,1
"LINC01971",0.00682343220083509,-1.03875746731522,0.025,0.063,1
"NOMO3",0.00682483258254744,0.287137572640825,0.21,0.295,1
"DERL1",0.0068465098523347,0.492794810730066,0.706,0.812,1
"TAF4",0.00685931267737072,0.247818587651938,0.317,0.402,1
"RGPD3",0.00689956135447663,1.34620013204044,0.123,0.075,1
"C3orf35",0.00690531050771948,-0.201443162758463,0.37,0.445,1
"RP11-103J8.1",0.00693889919402774,-0.408374432788704,0.067,0.12,1
"DRD4",0.00694645296157504,0.763204476329664,0.087,0.147,1
"SCN1B",0.00699626268131617,-0.479262389065302,0.031,0.071,1
"PLEKHM1",0.0070087377393484,1.17399333196993,0.714,0.73,1
"PIGR",0.00701049285840501,1.35702606341992,0.022,0.005,1
"RP11-392A14.12",0.00701049285840501,2.82887843495873,0.022,0.005,1
"RP11-22P6.2",0.00702415771456386,1.79192322547749,0.05,0.099,1
"GRINA",0.00705551340391384,0.418299234158849,0.555,0.674,1
"DNAJB11",0.00708120319700385,0.974546631235943,0.681,0.633,1
"RP11-173D3.1",0.00708243546306371,-0.265419607316246,0.224,0.311,1
"SLC20A1",0.00708360757261554,0.233903630117055,0.613,0.718,1
"JUP",0.00708553074531662,0.598312336563162,0.574,0.65,1
"TRHDE",0.00708770296316,4.1071692949441,0.109,0.065,1
"MICB-DT",0.00709134868379144,-0.5959891477459,0.028,0.066,1
"OR3A2",0.00709814022685107,-0.108776795743286,0.109,0.167,1
"EDEM3",0.00710489123616703,0.283943588729855,0.532,0.631,1
"LINC01350",0.00711402504818914,2.43526816010625,0.022,0.005,1
"ZNF487",0.00712547893119133,0.330822196249573,0.3,0.386,1
"LINC01792",0.00713083583209726,0.622959240993628,0.022,0.058,1
"MCF2L2",0.00713831272412375,-0.500298846735387,0.3,0.373,1
"LRP1B",0.00715871838797651,1.79286218776746,0.314,0.391,1
"RP11-139D23.7",0.00716845195937945,-1.59950560390194,0.008,0.036,1
"RP11-73O6.3",0.00716845195937945,-0.259865303671785,0.008,0.036,1
"MTHFD2",0.00717519921209119,0.46243388612688,0.457,0.537,1
"PWP2",0.00718244400357571,-1.10308921630125,0.098,0.154,1
"ZNF385A",0.00718370806693139,2.17094183069347,0.154,0.228,1
"DOCK7",0.00719258180145465,0.266562894976978,0.689,0.786,1
"ASAH1",0.00720125157965829,0.297183209367442,0.737,0.819,1
"TGM2",0.00721855491831491,1.49910371655072,0.042,0.016,1
"ODC1-DT",0.00722798964760425,0.605096558781121,0.025,0.064,1
"ACSM1",0.00723197045389409,0.595738060512295,0.12,0.072,1
"RP11-452L6.1",0.00723858443349101,0.60993562440933,0.437,0.531,1
"CABCOCO1",0.0072428326276982,-1.1497068272117,0.011,0.041,1
"ATP1A1",0.00724890126600691,0.645271303726136,0.613,0.752,1
"HOOK1",0.00725787205543507,2.15831603281314,0.031,0.01,1
"AVEN",0.00725912793163069,0.414823160925584,0.317,0.415,1
"CCDC27",0.00728253391528681,1.3765771379338,0.022,0.005,1
"ZNF277",0.0072985057768171,0.498956879495954,0.577,0.696,1
"DHRS13",0.00731145352531517,-0.905033310802372,0.171,0.237,1
"KLHDC7B",0.00731497553928273,-0.363717603755259,0.031,0.07,1
"ZC3H4",0.0073427611604709,0.327657392905408,0.255,0.328,1
"DOLK",0.00735240439547252,-1.52621710703029,0.036,0.078,1
"B3GALT9",0.00736146740291047,1.90637024635857,0.031,0.01,1
"PSG8",0.00737311450582176,-0.855047215119894,0.02,0.054,1
"CTA-215D11.6",0.00737469429133315,-0.14531006721385,0.008,0.036,1
"LINC02036",0.00737659316272971,-0.112606612552451,0.011,0.041,1
"MEIOSIN",0.00739052529932487,0.63142983526162,0.022,0.058,1
"ZNF586",0.00739994726999587,0.227135542634149,0.846,0.937,1
"CTA-38K21.6",0.00741306613759797,-1.22871492651353,0.045,0.089,1
"CTD-2319I12.4",0.007434711469823,-1.10532855710441,0.014,0.045,1
"RP11-523O18.1",0.00743500874790682,0.350700155722439,0.048,0.02,1
"C5orf66",0.00744241196523551,0.41657997556625,0.098,0.156,1
"PPARA",0.00745326999243111,0.415029573708256,0.468,0.572,1
"SIAE",0.00745336740698834,-2.00085021573795,0.039,0.081,1
"C8orf37",0.0074685580081944,-0.968767665685986,0.078,0.132,1
"GAPVD1",0.00747309432726721,0.269947808391824,0.857,0.944,1
"TBC1D30",0.0074901098443175,-0.444636775911768,0.031,0.07,1
"XXyac-YX65C7-A.2",0.00749276193058323,-1.98375952550521,0.025,0.061,1
"CPOX",0.00750437628388154,0.452339974641697,0.126,0.191,1
"LINC00653",0.00750504507288708,0.407456850979679,0.053,0.101,1
"HHLA2",0.00750578967463914,-3.08364930687422,0.031,0.069,1
"MYBPHL",0.0075089153115207,-1.63192180925469,0,0.02,1
"RP11-573D15.9",0.0075089153115207,-0.473099372368587,0,0.02,1
"LPP-AS1",0.0075089153115207,-2.08453053177949,0,0.02,1
"MFAP3L",0.0075089153115207,0.500229673422737,0,0.02,1
"AP001372.2",0.0075089153115207,-1.27697363446863,0,0.02,1
"RP11-182J1.3",0.00751140069534928,-0.839439027557831,0.02,0.054,1
"ZBTB7A",0.00751375299384269,0.650813095273134,0.605,0.762,1
"SGIP1",0.00751756599876828,0.646453107755831,0.025,0.063,1
"LRATD2",0.00753707699915529,0.506340694319803,0.031,0.01,1
"LINC01422",0.00757440954676526,1.13780342064816,0.123,0.075,1
"DHX36",0.00758198549522446,0.450383264992588,0.762,0.868,1
"GPR183",0.00762597868798455,0.100207574587887,0.182,0.248,1
"SNX33",0.0076402012657815,-0.738672163919525,0.073,0.122,1
"ELAC1",0.0076402012657815,-1.02150205593646,0.073,0.122,1
"DYNC2H1",0.00764880627676172,2.10552959447858,0.218,0.166,1
"PRLR",0.0076527554438155,-0.255437824537792,0.064,0.114,1
"THG1L",0.00766457026337884,-0.370028876635526,0.199,0.259,1
"C6orf163",0.00766635717229597,-0.170770378699553,0.034,0.074,1
"CD300LB",0.0076678041145029,0.39125238709819,0.025,0.063,1
"RBM5-AS1",0.00767615462475852,-0.662133824750779,0.011,0.041,1
"PJA1",0.0076764891048093,-0.846350878186621,0.053,0.099,1
"NAA80",0.00770464604174653,0.139568979606336,0.339,0.42,1
"TBC1D17",0.00771121744877832,0.314084032907727,0.263,0.342,1
"DIP2A",0.00771280799947925,0.165862842382658,0.742,0.835,1
"CCNH",0.007715856057453,0.564777214270615,0.849,0.864,1
"CMTR1",0.00773888194274653,0.681246668048325,0.611,0.746,1
"FNDC10",0.0077496638062353,-0.33627186241003,0.062,0.109,1
"PHLDB1",0.00775603173386683,-1.02983301009009,0.025,0.061,1
"RP5-1061H20.4",0.00776906657273047,-1.03257404147408,0.039,0.081,1
"PDE12",0.00777262682849479,0.231000610017829,0.35,0.434,1
"LINC00528",0.00780307956939744,0.577062974825939,0.14,0.207,1
"PXK",0.00780588124800558,0.747533369715453,0.849,0.905,1
"HERC5",0.00782155307236139,-1.46095293579268,0.084,0.136,1
"GRID2IP",0.00782319199211156,2.69294530849698,0.101,0.059,1
"RP11-763B22.4",0.00782922184557007,-0.889973799891006,0.014,0.045,1
"NUBP1",0.00782979372298158,0.143060850815475,0.417,0.494,1
"RP5-981O7.2",0.00782998615673215,-1.31423167965831,0.011,0.041,1
"ASTE1",0.0078377092054797,1.29636005575839,0.165,0.244,1
"DGKQ",0.00783918012262225,0.417488512288442,0.249,0.328,1
"PROCR",0.0078452716748403,-0.860037537276657,0.126,0.184,1
"ARL9",0.00788489364558404,1.16414230904281,0.07,0.035,1
"DVL1",0.00790090592999187,0.313845309757872,0.319,0.385,1
"CYRIB",0.00792758196116535,0.126801426694238,0.933,0.989,1
"CRYBB1",0.00794341443557992,-1.49864677353964,0.042,0.085,1
"RP11-709D24.5",0.00795160136337937,0.147280031131716,0.02,0.054,1
"RP11-338H14.1",0.00795363160137607,0.72470776688988,0.025,0.061,1
"ZNF423",0.00795851915943247,-0.965681632764015,0.064,0.113,1
"TJAP1",0.007967812108494,0.169375364634754,0.266,0.348,1
"AC159540.2",0.00797726553221589,-0.540178776245149,0.014,0.045,1
"SMPD2",0.0079784162511178,-2.11619936787176,0.12,0.173,1
"PRPF6",0.00799778940853537,0.465886364428854,0.655,0.759,1
"RP11-394J1.3",0.00799974844422606,-0.985800105216723,0.011,0.041,1
"CDKN2B-AS1",0.00802601791429915,-1.09928712135796,0.109,0.169,1
"SLC10A3",0.00802812745985425,-0.170207215061287,0.146,0.207,1
"TFIP11-DT",0.00803386268577476,-2.11746443810839,0.006,0.031,1
"MAN1B1-DT",0.00804167393033518,-0.647609268907624,0.045,0.089,1
"RP11-647K16.1",0.00806472449175855,-0.893979437968927,0.006,0.031,1
"RP11-385M4.1",0.00808760468740236,-1.05744138459994,0.017,0.049,1
"FAM110A",0.00810004495794464,0.235812430192883,0.09,0.145,1
"MS4A6E",0.0081236321495701,-0.625018979847174,0.017,0.049,1
"ZBTB4",0.00812841529157713,1.14105466224326,0.518,0.46,1
"SPSB4",0.00814147620959289,-1.29554359808191,0.02,0.053,1
"ASGR1",0.00814342541428271,0.738499885442597,0.022,0.058,1
"PITPNB",0.00815247254148904,0.201878936537297,0.787,0.911,1
"ZNF90",0.00817188312730023,0.183676217013848,0.081,0.132,1
"RP11-752D24.2",0.00817543593718335,-0.844640878814336,0.003,0.025,1
"TMEM249",0.00817543593718335,-2.14284939591356,0.003,0.025,1
"AUTS2",0.00818621804643131,0.370890496272546,0.983,0.984,1
"UNK",0.00819318870005783,0.409141121105477,0.7,0.782,1
"SLC4A5",0.00820353969227035,1.23431036444552,0.333,0.271,1
"AC016644.1",0.00821040765440438,-0.813459496735367,0.003,0.025,1
"CH507-513H4.5",0.00822049603243145,0.734278974221782,0.025,0.061,1
"RP13-16H11.5",0.00822671536451137,0.736972032097547,0.011,0.041,1
"PINX1",0.0082271364625034,0.267201787758414,0.317,0.395,1
"RP11-81H14.1",0.00826792632151176,-1.03756186397414,0.006,0.031,1
"RP11-369E15.3",0.00827319234085366,-0.330847131688607,0.092,0.147,1
"CACNB1",0.00827443733577337,1.31691827579022,0.087,0.144,1
"NEURL1-AS1",0.00828075297201183,-0.811246904169773,0.003,0.025,1
"APOBEC2",0.00829842334709067,-1.15628634897099,0.003,0.025,1
"BCDIN3D",0.00829847040366491,1.38912281533417,0.042,0.085,1
"RP3-402G11.25",0.00829959149770079,-1.37471388005776,0.006,0.031,1
"LINC01888",0.00829974357737875,0.36174415871962,0.022,0.058,1
"TFIP11",0.00830265828441668,0.294236055182636,0.311,0.401,1
"ZNF165",0.00830713193214466,3.30983658142906,0.076,0.04,1
"NAIF1",0.00835215791969964,-0.510072226831137,0.087,0.142,1
"MICAL3",0.00835234735008248,0.649406614476029,0.627,0.744,1
"MYLK4",0.0083552864987708,-0.437512096636161,0.045,0.089,1
"ZFX",0.00836227451347665,0.535621966746472,0.79,0.908,1
"ANKRD52",0.00837245173464846,0.181410742561213,0.392,0.484,1
"CTD-2532K18.1",0.0083770432614527,2.72851341157791,0.067,0.034,1
"SCUBE1",0.00837852098748421,0.634296144314406,0.255,0.19,1
"LINC00847",0.00837872139068842,-0.384732799985136,0.064,0.113,1
"ZNF528",0.00839592808082682,-0.151368525366542,0.16,0.223,1
"ANKRD35",0.00839714707576968,-1.38238595146305,0.022,0.057,1
"TBC1D23",0.00840318911406322,0.721208558714767,0.773,0.829,1
"LSM11",0.00840781028377493,-0.548578373368493,0.084,0.137,1
"HDGFL3",0.00841004723169679,1.27602334012873,0.112,0.068,1
"PNPLA2",0.00841334014015946,0.901667603435156,0.759,0.784,1
"FAM102A",0.00844326434418956,0.198738216972719,0.073,0.124,1
"RP11-176D17.3",0.00844358911265823,2.65299178657286,0.02,0.004,1
"RP11-396I22.1",0.00844358911265823,5.26413017165106,0.02,0.004,1
"MTMR12",0.00844831620239648,0.156366967190222,0.557,0.643,1
"RP11-363J20.1",0.00845453274702253,-0.137612600519919,0.104,0.16,1
"MIER2",0.00845486271281498,0.175275567493247,0.204,0.277,1
"SERINC2",0.00847002395722977,2.01049421224764,0.02,0.004,1
"JPH2",0.00847777269288436,0.659465086964122,0.022,0.057,1
"FSIP2-AS1",0.00848949893436218,0.854558436389474,0.039,0.08,1
"PCAT6",0.00849456832385086,0.366384972894227,0.092,0.052,1
"CNTN4-AS1",0.00849653278729803,2.3916440487464,0.02,0.004,1
"NOG",0.00849709783979054,1.69018493177682,0.067,0.034,1
"TMEM150A",0.00850038287293599,-1.23670975161883,0.115,0.171,1
"GNG5P2",0.00852335338035178,1.11466563997785,0.034,0.074,1
"RP11-30L3.2",0.00852742028043808,-1.54794342364556,0.008,0.035,1
"RP11-498P14.5",0.00853578552721567,-1.01472664981673,0.022,0.057,1
"WDR7-OT1",0.0085425053287946,-2.19585391421717,0.008,0.035,1
"TMIGD2",0.0085533527397693,-2.42252626058365,0.076,0.123,1
"UBE2C",0.00858983762839499,-1.61081676022402,0.146,0.201,1
"RP1-292B18.4",0.00859657573759968,-1.4672963865554,0.241,0.308,1
"TBCE.1",0.00860272938938929,0.130500567336358,0.241,0.319,1
"RP11-542A14.1",0.00860331150969128,1.53571188321402,0.02,0.004,1
"SH2D4A",0.00861562412163118,-0.473160964774256,0.031,0.069,1
"CCNJL",0.00861752637148426,-0.642400851412809,0.025,0.06,1
"TADA1",0.008618102456284,0.131209872413588,0.485,0.575,1
"GTF2A1",0.00864210167102581,-0.564696078806129,0.193,0.257,1
"TBC1D16",0.00865386583321471,-0.462639274616227,0.196,0.27,1
"DIPK1B",0.00865602413794966,0.934021894651746,0.16,0.108,1
"C6orf120",0.00867157795272111,-0.226097871238906,0.048,0.091,1
"PTGES2-AS1",0.00868418111042911,1.44361413399189,0.02,0.004,1
"MPP7-DT",0.00868418111042911,3.01692176721292,0.02,0.004,1
"RP11-750H9.5",0.0086901827577088,1.11244035850594,0.482,0.435,1
"PSIP1",0.00870547927372544,0.329451008174269,0.745,0.834,1
"DHRS3",0.00870589062996698,0.448973403954077,0.137,0.088,1
"LINC00638",0.00873569327993959,-0.428007496200107,0.022,0.057,1
"YME1L1",0.00874148282423081,0.733189874842327,0.941,0.975,1
"APOD",0.00876572941748745,1.30630036175069,0.02,0.004,1
"GYPC",0.00877295977712099,0.729860125424206,0.507,0.603,1
"FAM177A1",0.00879501269828004,0.791804484910502,0.613,0.716,1
"CTC-340A15.2",0.00879691844745805,-0.579654169631226,0.19,0.252,1
"CLCN6",0.00880284490546086,0.469397028673752,0.373,0.454,1
"MBTPS1",0.00881110522189218,0.383083706967107,0.622,0.715,1
"SLC22A17",0.00882047441450458,1.37559313355662,0.02,0.004,1
"CASQ2",0.00883369055917658,2.33085675290026,0.008,0.035,1
"FREM1",0.00884256745700572,0.243569966171911,0.095,0.153,1
"PRMT6",0.00886481006281222,-0.554891973869003,0.098,0.151,1
"PMM1",0.00886618638521883,0.113007897056633,0.034,0.074,1
"FCMR",0.00886654590227066,-2.01650529265019,0.02,0.053,1
"RP11-1252I4.2",0.00887533987809122,1.46966908800403,0.05,0.094,1
"VWF",0.00888570226495193,-0.336499309267934,0.104,0.161,1
"PHF12",0.00889446459509325,0.371369159482625,0.706,0.806,1
"SFXN2",0.00889923593736998,0.178182450038984,0.174,0.244,1
"CCDC113",0.00889941991572071,-0.819470841163057,0.059,0.105,1
"RPS6KB1",0.0089031023985305,0.299181896796029,0.798,0.894,1
"CTD-2201E18.5",0.008911777490771,-0.960041903809778,0.008,0.035,1
"MIEF2",0.00891617947793629,-0.925412844817571,0.048,0.091,1
"SAC3D1",0.00891690395460684,-0.803465470541616,0.098,0.151,1
"ARFGEF1",0.00892561308853235,0.515224607639177,0.947,0.987,1
"RP11-34P13.13",0.00893682877838528,0.836206587642584,0.101,0.16,1
"DNAJA2-DT",0.00894032696455375,0.653773054923529,0.017,0.049,1
"DLGAP5",0.0089440168861328,-2.43783426609879,0.053,0.095,1
"RP3-467N11.1",0.00897038806196657,-1.63109983153413,0.014,0.044,1
"RP11-621L6.2",0.00899835524776735,-1.34823197835789,0.014,0.044,1
"AC003099.2",0.0090510368078606,2.21209528068303,0.227,0.172,1
"C9orf24",0.009069803364165,-0.575584714199115,0.008,0.035,1
"CASK",0.00910172046002845,1.93634917613823,0.328,0.269,1
"RP11-266C7.11",0.00911100421046057,-1.96975885903908,0.014,0.044,1
"HPD",0.00911383352902757,-0.403693079665453,0.053,0.099,1
"PRPF40B",0.00911863453235923,-0.183096060417157,0.221,0.286,1
"SPACA7",0.00913889364516224,0.594116854693343,0.028,0.009,1
"ZYG11A",0.00914278087850835,-0.990186524500264,0.017,0.048,1
"ZNF358",0.00916129601875846,1.24355610402371,0.21,0.153,1
"RP11-327F22.4",0.0091658153422732,-0.48940500120199,0.008,0.035,1
"AC079305.8",0.00917907652789528,2.93449733642699,0.134,0.088,1
"RP3-441A12.1",0.00918340917467187,1.98914861273886,0.028,0.009,1
"AC091133.1",0.00919230847913034,-1.2881222266614,0.028,0.065,1
"LDHC",0.00920085238796278,0.999731390869839,0.064,0.114,1
"RP4-633O19--A.1",0.00922637353375572,-0.2116072342255,0.039,0.08,1
"RP11-49I4.5",0.00922811813916301,3.01565186493188,0.028,0.009,1
"HSPA14",0.0092303562209627,0.162521820376569,0.521,0.602,1
"RP11-774O3.3",0.00923838948285861,-0.206642333525295,0.062,0.11,1
"OLFM2",0.00928246306825023,-0.247924804049396,0.084,0.134,1
"RP11-401F2.5",0.00928413206946819,-1.35687202595159,0.07,0.117,1
"GRK2",0.00929004926217112,0.905504950765848,0.941,0.977,1
"ZNF460",0.00929143578596,0.54373906426597,0.213,0.151,1
"IL6R",0.00929416657451473,0.260214135545101,0.431,0.498,1
"RP11-400F19.18",0.00929731391242592,-0.28842332079808,0.05,0.095,1
"AURKA",0.00930144851660237,0.735692177383263,0.062,0.11,1
"CYLD",0.0093045975099355,0.205727032395988,0.793,0.917,1
"GPLD1",0.00931605178308898,-0.883196114231666,0.092,0.145,1
"MRAP",0.00937489588503727,-0.969072323365014,0.017,0.048,1
"LNC-LBCS",0.00939473494018367,0.157716045470778,0.126,0.188,1
"LRRC41",0.00940335787283108,0.458694920796962,0.692,0.802,1
"RP5-1142A6.10",0.00940380331805379,-0.772414737171608,0,0.019,1
"FURIN",0.00940848081357573,0.589138818046905,0.515,0.631,1
"CHRNA5",0.00942081701185434,0.366044128779172,0.05,0.094,1
"TDRD1",0.00942106916235312,0.280117184313438,0.07,0.036,1
"ZBED3-AS1",0.00943219754151946,-0.246996835890511,0.084,0.137,1
"MKNK1-AS1",0.00943570732701215,-0.89732465439588,0.025,0.06,1
"TTLL7",0.00943589999569887,-2.47566416511189,0.048,0.089,1
"SPATA24",0.00945527624904456,-0.954068266561534,0.053,0.098,1
"AC135050.5",0.00947199080264103,-0.254735316885261,0.017,0.048,1
"MFSD1",0.00947993227385344,0.27626501484113,0.703,0.828,1
"CTD-2647L4.1",0.00950090714852865,-0.751170853538867,0.02,0.053,1
"RP11-968O1.5",0.00950307138736708,0.652459960794624,0.05,0.097,1
"RP11-489C13.2",0.00950314648403392,1.69800007879615,0.059,0.029,1
"METTL1",0.00951242689721798,0.562001914753711,0.347,0.269,1
"DDX59",0.0095433388273731,0.941272132847513,0.359,0.47,1
"SYTL3",0.00955205229905606,0.555549075449545,0.235,0.178,1
"KIAA0232",0.0096012368650843,0.556250408163334,0.866,0.909,1
"MTFR2",0.00960168219210705,-1.44944029495485,0.087,0.138,1
"CTD-2515O10.6",0.00960791652963643,0.116560462809675,0.011,0.04,1
"ZBTB2",0.00965244996465402,0.291589610073671,0.311,0.387,1
"RP11-468E2.5",0.00966128551497993,0.474092646124427,0.045,0.088,1
"CARNMT1-AS1",0.00967140953244428,0.105540047189353,0.134,0.199,1
"RP11-141H1.1",0.0096907001608548,2.51890838712185,0.073,0.04,1
"BHLHE40",0.00969394413755061,1.15019112913578,0.479,0.408,1
"ETV3",0.00970749116300597,1.2666525072091,0.42,0.358,1
"PIGA",0.00972402439460157,1.6177318973473,0.294,0.227,1
"C1orf198",0.0097311493159789,0.254721761924861,0.042,0.083,1
"NPIPB2",0.00973637820052232,0.200990711117348,0.193,0.265,1
"FAM71A",0.00974827583063074,2.28918072733987,0.017,0.003,1
"ZNHIT2",0.00975478100082987,-1.50991670348007,0.076,0.124,1
"LLNLR-470E3.1",0.00975757529629878,0.297663679572299,0.02,0.053,1
"WNT10A",0.00976438739662228,3.46651948723738,0.011,0.001,1
"REELD1",0.00976438739662228,1.48769899566261,0.011,0.001,1
"PLEKHA6",0.0097681222246437,0.402866983915995,0.277,0.353,1
"BIRC2",0.00977613336503019,0.762329901139467,0.574,0.675,1
"CTB-113P19.3",0.00978350396576029,-0.786410402230789,0.014,0.044,1
"ABI3BP",0.00979489667403079,0.609381795471513,0.118,0.072,1
"RP11-431M3.1",0.0098089513337854,3.02090696201801,0.011,0.001,1
"CSGALNACT2-DT",0.00981478161610281,1.68357742606435,0.017,0.003,1
"FBXO8",0.00982266954266344,-0.469491672062292,0.168,0.232,1
"MVK",0.00982956511690204,0.883252541410153,0.062,0.111,1
"CHST7",0.00984414845064002,0.413013260936031,0.104,0.162,1
"TRIM62",0.00984978329130863,0.826397802078449,0.162,0.234,1
"TDRKH-AS1",0.00985369642204689,1.83840889817307,0.011,0.001,1
"TMEM158",0.00985369642204689,1.95408099834849,0.011,0.001,1
"RP11-6L6.7",0.00985369642204689,1.85778009288271,0.011,0.001,1
"PCDHA10",0.00985369642204689,1.53964838725267,0.011,0.001,1
"RP11-103H7.1",0.00985369642204689,1.52158309375031,0.011,0.001,1
"BHLHE41",0.00985369642204689,1.77160219491504,0.011,0.001,1
"CTD-2582D11.3",0.00985369642204689,3.6804437105612,0.011,0.001,1
"FSCN2",0.00985369642204689,1.48439069629881,0.011,0.001,1
"RPS4X",0.00986295468775136,-0.182802163096135,1,1,1
"LRRC56",0.00987272881735447,1.08276771984304,0.087,0.143,1
"RORA-AS1",0.00987731847903187,-0.304737303174488,0.092,0.148,1
"RP11-266J6.2",0.00988064635640119,-1.00484747192436,0.006,0.03,1
"TTLL1",0.00988977700481594,0.185236300772269,0.235,0.306,1
"CYP2J2",0.00989862328691908,1.38144461495382,0.011,0.001,1
"CCDC96",0.00989862328691908,1.54730824471713,0.011,0.001,1
"TRBC1",0.00989862328691908,1.3981378166939,0.011,0.001,1
"PTPRD-AS2",0.00989862328691908,1.53835662988438,0.011,0.001,1
"RP11-561B11.3",0.00989862328691908,2.03759998916074,0.011,0.001,1
"HOOK3",0.00990963188676973,0.811614397676619,0.868,0.931,1
"PTPRK-AS1",0.00991529847230381,1.49635061964031,0.017,0.003,1
"CH17-340M24.3",0.00992011043872204,-0.686616977873314,0.064,0.113,1
"AKIRIN2",0.00992850116017929,0.337252769637027,0.689,0.787,1
"SIX3",0.00994373255555649,1.635808410928,0.011,0.001,1
"GYPA",0.00994373255555649,1.33642019140787,0.011,0.001,1
"SLC6A8",0.00994373255555649,1.30336988264016,0.011,0.001,1
"NUPR2",0.00994900731436485,1.56518590132711,0.017,0.003,1
"RAB30-DT",0.00995097200028832,0.172986111108566,0.23,0.294,1
"LYPLAL1-DT",0.00996783093724439,1.25602553616732,0.034,0.072,1
"EPS15",0.00997295081391021,0.310116750393902,0.969,0.99,1
"RP11-185E8.1",0.00997525089741593,-1.01384532307872,0.006,0.03,1
"GOLGA7B",0.00998281820396562,2.71590748855692,0.017,0.003,1
"RP11-422P15.4",0.00998281820396562,3.41844467225131,0.017,0.003,1
"RP11-737O24.5",0.00998281820396562,3.19674846391143,0.017,0.003,1
"LBR",0.00998500828970897,1.09603109567694,0.874,0.865,1
"COPS2",0.0100143391565323,0.405865057448554,0.784,0.878,1
"SMILR",0.0100167314033986,2.15654048328841,0.017,0.003,1
"SIRT4",0.010031253209201,-1.29288077020113,0.039,0.079,1
"UVSSA",0.0100334015182166,0.506539377221311,0.395,0.485,1
"CPTP",0.010046678674638,-1.09692473828329,0.092,0.142,1
"SUCLG2-AS1",0.0100493505195142,1.67201890188024,0.059,0.029,1
"RP4-680D5.9",0.0100507471754679,1.46428955527624,0.017,0.003,1
"RP11-363D14.1",0.0100507471754679,0.998145073637663,0.017,0.003,1
"LINC01581",0.0100507471754679,1.54142496476627,0.017,0.003,1
"RP11-95D17.1",0.0100539568825715,-0.729911781176089,0.073,0.123,1
"MCUB",0.0100638317103542,2.59779135996227,0.361,0.332,1
"EEF1A1",0.0100694371813404,-0.16639498411765,1,1,1
"FANCI",0.0100735410993544,0.250809892571483,0.664,0.772,1
"RP11-370A5.1",0.0100848657834904,2.04849408652314,0.017,0.003,1
"KCNH8",0.0100906896767789,1.04968716120228,0.115,0.169,1
"KAZALD1",0.0101190874912954,1.35414820781652,0.017,0.003,1
"RSRC2",0.010130695237728,0.61256045712295,0.961,0.975,1
"TEX41",0.0101440321094636,2.8935297224902,0.115,0.175,1
"CXCL11",0.0101534125632254,1.22904026506042,0.017,0.003,1
"LIPN",0.0101534125632254,2.28836272055517,0.017,0.003,1
"AF131215.4",0.0101668838212371,-1.07822634194788,0.006,0.03,1
"CTD-2561B21.11",0.0101783374051192,-0.611027160770183,0.022,0.056,1
