"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","RP11-34P13.7",0.836980162789401,1.34497269319157,2.9298817631091,0.459053573467184,0.64619569488284,NA
"2","RP11-34P13.13",1.35990577227676,2.22247593111147,1.78821789273532,1.24284402932122,0.213925314159169,NA
"3","LINC01409",19.4733786110222,-0.0342553337661934,1.30290729965999,-0.026291458935822,0.979024867339918,0.988849287910956
"4","LINC01128",1.31138090206063,0.298922988660643,2.19423215497924,0.136231249725474,0.891638471743333,NA
"5","LINC00115",0.629886494019519,1.17852700389591,3.27517756894525,0.359836063568134,0.718969732322109,NA
"6","FAM41C",0.646987257991756,-1.07444338125065,1.7836793009887,-0.602374754618213,0.546924710645533,NA
"7","NOC2L",41.72154938841,2.87537216060377,0.679160254661786,4.23371677136153,0.0000229860405500357,0.000682213895811957
"8","KLHL17",1.39510551113318,2.44666438304639,1.73421952332915,1.41081584547588,0.158298921028107,NA
"9","ISG15",47.1822250361833,3.74945453032185,0.764663731679128,4.90340312347286,0.000000941904056011873,0.0000637575406335522
"10","C1orf159",33.2397222103908,1.18089887478856,0.934920588475608,1.26310072678367,0.206552982859742,0.380284838015193
"11","RP11-465B22.9",1.12858590260641,0.978794474551896,2.9769292691638,0.328793325622692,0.742311908247189,NA
"12","TTLL10-AS1",0.29395688402631,-0.0699783587915463,4.71125712907774,-0.0148534365402478,0.98814910807761,NA
"13","TTLL10",0.22381126717634,0.393322702491351,4.42711590374151,0.088844003871446,0.929205885907462,NA
"14","TNFRSF18",0.401458531459395,0.994151390192581,4.52852518305495,0.219530939987381,0.826236481003511,NA
"15","TNFRSF4",0.270116204572849,0.530973245372927,4.71225410271258,0.112679247298501,0.910284854707449,NA
"16","SDF4",21.7267115367317,0.581700220332781,0.721188439338081,0.806585614248996,0.419905264585864,0.593703700955439
"17","B3GALT6",6.50746184679295,3.88000772135054,1.39248281164979,2.78639541464327,0.00532978136658671,0.0328674583474913
"18","RP5-902P8.12",0.0541743419788953,-0.391036618920945,4.71320194128385,-0.0829662348001217,0.933878387746738,NA
"19","UBE2J2",56.2757617797387,-0.0561105624581128,0.785789921974104,-0.071406569222915,0.943074181474347,0.968768517089596
"20","LINC01786",0.144188374724063,-0.0979174592729759,4.71300502148912,-0.0207760142046354,0.983424331500912,NA
"21","SCNN1D",1.97131187332275,2.72838196686141,1.8401556897327,1.48269082995784,0.138156572105499,0.294683054876867
"22","ACAP3",12.3613944914702,-1.15076156741467,0.864398612194824,-1.33128576466907,0.18309500041993,0.35229003822155
"23","PUSL1",17.2476973594739,1.87576600614293,1.22071932074388,1.53660712521523,0.124389546671416,0.275015297869722
"24","INTS11",52.3459901360714,3.38939838413253,0.576615237754956,5.87809367877462,0.00000000415018046636132,0.0000009469962249994
"25","RP5-890O3.9",0.191908396223136,-0.554898909286849,4.7117537228904,-0.117769081730878,0.906250628229548,NA
"26","CPTP",5.24467988021811,1.33033849380494,1.61334161515065,0.824585742605246,0.409606818519337,0.583675849361237
"27","DVL1",11.786286576144,-2.49780914450791,1.18798158203406,-2.10256554670753,0.0355037642949852,0.119568248971328
"28","AURKAIP1",52.9043416495654,1.10067007208336,0.612083554086705,1.79823500359469,0.072139774744911,0.19094852336436
"29","CCNL2",145.825356993604,-1.27267152812786,0.5033025339079,-2.52864120958458,0.011450501449608,0.0561098266181711
"30","MRPL20-AS1",2.55070733380243,3.38065203720482,2.04250877620999,1.65514688435163,0.0978947064960798,0.23358714238139
"31","MRPL20",65.3391842724122,1.79658211856071,0.606325430069234,2.96306575555567,0.00304591494041726,0.0221599405627466
"32","MRPL20-DT",0.0708190521294205,-0.280042382095083,4.71312834828462,-0.0594175166473043,0.952619561440832,NA
"33","ATAD3C",0.143379034559934,-0.489208928473119,3.23954648758715,-0.15101154755692,0.87996660673204,NA
"34","ATAD3B",50.403350153707,-0.520538275895659,0.860585310522608,-0.604865397457866,0.545268436265516,0.697058205939086
"35","ATAD3A",39.5205811907315,1.55941997341253,0.795004395515189,1.96152371258523,0.0498179616333038,0.150077231723439
"36","SSU72",57.1160845081069,2.52326504059999,0.610250331249813,4.13480322973732,0.0000355258894706548,0.000926153537438804
"37","RP5-832C2.5",0.575968475315502,-2.30499607003473,3.31321043527744,-0.695698662992324,0.486617563021158,NA
"38","FNDC10",2.56605972028777,2.96862830451246,1.98774868532644,1.49346259234222,0.135316139162521,0.29080659316862
"39","RP11-345P4.9",0.797028336023288,0.964485004390504,2.75506707710661,0.350076777587359,0.726281078325968,NA
"40","MIB2",20.1901385925093,-1.31581708108198,0.785857257523398,-1.67437160945581,0.0940575888678867,0.227530828691991
"41","MMP23B",0.303691659022383,0.70115053869838,4.71197791124521,0.14880174565867,0.881710073139806,NA
"42","CDK11B",105.565268276461,-0.773865752072848,0.4323869258425,-1.78975289450526,0.073493644917073,0.192825610059484
"43","RP11-345P4.10",0.22689840563231,0.433946088452457,4.71240380039482,0.092085930415407,0.92662976685471,NA
"44","SLC35E2B",31.6937611256582,1.0078973569041,0.776675788077007,1.29770667809741,0.194388148005195,0.365682238446308
