"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","MIB2",12.0193748862375,1.52144885616708,0.567974954271486,2.6787252584378,0.00739030046033565,0.0471264306207044
"2","SKI",20.0063304481785,-1.5484991985486,0.4886168723287,-3.16914803037521,0.00152886506410619,0.0156721938460935
"3","RER1",13.0839599650076,1.99115903030486,0.478523589776562,4.16104675473699,0.0000316792214391028,0.000821735318731121
"4","ACOT7",12.6488413378815,2.58587680169933,0.577615067542784,4.47681673661983,0.00000757642321006641,0.000263678528144693
"5","TNFRSF25",4.17970319204442,2.38546900248649,0.656007212965921,3.63634569153802,0.000276533169816809,0.004455836358935
"6","DNAJC11",15.0437357166427,1.57322344883834,0.575868590766541,2.73191397145695,0.00629675803371532,0.0423127048516502
"7","ENO1",208.783609167937,0.748062746418494,0.207887801539056,3.59839654313701,0.000320185170765007,0.00493022991100292
"8","SRM",15.3218469032606,1.54405547647698,0.440562886550891,3.50473342992006,0.000457064682113784,0.0064889157299581
"9","FBXO6",0.697943693899224,3.01217535215917,1.04093923213735,2.89370912264909,0.00380720673581619,0.0298348645553768
"10","CROCC",9.13103901412822,-1.35269312997711,0.489816859965834,-2.76163039808688,0.00575135448642275,0.0396288977023056
"11","EMC1-AS1",21.8303760386445,-2.73289578556747,0.631852121204123,-4.3252142294931,0.0000152383698143535,0.00045723346399717
"12","MICOS10",17.6300663940979,1.51196572740816,0.40976808239576,3.68980843644109,0.000224422982404004,0.00379808529062385
"13","LDLRAD2",3.70844082577897,2.92454485083612,0.822265096641772,3.55669341041022,0.000375552014243624,0.00560400330931816
"14","LUZP1",192.27673715522,-1.02029655477392,0.337974383981673,-3.01885765055274,0.00253729719015445,0.0222328914010219
"15","RPL11",412.814509058653,-0.434459063598223,0.1361195819657,-3.1917455029189,0.00141415874607946,0.0148842381726069
"16","ELOA-AS1",1.90963679372574,2.80013427925984,0.886113065300294,3.16001917691046,0.00157758754985715,0.0159948648205608
"17","NIPAL3",11.7076810698159,2.32274659114592,0.643952357132876,3.60701621077634,0.000309738316357124,0.0048569417912384
"18","RCAN3",7.93387178361682,1.78483688290279,0.653304518794586,2.73201368053599,0.0062948527094481,0.0423127048516502
"19","CLIC4",89.75506464492,-2.35756497411296,0.604564047542562,-3.89961160227111,0.0000963471196323572,0.00196626051867358
"20","CEP85",18.8757492943782,1.48741125460174,0.560216507666163,2.65506502262533,0.00792931226390617,0.0497070721365818
"21","SH3BGRL3",124.54271811449,-0.876144702314384,0.220490160281998,-3.9736226831793,0.0000707876705251074,0.00153493109017528
"22","SYTL1",39.8173389985936,1.19756810265316,0.402759348189883,2.97340858265706,0.00294512122176815,0.024978407795317
"23","WASF2",107.47915885033,-1.13709098607839,0.386320623382857,-2.94338670330703,0.00324642625302443,0.0267589856088433
"24","PTAFR",3.96733413963889,3.12125731406311,1.00357491130256,3.11013884355873,0.00186999420961968,0.0180214198916647
"25","ATP5IF1",16.1687158963124,1.11523017823164,0.35688280351203,3.12491991000079,0.00177853476408995,0.0174120749126337
"26","RCC1",14.8819297774797,1.85177281101543,0.583923688593363,3.17125824348082,0.00151780146254937,0.0155880035496976
"27","SNHG3",59.7802118973161,2.61692616866624,0.323516299147456,8.08900873174698,0.000000000000000601522597004485,0.000000000000196414819763053
"28","TRNAU1AP",10.9058960888255,2.84339129206215,0.598890983675733,4.74776106097082,0.00000205680816991159,0.0000913387372094339
"29","MECR",2.12752789554663,2.96114319175473,0.653855741937659,4.52874082435918,0.00000593362266639711,0.000216694338297173
"30","LAPTM5",64.2225171098466,-1.01235027770984,0.293521653636413,-3.44897987990979,0.000562708628522595,0.00757115403099791
"31","CCDC28B",1.02482571783571,2.42838242207609,0.910089552069275,2.66828952882127,0.00762385284289668,0.0481182571130409
"32","HDAC1",20.7227538646855,2.11920800505651,0.458036479948633,4.62672319308317,0.00000371496491596389,0.000147826310025201
"33","ZBTB8OS",26.7576622245613,2.92792454471813,0.568865236461006,5.14695635636514,0.000000264746891378667,0.0000158022580004622
"34","RP1-117O3.2",1.17172444705018,3.01347557357165,1.1053215766119,2.7263337994439,0.00640421960463627,0.0427281526746826
"35","AK2",35.0367610853095,1.15210795591694,0.389361006169322,2.95897107738601,0.00308668069761392,0.0259511536652612
"36","TMEM35B",1.95536337611258,4.23855574959857,1.06139284488781,3.9933901665284,0.0000651352571447333,0.00145792666294522
"37","ZMYM4",44.7495170835486,1.34108327918879,0.367034588115496,3.65383351491327,0.000258353822120499,0.0042366973902242
"38","CLSPN",32.6499174619621,3.37128593050387,0.698743556386307,4.82478285444112,0.00000140155881770707,0.0000662132169965273
"39","CSF3R",113.67896478995,-1.0702385162717,0.376993974031193,-2.83887433220125,0.00452729828338201,0.0334605924260336
"40","SNIP1",11.147971726526,-2.17912813843319,0.604633868729272,-3.60404577238281,0.000313301844201073,0.00487836896819119
"41","SF3A3",26.3777241975173,1.54181517274848,0.430330379175802,3.58286388170286,0.000339847720727918,0.00515435709770676
"42","MFSD2A",7.84240123350586,2.25228548025887,0.811634497768062,2.77499969068897,0.00552017603260815,0.0385472751077561
"43","PPT1",8.50524269900852,2.06913219982583,0.532953441387397,3.8823882897527,0.000103435538047951,0.00207656662460823
"44","COL9A2",13.9392448407587,-2.28550184463823,0.62876835957156,-3.63488685435056,0.000278102661564151,0.00446815593152707
"45","SMAP2",29.3528222364108,-1.08869161759738,0.385351098748258,-2.82519401432563,0.00472519950773625,0.0344899177744167
"46","HIVEP3",23.1295508372925,1.62299532889853,0.563267252814266,2.88139479224031,0.0039591938579786,0.0305031021591106
"47","FOXJ3",120.278083016827,-1.24391585597637,0.366828038707203,-3.39100538868362,0.000696367319157207,0.00883550854546664
"48","ST3GAL3-AS1",1.65708184835079,3.38839555717328,1.0498036105829,3.22764707895401,0.00124812858403267,0.0135319565819636
"49","ATP6V0B",58.2968959689827,1.69015801433779,0.300680252015991,5.62111413372069,0.0000000189729869834709,0.00000165856772827161
"50","ARMH1",128.606472515285,-1.83798502674851,0.323115377749727,-5.68832421269701,0.0000000128292080755883,0.00000119688964752253
"51","RPS8",830.520916511525,0.322962604093857,0.121002114533205,2.6690657873192,0.00760625503821403,0.0480892046892097
"52","PLK3",22.7655787170041,-2.20995291406973,0.596991110520026,-3.7018187961705,0.000214059477871812,0.00363933893312843
"53","UROD",6.32231907385953,2.18501587853909,0.474393321085327,4.60591619110523,0.00000410653768073618,0.000158852896625551
"54","NASP",76.5012663506463,1.41911982512029,0.368213306475194,3.85406991046885,0.000116170400143284,0.0022786639264854
"55","NSUN4",45.3974499913133,-1.69310531042157,0.529239836922091,-3.199126732916,0.00137844559013084,0.0146165262097732
"56","STIL",6.97050260263596,3.31091023993633,0.824365347251022,4.01631418760758,0.00005911543312355,0.00135972707875589
"57","CMPK1",32.5926116156408,1.40955943178311,0.442808236641245,3.18322767090963,0.00145643045726825,0.015192636720705
"58","SPATA6",6.60609605313988,-4.09085675390916,0.860495827458933,-4.75406925096844,0.00000199362699760005,0.000089246963416757
"59","OSBPL9",172.283109776065,-1.29925714130016,0.296468334050998,-4.38244828223938,0.0000117353029314003,0.000371744227916683
"60","CPT2",0.964795704162539,3.10547697589335,1.10718234020958,2.80484691916737,0.00503404817607934,0.0358716321250532
"61","YIPF1",4.56117090791873,2.3836330065361,0.809800389724335,2.94348216768273,0.00324542519380307,0.0267589856088433
"62","HSPB11",15.9723022679694,1.66462750747315,0.531489871444256,3.13200231445565,0.00173618506614438,0.0171486891497641
"63","MRPL37",12.4962142681256,1.78915508194589,0.491138678361943,3.64287147555374,0.000269613476585537,0.0043887898014054
"64","ACOT11",15.9624534136086,-1.76224571397516,0.591999498350112,-2.97676893120095,0.0029130347094005,0.0247440790694448
"65","JUN",180.001077493663,-4.11697743270387,0.44400614240784,-9.2723434193445,0.0000000000000000000182100268747454,0.0000000000000000118922187272602
"66","FGGY",13.0032495667043,2.95766363423013,0.685128032822257,4.31695025241718,0.0000158199795013623,0.00047086705743733
"67","DOCK7",39.3128732503172,1.53768746124026,0.516065162960159,2.97963817673733,0.0028858903969764,0.0245510767718253
"68","ALG6",4.29314138002948,3.00432203224987,0.793149725705872,3.78783719502158,0.000151964369071494,0.0028212515475447
"69","EFCAB7",5.65449546549576,2.70985972377975,0.825659771308169,3.28205371988303,0.00103053970144259,0.0117948987272326
"70","SERBP1",61.2570271582479,0.952164596764237,0.303333354407495,3.13900394707371,0.00169523164395049,0.0168793378575231
"71","LRRC7",1.02853660786364,1.92732248701796,0.716761298000917,2.68893213458003,0.00716809904636456,0.0461870200886473
"72","NEGR1",3.49405255730038,-3.46726450614467,0.870689659588522,-3.98220475913686,0.0000682789158908287,0.0014958076282962
"73","ACADM",8.78924380789013,1.9351875254108,0.501347982614949,3.85996870939258,0.000113401545290356,0.00223224105640697
"74","RP11-386I14.4",21.0319126951227,-1.24508115710201,0.354780626727258,-3.5094395333463,0.00044905215002974,0.00639971369657275
"75","IFI44",5.07708383221798,2.07026570919603,0.704345443521924,2.93927607289418,0.00328979896763987,0.0269744077834105
"76","PRKACB",63.5010888880274,1.11455940789941,0.364540797495533,3.05743394307759,0.00223240838944701,0.0203149163439678
"77","ZNHIT6",31.3330398409967,1.76454616922861,0.510946540037888,3.45348491663681,0.000553393249775196,0.00749240470610271
"78","SELENOF",61.4270445012625,1.29174123780859,0.35992555713954,3.58891224083815,0.000332060590299312,0.00506373944072828
"79","GCLM",12.4142164369124,-2.0573549503665,0.76502799297137,-2.68925447077528,0.00716118059215488,0.0461870200886473
"80","SASS6",13.6557228481879,2.14886470802912,0.690917498468203,3.11016107247718,0.00186985347983658,0.0180214198916647
