"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","RP11-34P13.7",0.50213764208346,0.716408207810818,0.894813577030132,0.800622862908006,0.423350010839802,0.567664709441482
"2","RP11-34P13.13",2.1615370870751,0.574275979593638,0.674505016757563,0.851403570509024,0.39454520902815,0.540559646943313
"3","AP006222.3",0.0854483008576259,-0.758678802440687,3.19877836953325,-0.2371776705966,0.812518958424243,NA
"4","RP5-857K21.2",0.0291515427467684,-0.72332265926361,3.19882841272166,-0.226121118715519,0.821107219577985,NA
"5","LINC01409",10.1914111862636,0.280273182762369,0.500841864301744,0.55960414402082,0.575749477650243,0.699326343087567
"6","FAM87B",0.0223173155657439,-0.658038705610843,3.19880044674907,-0.205714209612421,0.837014158287361,NA
"7","LINC01128",2.36799487604486,1.87700947982896,0.798028954829169,2.3520568626871,0.0186699206301834,0.0526827515112206
"8","LINC00115",1.10850430124302,-0.164853468263784,0.909526299158958,-0.181252008233543,0.856169773903537,0.908204129187213
"9","FAM41C",0.879345397005466,-0.736369796811474,0.741494863780776,-0.993088196264543,0.320666975760846,0.469175925541018
"10","SAMD11",0.342732461813568,-2.14028556511415,2.46426630077953,-0.868528520816563,0.385105065849887,NA
"11","NOC2L",64.4142152742956,0.328457170467424,0.26640584504871,1.23292028524137,0.217605506405263,0.353401352482943
"12","KLHL17",1.75514651570127,0.627994639947925,0.886014694748828,0.708785806454319,0.478457407030403,0.619034482866367
"13","HES4",0.106517496232612,-2.01437221788876,2.57627485793919,-0.781893365019328,0.434277244661182,NA
"14","ISG15",86.6416183111203,0.76502866464733,0.301145218543566,2.54039784641859,0.0110726434505275,0.0346081374970815
"15","C1orf159",20.7035421530805,0.21471305858901,0.408567655598451,0.525526325069734,0.599217357928587,0.717398261122363
"16","RP11-465B22.9",0.438424860579201,0.42356974975262,1.10257698727906,0.384163423180005,0.700857326225522,0.797065503008072
"17","TTLL10-AS1",0.273653085547003,0.384593209793724,1.37624721030151,0.279450673479997,0.779898987499838,NA
"18","TTLL10",2.3313665285231,3.2600615442554,0.763084056037912,4.27221813699306,0.0000193538109595559,0.000158901743893098
"19","TNFRSF18",2.04602348270359,1.71600490776322,1.09945920546,1.56077178602117,0.11857760666046,0.224031201880758
"20","TNFRSF4",2.06713782202505,2.15581202190586,1.02447590582486,2.10430719712252,0.0353516586591846,0.0871670897796467
"21","SDF4",37.6396744509477,-0.0835610444507904,0.274026371784885,-0.304937966030463,0.760413399252476,0.841449048581561
"22","B3GALT6",15.3392440667134,-0.00469276193039991,0.569456961847064,-0.00824076663349359,0.993424893953539,0.995204455726636
