"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"OAS3",0.00962643925656894,-1.43913510487587,0.333,0.676,1
"MGMT",0.00964909402771326,-1.61898301561665,0.444,0.81,1
"AGFG1",0.00971345979949785,1.33487724214187,1,0.905,1
"CLTA",0.00972010583459252,-1.32396647001913,0.778,0.933,1
"HRH2",0.00972650263915814,-1.41114474478124,0.111,0.543,1
"KLF6",0.00973636110028948,1.9242480352012,1,0.962,1
"FDPS",0.00973724813487009,-1.14463285357247,1,0.971,1
"LINC02296",0.00975305781336939,3.414061975039,0.333,0.076,1
"COX14",0.00978966294381415,-0.892741728450121,0.333,0.79,1
"PLOD3",0.00980800884501093,-0.226479182134816,0.111,0.629,1
"ARHGEF3",0.009862579194378,-1.45194495362756,0.667,0.933,1
"C19orf53",0.00988200784147212,-1.64986089146082,0.889,0.952,1
"EIF3M",0.009885746265238,-1.04257516655278,0.889,0.971,1
"LY86",0.00991622058694445,-1.96889619428858,0.111,0.562,1
"CISD3",0.00991622058694445,-0.874762525570268,0.111,0.562,1
"HAX1",0.00993095589307573,-1.31681786633835,0.333,0.676,1
"UBE2Q1",0.00993606161917194,-1.3615154308347,0.778,0.867,1
"UROD",0.00994910266244501,-1.07265576642372,0.333,0.819,1
"MRPL52",0.00995413385485094,-0.84952796005241,0.556,0.895,1
"TMEM50A",0.0100356573324806,-1.08854544903358,0.889,0.962,1
"ZNF638",0.0100356573324806,1.34411026933421,1,0.952,1
"PCSK5",0.0100396965755841,3.67260280011359,0.444,0.133,1
"SNX9",0.0100468830209513,-1.1138065539392,0.111,0.543,1
"CIAO2B",0.010152594682867,-1.33435683304258,0.556,0.781,1
"PHLPP2",0.0101565393732219,2.55262689189605,0.667,0.324,1
"EIF3G",0.0101793352686788,-0.146908749309365,0.667,0.952,1
"DCUN1D4",0.0102020878938551,-2.10615582894504,0.556,0.743,1
"TMEM109",0.0102827377457228,-0.716009598185743,0.222,0.714,1
"PCMT1",0.0103035498310017,-1.60445949890304,0.778,0.905,1
"DCK",0.010329174193958,-0.25968366588491,0.222,0.705,1
"NRDE2",0.0103292084921761,1.8111663930194,0.889,0.924,1
"LATS1",0.0103423589223103,-1.22094738948578,0.556,0.981,1
"DNTT",0.0103487838391589,5.43773096107692,0.333,0.076,1
"AC011288.2",0.010363002037095,2.48386301903532,0.778,0.333,1
"RP11-289H16.1",0.010428418261063,0.698736609522067,0,0.467,1
"BHLHE40",0.010428418261063,2.10476759088953,0.778,0.4,1
"RP11-509A17.4",0.0104489522388384,3.3058818143721,0.444,0.124,1
"DHPS",0.0104669233244424,-0.952632776543129,0.556,0.781,1
"ZNF514",0.0105071094496333,-0.343378487617557,0.111,0.6,1
"ICAM1",0.0105305443653108,4.25567846970619,0.444,0.133,1
"GTSF1",0.0105364610405122,-1.32160381399162,0.667,0.867,1
"PRNP",0.0105504753850857,2.99450100798787,0.778,0.371,1
"NDUFA6",0.0106077403925827,-1.32073266650342,0.889,0.886,1
"SELENOF",0.0106646768515546,-0.806589739310082,1,0.971,1
"GINM1",0.0106651519370893,0.998347303213009,1,0.981,1
"UBL7",0.0107131088942617,-0.935801173960909,0.333,0.714,1
"GAREM2",0.0107131088942617,0.459142355873513,1,0.657,1
"CCNE1",0.0107722397479846,-1.43829142538981,0.111,0.533,1
"PSMD10",0.0107722397479846,-0.494727317101435,0.111,0.533,1
"ADI1",0.010777036913815,-1.10686518158367,0.556,0.848,1
"BTBD11",0.010795996834774,1.44019878638286,0.889,0.6,1
"ZPBP",0.0108514935209218,0.884043385370195,0.889,0.448,1
"TMEM167A",0.0108596725889756,-1.35484664151157,0.778,0.857,1
"GMCL1",0.0109178908093458,-1.48174168216762,0.778,0.886,1
"MRPL34",0.0109285502181997,-0.720078049018399,0.222,0.762,1
"WASHC3",0.0109285502181997,-1.58262989488786,0.444,0.743,1
"RP11-475C16.2",0.010976676877308,3.51450585180253,0.333,0.076,1
"TMEM59",0.0109882402365674,-1.05061465420422,0.889,0.962,1
"ZFR",0.0109908319078699,-1.07388649647332,0.778,0.99,1
"SMOX",0.011042624831117,2.49357103150206,0.444,0.133,1
"EDA",0.011042624831117,3.89570824332426,0.444,0.133,1
"REXO2",0.0110592224526355,-1.12231626398371,0.222,0.6,1
"BCL2L12",0.0112157524320364,-0.741342039451235,0.222,0.724,1
"EIPR1",0.0112338796655655,-0.572011522533283,0.444,0.905,1
"APEX1",0.0112791440830576,-1.22640104045786,0.778,0.905,1
"PLCG2",0.011290060062313,2.25479096187514,1,0.895,1
"USP38",0.011291655444074,-1.23263645215003,0.333,0.657,1
"IL12A-AS1",0.0113125693412059,-1.70657951160883,0.778,0.943,1
"N4BP2",0.0113231692764182,-1.29635315849821,1,0.952,1
"VAV3",0.0113264827183435,-0.88810007415403,1,1,1
"KANSL1",0.0113264827183435,0.853399406785821,1,1,1
"ILF3",0.0113264827183435,0.806566421010904,1,1,1
"YIF1B",0.0113300215028171,0.363908693334199,0.444,0.771,1
"TMEM79",0.0113539055759283,2.08096138939692,0.444,0.114,1
"WDCP",0.0113539055759283,1.91583775738269,0.444,0.114,1
"SNHG30",0.0113712298705434,-1.01167346942027,0.222,0.695,1
"SLC1A5",0.0113878949112859,-0.382263537749281,0.333,0.714,1
"TPP1",0.0114283624824495,-1.08898019042911,0.444,0.762,1
"YIF1A",0.0114835336408319,-0.950680409071644,0.222,0.657,1
"MAP3K10",0.0115142582171653,3.13256164687369,0.444,0.124,1
"SIRPB2",0.0115142582171653,0.525104636715249,0.444,0.124,1
"NEK9",0.011571661850319,-1.39239170416884,0.444,0.781,1
"PSMB8",0.0116089216366663,-1.22344318121752,0.556,0.914,1
"QTRT2",0.011611945557388,-1.48098822433553,0.444,0.743,1
"ZNF394",0.011622108427794,1.75429532999312,1,0.886,1
"PFKFB3",0.0116224806008244,1.92260966716183,1,0.648,1
"GLRX",0.0116224806008244,-1.64365060415855,0.444,0.695,1
"PMFBP1",0.0116305162755453,-1.7349932599305,0.111,0.562,1
"NOXA1",0.0116381954609345,3.19554355908025,0.333,0.076,1
"PHACTR3",0.0116381954609345,3.25054328279517,0.333,0.076,1
"TMEM273",0.0116561859351086,0.542537812408333,0,0.457,1
"NXT2",0.0116561859351086,0.191526470480714,0,0.457,1
"UBXN1",0.0116610334408641,-1.2722857759856,0.889,0.943,1
"LINC01572",0.0116645905043258,0.874735718062403,1,0.943,1
"KIAA0232",0.0116688257667527,0.979344905015685,1,0.962,1
"NCOA3",0.01166984233697,-1.40985806549735,1,0.971,1
"DNAJC7",0.0116703506376442,1.53565058405921,1,0.981,1
"STK17B",0.0116705200735082,1.26316780900822,1,0.99,1
"RFX8",0.0116731789824442,1.72526779532674,0.889,0.524,1
"PDCD11",0.0116965559778666,-1.07062045822335,0.444,0.8,1
"PSMG1",0.0116965559778666,-1.44540467993701,0.444,0.8,1
"LYRM1",0.0117783832661979,-1.25046144487922,0.444,0.762,1
"QDPR",0.011788611093555,-1.05231032067926,0.333,0.752,1
"LAMTOR2",0.0118041325099616,-0.829055919226222,0.444,0.819,1
"AP3S1",0.0118177357448696,-1.32850036353789,0.889,0.914,1
"COPRS",0.011846762878695,-1.01777995712469,0.222,0.629,1
"ANO3",0.0118509595516718,3.13246927884308,0.667,0.229,1
"MCRIP1",0.0118828096339112,1.51023746387756,1,0.838,1
"SUGT1",0.0118828096339112,-1.13060043803236,0.778,0.857,1
"SNHG15",0.0119269574610073,-1.4451751782035,1,0.857,1
"ISOC2",0.0120033549889195,1.03136415631355,0.111,0.562,1
"CYTOR",0.0120140962689723,-0.998817716851155,0.667,0.962,1
"PSME2",0.0120203317605536,-1.1873250825042,0.889,0.962,1
"NIPSNAP2",0.0120220641084744,1.47787695153225,1,0.962,1
"UBE2H",0.0120220641084744,1.20823417529474,1,0.962,1
"CAB39",0.0120237965724391,-1.20939116864651,1,1,1
"AFF1",0.0120237965724391,-0.95067051735984,1,1,1
"SREK1",0.0120237965724391,1.17119167895769,1,1,1
"KMT2C",0.0120237965724391,0.635593329694061,1,1,1
"RNF126",0.0120304064142339,-0.852954664674911,0.667,0.81,1
"CARF",0.0120307644333943,-0.870028569820407,0.111,0.638,1
"NCBP2AS2",0.012074657371173,-1.20987082387129,0.556,0.829,1
"SLC19A1",0.0120940506975599,-0.455768975426835,0.111,0.552,1
"LINC01591",0.0121335928661984,3.35220302043491,0.444,0.133,1
"RBPMS",0.0121378794479765,-1.05692637245577,0.222,0.781,1
"RANBP3",0.012172042587281,-0.505984943051184,0.444,0.79,1
"CTSW",0.0121750749115492,-0.509856786096938,0.667,0.933,1
"ANKRD36B",0.0121750749115492,0.971702443899009,0.889,0.914,1
"NFIB",0.0122229472967579,3.3637118881803,0.333,0.067,1
"P2RX5",0.0122229472967579,3.11518091175927,0.333,0.067,1
"RCHY1",0.012223478080926,-0.566109951109201,0.222,0.638,1
"NAIP",0.0122875100293659,1.17953794381214,1,0.857,1
"COX7A2L",0.0123221219036179,-0.157174486157674,0.556,0.914,1
"PECAM1",0.0123221219036179,-1.66317674039323,0.667,0.905,1
"SH3GLB1",0.0123863431481019,0.919305486431127,1,0.981,1
"RIPOR2",0.0123863431481019,-1.18451749054216,1,0.981,1
"SET",0.012386520278745,-0.845312477172596,1,0.99,1
"MEIS1",0.012386520278745,-1.04700716251348,1,1,1
"CPNE7",0.0123867506990306,-1.53006694165045,0.111,0.562,1
"COX10",0.012457802904298,-1.35993128871447,0.333,0.686,1
"PEF1",0.0124813308959435,-1.43259228826417,0.111,0.552,1
"IFFO2",0.0124814451291581,1.23381803199376,0.889,0.81,1
"NCSTN",0.0125308512086238,-0.74138114276647,0.667,0.8,1
"RP11-143J12.3",0.0125528869485557,0.568752938515685,0.111,0.581,1
"IVD",0.0125532430199049,-1.26986810442045,0.556,0.857,1
"ATP5IF1",0.0125652232038778,-1.00353222512106,0.889,0.952,1
"FAM107B",0.0125832331121413,-0.987302435629169,0.222,0.619,1
"PIGB",0.0126599693974765,-0.22420324668476,0.222,0.724,1
"ARF6",0.0126930696425667,-0.619993013685834,0.667,0.905,1
"DCTN3",0.012718609480759,-1.45196742944334,0.556,0.81,1
"ABCG1",0.012753462168579,2.08578650745928,0.778,0.333,1
"HDGF",0.012757092025495,-0.82811280207236,1,0.962,1
"KHDRBS2",0.0127809536234159,-1.60664267043659,0.111,0.562,1
"CA1",0.0128312110053523,2.48668979127242,0.556,0.171,1
"CCDC59",0.0129088534906931,-1.03121549748035,0.667,0.8,1
"HDGFL3",0.0129305010972605,4.37518417128784,0.333,0.086,1
"ZFYVE16",0.0129859080455401,2.73050827104615,0.667,0.324,1
"RP11-537P24.1",0.0129892920083098,1.79585495490436,0.889,0.571,1
"RANGAP1",0.012990526709656,-1.06516399863627,0.556,0.876,1
"LRRC69",0.0130080324240847,-1.47722458713425,0,0.448,1
"RP11-481J13.1",0.0130681893808327,3.50842913136215,0.333,0.076,1
"RP11-142A5.1",0.0130681893808327,5.88027309397783,0.333,0.076,1
"ZNF584",0.0130697597766211,1.61093653581563,0.556,0.19,1
"SMYD2",0.0130794944336313,-0.772945081815088,0.333,0.771,1
"SETD1B",0.0130828015418666,-0.59641968888884,0.333,0.733,1
"PPP1CC",0.0130882740911675,-0.876030018785584,0.556,0.924,1
"NDUFB8",0.0131374574620167,-1.34723691353192,1,0.952,1
"WDR48",0.0131393080911426,1.34565740984446,1,0.962,1
"TMSB10",0.0131411588383378,-0.758345140424357,1,1,1
"CELF2",0.0131411588383378,-0.662936079402247,1,1,1
"EXD3",0.0131514893644069,0.233357469663176,0.222,0.571,1
"KATNAL1",0.0131613279215148,-1.05837979754801,0.333,0.781,1
"NFU1",0.0131613279215148,-1.37350064990998,0.444,0.771,1
"BAD",0.0131771688214999,-0.895188095126874,0.444,0.686,1
"BSG",0.0132829876055573,-1.06345041753445,0.778,0.829,1
"NAA80",0.0133194760553431,-0.695027695503693,0.222,0.6,1
"MPND",0.0133803729489567,0.195393085953262,0.111,0.543,1
"SMARCD1",0.0133847095316961,-1.39998765331971,0.444,0.752,1
"BLCAP",0.0134355575176042,-0.865663618345855,0.444,0.781,1
"SETDB2",0.0134789670165141,-0.801397991056081,0.333,0.733,1
"PHPT1",0.0134919225054214,-1.59453150142817,0.667,0.924,1
"KMT2A",0.0135176225952889,0.677634453941804,1,0.924,1
"SEPTIN11",0.0135327505541282,-1.27236180313356,0.778,0.99,1
"PILRB",0.0135327505541282,-0.708489463731718,0.889,0.981,1
"PHF20",0.0135327505541282,1.02652723353379,1,0.971,1
"KIF2A",0.013533507151465,0.894023478699166,1,0.99,1
"RFWD3",0.013533507151465,1.14959702387194,1,0.99,1
"CHST11",0.013533507151465,0.540448548802805,1,1,1
"CASK",0.0135392272197301,2.02830836391613,0.778,0.352,1
"ZNF704",0.0135464963112728,5.02509232293317,0.556,0.238,1
"EBNA1BP2",0.0135474077502416,-1.38520613400844,0.556,0.819,1
"RAB4A",0.0135750952763745,-1.40718580709125,0.444,0.8,1
"C6orf89",0.0136353380188023,-0.619043493175044,0.222,0.695,1
"SOCS5",0.013678112693993,1.71320339249845,0.778,0.362,1
"GSDMD",0.0137494349013177,-1.34593071800609,0.778,0.848,1
"ELK1",0.0137751951540176,-0.505211237866708,0.111,0.581,1
"WASH6P",0.013828115799753,-1.0055474278207,0.556,0.895,1
"FES",0.0138483473537904,-1.05792501353472,0.556,0.905,1
"RER1",0.0138483473537904,-0.979080573361776,0.778,0.886,1
"MXD1",0.0138809381990215,1.992470586937,1,0.886,1
"ATOX1",0.0139199376883664,-1.01814030283894,0.778,0.943,1
"CMIP",0.0139199376883664,1.15818995544396,1,0.924,1
"UQCRFS1",0.0139294052987513,-1.12866104466239,0.778,0.962,1
"FBL",0.0139323041193134,-0.989595352447665,0.778,0.971,1
"UBAP1",0.0139323041193134,1.6168034640183,1,0.952,1
"RP11-525K10.3",0.0139492738539345,3.1289634221242,0.444,0.133,1
"SYNE3",0.0139521186541856,-1.26707082027937,0.556,0.819,1
"FAM32A",0.0139521186541856,-1.15216724302731,0.556,0.819,1
"TRIM16",0.0139684486487496,-1.79914972581941,0.333,0.657,1
"FAM110C",0.0139874322718114,3.57582500888221,0.222,0.038,1
"NBAT1",0.0139874322718114,4.21164042094989,0.222,0.038,1
"RP11-973H7.3",0.0139874322718114,4.24955238417054,0.222,0.038,1
"KCNG2",0.0139874322718114,6.58911155989439,0.222,0.038,1
"CRLF2",0.0139874322718114,3.67602534465304,0.222,0.038,1
"WDR18",0.0140015049236862,-1.03499283396905,0.556,0.829,1
"MTX1",0.0141020843090198,-0.648527138402418,0.333,0.752,1
"SLC7A6OS",0.0141188922266773,-0.49749578000752,0.222,0.81,1
"ANP32A",0.0141394852796437,-0.902669023038234,0.889,0.971,1
"CENPT",0.0142011329565697,1.99322906831488,0.778,0.724,1
"SLC2A1",0.014205793738597,0.665953469500201,0.111,0.667,1
"FGD4",0.0142282258169989,-1.55407923038309,0.222,0.629,1
"MTCH2",0.0143256818189826,-1.05522433079072,0.778,0.933,1
"ABI1",0.0143454222632972,1.57351196188179,1,0.952,1
"CEP192",0.0143454222632972,0.795432642302605,1,0.952,1
"USP36",0.0143491743020382,0.931378696546547,1,0.981,1
"ZBTB44-DT",0.0144361878294158,2.31894704874677,0.333,0.086,1
"PSMB10",0.0144692970437699,-1.23669229737944,0.667,0.895,1
"JAM3",0.0144942946188131,-0.435464856613292,0,0.438,1
"SOCS2-AS1",0.0144942946188131,-1.18334022304117,0,0.438,1
"CREB1",0.0145029564361465,-0.748022081623185,0.667,0.914,1
"RNF7",0.0145060758645095,-1.19510868748888,0.556,0.848,1
"PCBD1",0.0145243684933365,-0.456898664003447,0.333,0.752,1
"DUXAP8",0.01460911213318,-1.65408803253348,0.667,0.867,1
"RGCC",0.014629464163216,1.96483518340097,0.889,0.552,1
"LIN28B-AS1",0.0146514267331485,3.47168348164167,0.333,0.076,1
"RP11-13N12.1",0.0146514267331485,3.74742520328056,0.333,0.076,1
"OR11G2",0.0146514267331485,3.30744796485764,0.333,0.076,1
"ACOT7",0.0146605489988243,-1.42935385713195,0.667,0.886,1
"JUNB",0.0147289858327533,1.58576024149462,1,0.895,1
"DRAM1",0.0147400695853735,1.16529215303341,1,0.905,1
"TBCA",0.0147491408188012,-0.73081216508695,0.778,0.933,1
"PPP1CB",0.0147662820192749,1.5245421602337,1,0.943,1
"FNDC3B",0.0147733426867864,0.959473563335242,1,1,1
"TRIM14",0.0147936797754079,-0.427725983284537,0.556,0.819,1
"ULK3",0.0148296898299646,-0.513349403950045,0.333,0.657,1
"CLIC4",0.0148859273866289,2.265045568855,0.778,0.581,1
"BRMS1",0.0148935678629951,-0.301653831578975,0.333,0.79,1
"ISG20L2",0.0148935678629951,-1.50783802882028,0.556,0.771,1
"H2BC4",0.0148982827323095,2.18318265033126,0.667,0.324,1
"AIMP1",0.0149352910524846,-0.760289862612459,0.556,0.848,1
"FAM98B",0.0149381770338761,-0.965844207607861,0.444,0.762,1
"ATP13A2",0.0149423713146957,-0.510178138030096,0.222,0.581,1
"ERLIN1",0.0150405512561501,-1.3223488871448,0.444,0.886,1
"CBX1",0.0150672748079271,-0.799731779576321,0.333,0.695,1
"MIR217HG",0.0150809048554589,5.5593467140242,0.222,0.038,1
"AC005618.10",0.0150809048554589,4.90888950072355,0.222,0.038,1
"RP11-310E22.7",0.0150809048554589,4.67072528756262,0.222,0.038,1
"CCDC196",0.0150809048554589,3.56737525290889,0.222,0.038,1
"MRPL4",0.0150930962258776,-0.455524316610015,0.667,0.886,1
"METRNL",0.0151806075589078,1.77745033070791,0.667,0.286,1
"IFT57",0.0152886521317201,-0.954943652436043,0.667,0.876,1
"DUSP5-DT",0.0153244863548996,2.61361508272882,0.444,0.162,1
"TMEM185B",0.0153297960350291,-0.903025165959232,0.111,0.524,1
"PTPN9",0.0153353596851969,-1.26448675087678,0.667,0.895,1
"SPHKAP",0.0155046904215362,3.28979266640568,0.333,0.076,1
"CYB561A3",0.0155054923201119,-0.5531608383429,0.222,0.6,1
"UBTF",0.0156082476847986,-1.15291041698475,0.667,0.924,1
"NOMO1",0.0156292183161085,-1.05446219930097,0.444,0.743,1
"LYRM4",0.0156292754408746,-1.10550466227401,0.778,0.933,1
"ROMO1",0.0156292754408746,-0.856753587300402,0.889,0.924,1
"SPOPL",0.0156503153173172,1.20946643425421,0.889,0.962,1
"CYTH4",0.0156796584452417,-1.08945129556286,0.556,0.819,1
"DUSP23",0.0157443079057701,-1.33147514251142,0.333,0.743,1
"DNPH1",0.0157878507776104,-0.807335823338793,0.333,0.79,1
"ELOVL6",0.0157914284431312,-2.12086789967649,0.333,0.638,1
"MOB2",0.0159389792384838,-1.5457891601828,0.111,0.505,1
"MED21",0.0159448952493528,1.48057247962626,1,0.752,1
"SUCLA2",0.0159663291396519,-1.52275308981708,0.778,0.867,1
"PRPS1",0.0160151212561068,-0.925097074752286,0.444,0.81,1
"HSPA1B",0.0160323678185097,-1.31302797232821,0.222,0.619,1
"RP11-410D17.2",0.0160407121309616,3.15405311208954,0.444,0.124,1
"ZFYVE19",0.0160417390872758,-0.84310246327889,0.222,0.629,1
"MDH2",0.0160649529377148,-1.32632670173496,0.889,0.905,1
"INTS2",0.0160861246080659,-1.09711614360876,0.333,0.733,1
"ERBIN",0.0161046894818519,-1.20283748737148,1,0.943,1
"SEC31A",0.0161100624756036,1.22260489010575,1,0.962,1
"LPCAT2",0.0161113521070832,-1.23317933706552,0.889,0.981,1
"RPL24",0.0161122118856976,-0.941254496643421,1,1,1
"MT-ND5",0.0161122118856976,-0.879337072685141,1,1,1
"POLL",0.016125979886867,-0.119192332222948,0,0.429,1
"ERP27",0.016125979886867,-0.375538723939226,0,0.429,1
"ADGRG3",0.016125979886867,-1.01820809970024,0,0.429,1
"PDCL3",0.0162092946289896,-1.04272303076851,0.333,0.657,1
"RABGAP1L-AS1",0.0162489766373946,3.72734860730011,0.222,0.038,1
"AC002066.1",0.0162489766373946,4.72410111476225,0.222,0.038,1
"LINC01498",0.0162489766373946,4.30055410754695,0.222,0.038,1
"RP11-527N12.2",0.0162489766373946,3.5024077551471,0.222,0.038,1
"NEK6",0.0162666611039442,-1.39847566877146,0.333,0.638,1
"H2AC6",0.016291256502796,1.22569374100738,0.889,0.514,1
"METTL7A",0.0163139752733971,-0.912142027584988,0.444,0.819,1
"RHOG",0.0163378339885651,-0.991675918421908,0.889,0.952,1
"SGCD",0.0163397154437125,5.30422321919941,0.556,0.238,1
"FOXO1",0.0163819940723207,2.72779499192906,0.667,0.238,1
"PPP1R16A",0.0163834591712653,-0.648683918621843,0.111,0.514,1
"PTPDC1",0.0164380100116355,4.84545874942606,0.333,0.095,1
"GALNT10",0.0165612862006089,-0.820959186303002,0.333,0.733,1
"ATP5MK",0.0165772304490752,-0.83066049303056,0.889,0.962,1
"PSMB3",0.0165772304490752,-1.11319848409721,1,0.952,1
"COX8A",0.0165807418445938,-0.917226553277234,1,0.971,1
"GSTP1",0.0165814002659647,-0.809088388716187,1,0.981,1
"SCFD1",0.0165814002659647,0.662085802784073,1,0.981,1
"RPN2",0.0165816197421908,-0.827999977564066,1,1,1
"LGALS1",0.0165816197421908,-1.25283343210917,1,1,1
"CWC27",0.0166513042030694,-1.08797567823887,0.444,0.8,1
"GTF3C5",0.0167200185253648,-1.44623049031231,0.667,0.895,1
"BCL11A",0.0167574206350258,-0.413555715404181,0.667,0.914,1
"TP53I13",0.0167660611963874,-0.700551994751996,0.556,0.848,1
"WAS",0.0167817893138493,-0.201939595465265,0.444,0.762,1
"TRAK2",0.0167897805748034,-1.67131135299684,0.222,0.571,1
"MRPL55",0.0168138654015368,-1.25292210087105,0.556,0.781,1
"FHL1",0.0168611024432247,-0.722091939784602,0.222,0.581,1
"GOLGA8N",0.0168805589039638,-0.470466233460342,0.556,0.876,1
"AC012358.8",0.0168939795582871,-0.547780013695219,0.222,0.676,1
"KLHL42",0.0169092259932835,0.999150040477637,0.444,0.838,1
"AE000661.37",0.0169092259932835,-1.02770198680701,0.444,0.838,1
"C1orf162",0.0169635651632236,-0.685237312247284,0.111,0.61,1
"RP11-426A21.2",0.0169846569740874,2.86562104957973,0.333,0.086,1
"RP11-464F9.20",0.0169846569740874,3.31885682641832,0.333,0.086,1
"RP11-563P16.1",0.0169846569740874,3.54443499077553,0.333,0.086,1
"SCARF2",0.0169846569740874,3.1848609823888,0.333,0.086,1
"TRIM4",0.0169954529967827,-0.918844780803697,0.222,0.61,1
"CUEDC2",0.0169989603878172,-0.888417778326153,0.778,0.905,1
"TMEM134",0.0170000358392366,-0.496580343724746,0.111,0.552,1
"CASP1",0.0170257409076689,-0.190801426523308,0.333,0.771,1
"JTB",0.0170504491369182,-0.987208307002313,0.778,0.952,1
"CEP57",0.0170504491369182,1.38587496086383,0.889,0.943,1
"TNPO1",0.0170627712379426,0.591158173648533,1,0.981,1
"PPIA",0.0170629953103237,-0.932369302186784,1,1,1
"CHMP2B",0.0170857461829464,-1.20312150080953,0.333,0.676,1
"ARRDC1",0.0170857461829464,-0.691635266147191,0.333,0.676,1
"LMAN1",0.0170894463513799,-0.97561020848398,0.444,0.876,1
"FKBP4",0.0170894463513799,-1.34720685524335,0.667,0.857,1
"POP5",0.017106862497771,-1.14948907074754,0.333,0.705,1
"CIAO2A",0.0171373760071223,-1.07334093015549,0.444,0.8,1
"SNRNP25",0.0172727987522044,-1.14784510515238,0.444,0.762,1
"PDLIM5",0.017279790877532,-0.65087988142018,0.444,0.819,1
"PML",0.0173044491912716,-0.741585035840262,0.556,0.781,1
"CLASP1-AS1",0.0173179448024558,2.27816549051731,0.667,0.276,1
"DECR1",0.0173703487932658,-0.739294753349489,0.444,0.886,1
"AGK",0.0174091884282482,-1.08997686578594,0.333,0.724,1
"ZNF776",0.0174756456528375,-0.890171452463571,0.222,0.6,1
"C1orf189",0.017495817206273,3.11512561187392,0.222,0.038,1
"NIPAL1",0.017495817206273,3.30899460043356,0.222,0.038,1
"SLC1A6",0.017495817206273,3.51845391915973,0.222,0.038,1
"CASC20",0.017495817206273,4.72342769754355,0.222,0.038,1
"PIGT",0.0175291497281066,-0.950300426847783,0.778,0.933,1
"TCP1",0.0175556742722962,-0.373407339231021,0.778,0.99,1
"IMMP1L",0.0175926433231988,-0.428271191641099,0.333,0.838,1
"GZF1",0.0176089266793797,1.25529734227539,0.556,0.181,1
"RNASEH2C",0.0176511881453267,-1.40210898794377,0.667,0.876,1
"TSTD3",0.0176561387943247,-0.68551999240708,0.111,0.543,1
"DENND10",0.0177045771281883,-1.58947710623322,0.667,0.829,1
"AGBL5",0.0177406328933374,-1.00040132683054,0.222,0.562,1
"TMX1",0.0177532337791123,-0.633715921149893,0.556,0.848,1
"KIAA0100",0.0177973034650982,-1.23605548934881,0.778,0.838,1
"PUF60",0.0177999598625402,-0.810638648792006,0.889,0.952,1
"SLC39A3",0.0179041830133444,-0.723732710890065,0.556,0.886,1
"MTLN",0.017914799145029,-0.361495552355737,0,0.419,1
"P2RY1",0.017914799145029,0.340625234667137,0,0.419,1
"OPA1-AS1",0.017914799145029,-0.10815572440063,0,0.419,1
"RP11-10K16.1",0.017914799145029,0.169528618990272,0,0.419,1
"ALKBH4",0.017914799145029,-1.24082276773665,0,0.419,1
"MS4A7",0.017914799145029,-0.15279695702562,0,0.419,1
"PLSCR3",0.017914799145029,0.441216317664151,0,0.419,1
"TMEM147-AS1",0.017914799145029,0.129359300849786,0,0.419,1
"RP11-296E23.1",0.0179178158051139,3.51936013965131,0.333,0.086,1
"KCTD1",0.0179178158051139,5.11969843959326,0.333,0.086,1
"HPN-AS1",0.0179178158051139,3.44335366435818,0.333,0.086,1
"SNAP23",0.0179190552144212,-0.36417831000188,0.333,0.724,1
"FAM210A",0.0179567433686437,-1.40890336787311,0.333,0.695,1
"RPS6KA3",0.0180617218205983,-0.761544937796502,0.778,0.99,1
"SCAF8",0.0180626556711267,0.827381174556415,1,0.99,1
"RPL15",0.0180626556711267,-0.946627356499174,1,1,1
"ARFGEF2",0.0180626556711267,0.636398998360812,1,1,1
"GNPNAT1",0.0180915193627411,-0.272669861102185,0.111,0.495,1
"CTD-2535I10.1",0.0180981413006005,2.9458590119014,0.444,0.143,1
"PAK1",0.0181469903030742,-0.98010105838653,0.444,0.8,1
"KNOP1",0.0182331326240274,-0.913239342728791,0.333,0.79,1
"EVL",0.0182927465149169,-1.49568449350271,0.444,0.762,1
"FBXL5",0.0183006390830941,-1.1602764624843,0.889,0.933,1
"SAYSD1",0.0183068570391869,2.50101603360573,0.556,0.2,1
"MT2A",0.0183106336332419,-1.62236694526029,0.667,0.848,1
"SELENOW",0.0183106336332419,-1.17686154688475,0.778,0.838,1
"LINC02775",0.0183323608043111,3.49690923279465,0.333,0.076,1
"LINC01392",0.0183323608043111,3.44293850051683,0.333,0.076,1
"KLC4",0.0184315667661754,-0.455884624168173,0.111,0.524,1
"CACNA2D4",0.0184369869490958,-0.202170335825162,0.222,0.676,1
"KLHL12",0.0184388822809208,-1.09214710106382,0.222,0.581,1
"GSS",0.0184419564983127,-0.500638121013894,0.222,0.733,1
"TSTD1",0.0184852925620295,-1.31182845147224,0.444,0.81,1
"ODC1",0.0185290647968464,-1.11980679025111,0.667,0.924,1
"TSPAN2",0.0185326525139487,-1.12415608337597,0.222,0.657,1
"EEA1",0.018555828083714,-1.34975685744607,0.333,0.771,1
"ZMPSTE24",0.018555828083714,-1.75151986996518,0.556,0.752,1
"PLIN3",0.0185614429691821,-0.933514265657357,0.778,0.943,1
"CCDC122",0.0185646905732826,3.29534226305248,0.667,0.276,1
"STAT5A",0.0185681118804733,-0.925086421630006,0.778,0.952,1
"PRPF19",0.0185681118804733,-1.1658825667797,0.889,0.943,1
"SIK3",0.0185814525871132,0.817834995232829,1,0.99,1
