Subset,Detail
LMPP,FBXO44
LMPP,AGTRAP
LMPP,MIIP
LMPP,TNFRSF1B
LMPP,PLEKHM2
LMPP,FBLIM1
LMPP,UQCRHL
LMPP,SPEN
LMPP,ZBTB17
LMPP,RP4-733M16.8
LMPP,FBXO42
LMPP,SPATA21
LMPP,RCC2
LMPP,UBR4
LMPP,AKR7A2
LMPP,SLC66A1
LMPP,OTUD3
LMPP,ECE1
LMPP,HSPG2
LMPP,CDC42-IT1
LMPP,ZNF436-AS1
LMPP,FUCA1
LMPP,STPG1
LMPP,SYF2
LMPP,MACO1
LMPP,LDLRAP1
LMPP,MTFR1L
LMPP,AUNIP
LMPP,PAFAH2
LMPP,DHDDS-AS1
LMPP,ARID1A
LMPP,SLC9A1
LMPP,WDTC1
LMPP,RP4-752I6.1
LMPP,FGR
LMPP,IFI6
LMPP,STX12
LMPP,SESN2
LMPP,PHACTR4
LMPP,GMEB1
LMPP,EPB41
LMPP,TMEM39B
LMPP,KPNA6
LMPP,TMEM234
LMPP,EIF3I
LMPP,BSDC1
LMPP,ZMYM6
LMPP,SFPQ
LMPP,KIAA0319L
LMPP,AGO3
LMPP,SH3D21
LMPP,MRPS15
LMPP,C1orf109
LMPP,MYCBP
LMPP,AKIRIN1
LMPP,NDUFS5
LMPP,MACF1
LMPP,RP11-420K8.1
LMPP,PPIE
LMPP,RP1-118J21.27
LMPP,CAP1
LMPP,RLF
LMPP,RP11-656D10.3
LMPP,RIMS3
LMPP,SLFNL1-AS1
LMPP,RP5-994D16.13
LMPP,MED8
LMPP,KDM4A-AS1
LMPP,RP11-7O11.9
LMPP,RP11-7O11.3
LMPP,EIF2B3
LMPP,HECTD3
LMPP,HPDL
LMPP,MUTYH
LMPP,TOE1
LMPP,TESK2
LMPP,CCDC163
LMPP,MMACHC
LMPP,CCDC17
LMPP,TMEM69
LMPP,IPP
LMPP,LRRC41
LMPP,UQCRH
LMPP,FAAH
LMPP,TRABD2B
LMPP,FAF1
LMPP,EPS15-AS1
LMPP,ORC1
LMPP,PRPF38A
LMPP,TUT4
LMPP,GPX7
LMPP,COA7
LMPP,SCP2
LMPP,CYB5RL
LMPP,MROH7
LMPP,PLPP3
LMPP,DAB1
LMPP,RP11-63G10.4
LMPP,KANK4
LMPP,ATG4C
LMPP,ITGB3BP
LMPP,DLEU2L
LMPP,MIER1
LMPP,LRRC40
LMPP,SRSF11
LMPP,ZRANB2
LMPP,ZRANB2-AS2
LMPP,RP4-660H19.2
LMPP,FPGT
LMPP,CRYZ
LMPP,DNAJB4
LMPP,GIPC2
LMPP,PTGFR
LMPP,LINC01362
LMPP,SAMD13
LMPP,C1orf52
LMPP,PKN2
LMPP,GBP2
LMPP,GBP5
LMPP,LRRC8B
LMPP,RPAP2
LMPP,RPL5
LMPP,DIPK1A
LMPP,TMED5
LMPP,ALG14
LMPP,PTBP2
LMPP,AGL
LMPP,RP11-305E17.8
LMPP,RTCA-AS1
LMPP,CDC14A
LMPP,EXTL2
LMPP,PRMT6
LMPP,SARS1
LMPP,CYB561D1
LMPP,GNAI3
LMPP,GSTM3
LMPP,AHCYL1
LMPP,RBM15-AS1
LMPP,SLC16A4
LMPP,RP5-1074L1.4
LMPP,LAMTOR5
LMPP,KCNA2
LMPP,DENND2D
LMPP,ATP5PB
LMPP,RAP1A
LMPP,LRIG2-DT
LMPP,PHTF1
LMPP,RP5-1073O3.2
LMPP,DCLRE1B
LMPP,CSDE1
LMPP,ATP1A1
LMPP,RP5-1086K13.1
LMPP,CD58
LMPP,MAN1A2
LMPP,WARS2
LMPP,NOTCH2
LMPP,LINC00623
LMPP,LINC02798
LMPP,LINC02802
LMPP,CH17-373J23.1
LMPP,NBPF20
LMPP,PDZK1
LMPP,NUDT17
LMPP,LINC00624
LMPP,BCL9
LMPP,LINC01138
LMPP,NUDT4B
LMPP,CH17-189H20.1
LMPP,NOTCH2NLC
LMPP,NBPF19
LMPP,H2BC18
LMPP,H2AC19
LMPP,CTSS
LMPP,PRUNE1
LMPP,C1orf56
LMPP,PI4KB
LMPP,PSMB4
LMPP,POGZ
LMPP,FLG-AS1
LMPP,S100A13
LMPP,S100A1
LMPP,SNAPIN
LMPP,GATAD2B
LMPP,RP11-422P24.11
LMPP,NUP210L
LMPP,TPM3
LMPP,ADAR
LMPP,PYGO2
LMPP,SLC50A1
LMPP,TRIM46
LMPP,FAM189B
LMPP,ASH1L
LMPP,YY1AP1
LMPP,RP11-336K24.14
LMPP,SSR2
LMPP,LMNA
LMPP,SEMA4A
LMPP,BGLAP
LMPP,TMEM79
LMPP,GLMP
LMPP,GPATCH4
LMPP,ETV3
LMPP,PEA15
LMPP,PEX19
LMPP,PPOX
LMPP,RP11-122G18.14
LMPP,ATF6
LMPP,TADA1
LMPP,CREG1
LMPP,LINC00970
LMPP,C1orf112
LMPP,METTL18
LMPP,SCYL3
LMPP,FMO4
LMPP,PRRC2C
LMPP,EEF1AKNMT
LMPP,DNM3
LMPP,TNFSF4
LMPP,PRDX6
LMPP,RC3H1
LMPP,RABGAP1L
LMPP,RABGAP1L-IT1
LMPP,CACYBP
LMPP,COP1
LMPP,RP11-195C7.1
LMPP,SEC16B
LMPP,RP11-533E19.5
LMPP,CEP350
LMPP,LHX4
LMPP,LAMC1
LMPP,NCF2
LMPP,ODR4
LMPP,PTGS2
LMPP,RPS27AP5
LMPP,UCHL5
LMPP,CDC73
LMPP,CFH
LMPP,ASPM
LMPP,DENND1B
LMPP,RP11-448G4.4
LMPP,PTPRC
LMPP,LINC00862
LMPP,DDX59
LMPP,TMEM9
LMPP,NAV1
LMPP,ARL8A
LMPP,SNRPE
LMPP,PLEKHA6
LMPP,PIK3C2B
LMPP,MDM4
LMPP,RBBP5
LMPP,DSTYK
LMPP,CDK18
LMPP,MFSD4A
LMPP,SLC45A3
LMPP,NUCKS1
LMPP,RAB29
LMPP,LINC02767
LMPP,UTP25
LMPP,FLVCR1
LMPP,GPATCH2
LMPP,SPATA17
LMPP,EPRS1
LMPP,TAF1A
LMPP,SRP9
LMPP,EPHX1
LMPP,PYCR2
LMPP,ITPKB
LMPP,ITPKB-AS1
LMPP,JMJD4
LMPP,C1orf35
LMPP,GUK1
LMPP,CCSAP
LMPP,RP5-956O18.2
LMPP,TTC13
LMPP,ARV1
LMPP,C1orf131
LMPP,EXOC8
LMPP,DISC2
LMPP,NTPCR
LMPP,COA6-AS1
LMPP,IRF2BP2
LMPP,ARID4B
LMPP,RYR2
LMPP,RP11-136B18.2
LMPP,CHRM3
LMPP,CHRM3-AS2
LMPP,FH
LMPP,CEP170
LMPP,AKT3
LMPP,ZBTB18
LMPP,HNRNPU
LMPP,KIF26B
LMPP,RP11-83A16.1
LMPP,AHCTF1
LMPP,RP11-634B7.4
LMPP,OR2L5
LMPP,OR2L2
LMPP,OR2L3
LMPP,SH3BP5L
LMPP,ACP1
LMPP,EIPR1
LMPP,RNASEH1-AS1
LMPP,RP13-512J5.2
LMPP,RPS7
LMPP,NRIR
LMPP,RNF144A
LMPP,KIDINS220
LMPP,ITGB1BP1
LMPP,IAH1
LMPP,ADAM17
LMPP,RP11-549D18.1
LMPP,AC010880.1
LMPP,CYRIA
LMPP,GEN1
LMPP,LINC00954
LMPP,PUM2
LMPP,RP11-130L8.1
LMPP,ATAD2B
LMPP,UBXN2A
LMPP,ITSN2
LMPP,NCOA1
LMPP,GAREM2
LMPP,SLC35F6
LMPP,OST4
LMPP,KHK
LMPP,CGREF1
LMPP,PREB
LMPP,UCN
LMPP,AC097724.3
LMPP,SPDYA
LMPP,ALK
LMPP,EHD3
LMPP,DPY30
LMPP,SPAST
LMPP,BIRC6
LMPP,AL133243.1
LMPP,FEZ2
LMPP,RP11-423P10.2
LMPP,LINC00211
LMPP,RMDN2
LMPP,ATL2
LMPP,CDKL4
LMPP,MAP4K3
LMPP,TMEM178A
LMPP,EML4
LMPP,OXER1
LMPP,ZFP36L2
LMPP,PPM1B
LMPP,SLC3A1
LMPP,ATP6V1E2
LMPP,FBXO11
LMPP,CHAC2
LMPP,ERLEC1
LMPP,RTN4
LMPP,RPS27A
LMPP,PPP4R3B-DT
LMPP,RP11-103P16.1
LMPP,PUS10
LMPP,C2orf74
LMPP,CCT4
LMPP,AC107081.5
LMPP,B3GNT2
LMPP,TMEM17
LMPP,AC007098.1
LMPP,UGP2
LMPP,AFTPH
LMPP,SERTAD2
LMPP,LINC01800
LMPP,SLC1A4
LMPP,AC074391.1
LMPP,C1D
LMPP,GFPT1
LMPP,DGUOK
LMPP,BOLA3
LMPP,RTKN
LMPP,RP11-523H20.7
LMPP,AUP1
LMPP,LOXL3
LMPP,RP11-335E8.3
LMPP,RP11-617F9.2
LMPP,RNF181
LMPP,TMEM150A
LMPP,ST3GAL5
LMPP,AC015971.2
LMPP,RNF103
LMPP,KRCC1
LMPP,ITPRIPL1
LMPP,ARID5A
LMPP,SEMA4C
LMPP,FAM178B
LMPP,RP11-734K23.9
LMPP,AC159540.1
LMPP,ZAP70
LMPP,TMEM131
LMPP,TSGA10
LMPP,CNOT11
LMPP,MAP4K4
LMPP,MFSD9
LMPP,AC018878.3
LMPP,RGPD3
LMPP,RGPD4
LMPP,GCC2
LMPP,LIMS1
LMPP,RGPD5
LMPP,NPHP1
LMPP,BUB1
LMPP,ANAPC1
LMPP,RGPD8
LMPP,CHCHD5
LMPP,AC079922.3
LMPP,AC016745.3
LMPP,AC009303.1
LMPP,INSIG2
LMPP,C2orf76
LMPP,DBI
LMPP,EPB41L5
LMPP,RALB
LMPP,CLASP1
LMPP,NIFK-AS1
LMPP,CNTNAP5
LMPP,GYPC
LMPP,RP11-314L11.1
LMPP,MAP3K2
LMPP,MAP3K2-DT
LMPP,AC010976.2
LMPP,SFT2D3
LMPP,AMMECR1L
LMPP,RP11-395A13.2
LMPP,SAP130
LMPP,HS6ST1
LMPP,SMPD4
LMPP,MZT2B
LMPP,FAM168B
LMPP,PLEKHB2
LMPP,MGAT5
LMPP,CCNT2-AS1
LMPP,UBXN4
LMPP,AC092620.2
LMPP,LINC02631
LMPP,RP11-434H14.1
LMPP,EPC2
LMPP,NMI
LMPP,CTD-2021K4.2
LMPP,PRPF40A
LMPP,ACVR1
LMPP,DAPL1
LMPP,BAZ2B
LMPP,AC009506.1
LMPP,MARCHF7
LMPP,TANK-AS1
LMPP,TANK
LMPP,COBLL1
LMPP,TTC21B
LMPP,XIRP2
LMPP,LRP2
LMPP,PPIG
LMPP,PHOSPHO2
LMPP,METTL5
LMPP,DCAF17
LMPP,DYNC1I2
LMPP,RAPGEF4
LMPP,MAP3K20
LMPP,CHN1
LMPP,ATF2
LMPP,MTX2
LMPP,LINC01116
LMPP,AC074286.1
LMPP,CHROMR
LMPP,PRKRA
LMPP,PLEKHA3
LMPP,RP11-387P12.1
LMPP,SESTD1
LMPP,UBE2E3
LMPP,RP11-438L19.1
LMPP,RP11-341N18.1
LMPP,ZNF804A
LMPP,FSIP2-AS1
LMPP,RP11-335G13.1
LMPP,FAM171B
LMPP,TFPI
LMPP,SLC40A1
LMPP,AC093388.3
LMPP,AC006460.2
LMPP,LINC01821
LMPP,HSPD1
LMPP,MARS2
LMPP,SATB2
LMPP,LINC01877
LMPP,BZW1-AS1
LMPP,CLK1
LMPP,NIF3L1
LMPP,CFLAR-AS1
LMPP,FLACC1
LMPP,C2CD6
LMPP,NOP58
LMPP,RP11-686O6.3
LMPP,BMPR2
LMPP,FAM117B
LMPP,NBEAL1
LMPP,ABI2
LMPP,AC007383.3
LMPP,CCNYL1
LMPP,KANSL1L
LMPP,LANCL1-AS1
LMPP,AC079610.1
LMPP,ABCA12
LMPP,ATIC
LMPP,RPL37A
LMPP,SLC11A1
LMPP,CNOT9
LMPP,ZFAND2B
LMPP,ABCB6
LMPP,ATG9A
LMPP,DNAJB2
LMPP,SGPP2
LMPP,AP1S3
LMPP,MRPL44
LMPP,CUL3
LMPP,TRIP12
LMPP,AC009950.2
LMPP,ITM2C
LMPP,PSMD1
LMPP,PTMA
LMPP,AC105461.1
LMPP,GIGYF2
LMPP,INPP5D
LMPP,ATG16L1
LMPP,ARL4C
LMPP,COPS8
LMPP,ILKAP
LMPP,PER2
LMPP,UICLM
LMPP,MTERF4
LMPP,FARP2
LMPP,ATG4B
LMPP,ING5
LMPP,SUMF1
LMPP,RP11-399K19.1
LMPP,ITPR1
LMPP,EGOT
LMPP,BHLHE40
LMPP,AC027119.1
LMPP,AC026167.1
LMPP,RP11-157E16.1
LMPP,BRPF1
LMPP,ARPC4
LMPP,BRK1
LMPP,RP11-622I12.1
LMPP,RAF1
LMPP,IQSEC1
LMPP,CHCHD4
LMPP,NR2C2
LMPP,MRPS25
LMPP,CAPN7
LMPP,EAF1
LMPP,RP11-322M13.1
LMPP,KCNH8
LMPP,NR1D2
LMPP,RARB
LMPP,NGLY1
LMPP,NEK10
LMPP,CMTM7
LMPP,CMTM6
LMPP,DYNC1LI1
LMPP,LRRFIP2
LMPP,GOLGA4
LMPP,ITGA9
LMPP,PLCD1
LMPP,OXSR1
LMPP,XYLB
LMPP,SCN11A
LMPP,GORASP1
LMPP,RP11-331G2.9
LMPP,MYRIP
LMPP,EIF1B-AS1
LMPP,RPL14
LMPP,ULK4
LMPP,CCDC13
LMPP,ZKSCAN7
LMPP,ZKSCAN7-AS1
LMPP,ZNF502
LMPP,CDCP1
LMPP,CCR5AS
LMPP,CCRL2
LMPP,SETD2
LMPP,KLHL18
LMPP,MAP4
LMPP,CCDC51
LMPP,TMA7
LMPP,UQCRC1
LMPP,NCKIPSD
LMPP,ARIH2
LMPP,IMPDH2
LMPP,LAMB2
LMPP,USP4
LMPP,RHOA-IT1
LMPP,TCTA
LMPP,NICN1
LMPP,MST1
LMPP,GMPPB
LMPP,MON1A
LMPP,RBM5
LMPP,HYAL3
LMPP,HYAL2
LMPP,RASSF1
LMPP,CYB561D2
LMPP,LINC02019
LMPP,DOCK3
LMPP,DCAF1
LMPP,ABHD14A
LMPP,ACY1
LMPP,RPL29
LMPP,DUSP7
LMPP,TWF2
LMPP,GLYCTK
LMPP,PBRM1
LMPP,GNL3
LMPP,NEK4
LMPP,MUSTN1
LMPP,PRKCD
LMPP,TKT
LMPP,DCP1A
LMPP,SELENOK
LMPP,IL17RD
LMPP,ASB14
LMPP,SLMAP
LMPP,ABHD6
LMPP,RPP14
LMPP,ATXN7
LMPP,SLC25A26
LMPP,TMF1
LMPP,MDFIC2
LMPP,FOXP1-AS1
LMPP,FOXP1-IT1
LMPP,EIF4E3
LMPP,GXYLT2
LMPP,PPP4R2
LMPP,LINC02018
LMPP,LINC00960
LMPP,ROBO2
LMPP,LINC02008
LMPP,LINC00506
LMPP,ARL6
LMPP,TBC1D23
LMPP,IMPG2
LMPP,ZBTB11
LMPP,DUBR
LMPP,RP11-861A13.2
LMPP,HHLA2
LMPP,LINC00488
LMPP,PLCXD2
LMPP,SLC35A5
LMPP,RP11-572M11.4
LMPP,GRAMD1C
LMPP,ZDHHC23
LMPP,RP11-255E6.7
LMPP,ZBTB20-AS5
LMPP,ZBTB20-AS2
LMPP,B4GALT4-AS1
LMPP,ARHGAP31
LMPP,TMEM39A
LMPP,TIMMDC1
LMPP,ADPRH
LMPP,NR1I2
LMPP,NDUFB4
LMPP,RABL3
LMPP,HCLS1
LMPP,GOLGB1
LMPP,CD86
LMPP,WDR5B
LMPP,PARP15
LMPP,SLC49A4
LMPP,MYLK-AS1
LMPP,MYLK
LMPP,KALRN
LMPP,HEG1
LMPP,SNX4
LMPP,TPRA1
LMPP,RUVBL1
LMPP,EFCC1
LMPP,RAB43
LMPP,HMCES
LMPP,PLXND1
LMPP,ALG1L2
LMPP,ASTE1
LMPP,ACP3
LMPP,RYK
LMPP,RP11-731C17.2
LMPP,NMNAT3
LMPP,ZBTB38
LMPP,TFDP2
LMPP,GK5
LMPP,PLS1
LMPP,U2SURP
LMPP,RP11-91G21.1
LMPP,CPA3
LMPP,WWTR1
LMPP,ANKUB1
LMPP,P2RY14
LMPP,SUCNR1
LMPP,LINC02006
LMPP,RP11-439C8.1
LMPP,PLCH1
LMPP,C3orf33
LMPP,RP11-305K5.1
LMPP,LINC00886
LMPP,RP11-538P18.2
LMPP,MLF1
LMPP,LXN
LMPP,SCHIP1
LMPP,KPNA4
LMPP,LINC01322
LMPP,GPR160
LMPP,SLC7A14-AS1
LMPP,EIF5A2
LMPP,PLD1
LMPP,TNFSF10
LMPP,ECT2
LMPP,TBL1XR1
LMPP,KCNMB2-AS1
LMPP,PIK3CA
LMPP,DNAJC19
LMPP,ABCF3
LMPP,EEF1AKMT4
LMPP,VPS8
LMPP,SENP2
LMPP,IGF2BP2-AS1
LMPP,TRA2B
LMPP,LPP
LMPP,P3H2
LMPP,OPA1
LMPP,LINC00887
LMPP,AC046143.3
LMPP,ACAP2
LMPP,PPP1R2
LMPP,TNK2
LMPP,SLC51A
LMPP,TM4SF19-AS1
LMPP,UBXN7
LMPP,FBXO45
LMPP,PIGG
LMPP,ATP5ME
LMPP,PCGF3
LMPP,RP11-440L14.1
LMPP,GAK
LMPP,CTBP1
LMPP,FAM53A
LMPP,MXD4
LMPP,FAM193A
LMPP,HTT
LMPP,LYAR
LMPP,MAN2B2
LMPP,KIAA0232
LMPP,TBC1D14
LMPP,TRMT44
LMPP,RP11-1396O13.23
LMPP,RP11-747H12.9
LMPP,RP11-264E23.4
LMPP,ZNF518B
LMPP,CLNK
LMPP,BOD1L1
LMPP,CC2D2A
LMPP,BST1
LMPP,FAM184B
LMPP,NCAPG
LMPP,PACRGL
LMPP,KCNIP4
LMPP,DHX15
LMPP,CCDC149
LMPP,SEPSECS-AS1
LMPP,LINC02506
LMPP,TLR6
LMPP,KLHL5
LMPP,UGDH
LMPP,UGDH-AS1
LMPP,RP11-395I6.3
LMPP,RP11-395I6.4
LMPP,RBM47
LMPP,APBB2
LMPP,KCTD8
LMPP,RP11-700J17.2
LMPP,RP11-121C2.2
LMPP,NIPAL1
LMPP,SLAIN2
LMPP,LINC01618
LMPP,PAICS
LMPP,HOPX
LMPP,IGFBP7
LMPP,ADGRL3
LMPP,RP11-25H12.1
LMPP,CENPC
LMPP,CXCL3
LMPP,EREG
LMPP,AC142293.3
LMPP,G3BP2
LMPP,SCARB2
LMPP,FAM47E
LMPP,STBD1
LMPP,CCNI
LMPP,BMP2K
LMPP,ANTXR2
LMPP,PRKG2
LMPP,GPAT3
LMPP,PPM1K
LMPP,NAP1L5
LMPP,TIGD2
LMPP,GPRIN3
LMPP,RP11-323J4.1
LMPP,METAP1
LMPP,RP11-696N14.1
LMPP,PPP3CA
LMPP,UBE2D3
LMPP,UBE2D3-AS1
LMPP,TET2
LMPP,PPA2
LMPP,AIMP1
LMPP,CYP2U1-AS1
LMPP,CYP2U1
LMPP,ANK2
LMPP,PDE5A
LMPP,MAD2L1
LMPP,RP11-679C8.2
LMPP,BBS7
LMPP,LINC01091
LMPP,SCLT1
LMPP,RP11-745L13.2
LMPP,PCDH18
LMPP,LINC00499
LMPP,RP11-371F15.3
LMPP,NOCT
LMPP,ELF2
LMPP,NDUFC1
LMPP,SETD7
LMPP,SCOC-AS1
LMPP,IL15
LMPP,SMARCA5
LMPP,RP11-673E1.1
LMPP,ABCE1
LMPP,SH3D19
LMPP,FBXW7
LMPP,GUCY1B1
LMPP,CTSO
LMPP,PDGFC
LMPP,AADAT
LMPP,SAP30-DT
LMPP,FBXO8
LMPP,SPCS3-AS1
LMPP,RP11-313E19.2
LMPP,RP11-701P16.2
LMPP,CFAP97
LMPP,SNX25
LMPP,LRP2BP
LMPP,TLR3
LMPP,KLKB1
LMPP,FRG1-DT
LMPP,EXOC3-AS1
LMPP,TPPP
LMPP,ZDHHC11
LMPP,MRPL36
LMPP,SRD5A1
LMPP,ANKH
LMPP,FBXL7
LMPP,MYO10
LMPP,LINC02241
LMPP,CTD-2152M20.2
LMPP,GOLPH3
LMPP,GOLPH3-DT
LMPP,CTD-2203K17.1
LMPP,DNAJC21
LMPP,NIPBL
LMPP,WDR70
LMPP,RICTOR
LMPP,DAB2
LMPP,PTGER4
LMPP,C5orf51
LMPP,SELENOP
LMPP,ANXA2R
LMPP,ZNF131
LMPP,MRPS30-DT
LMPP,PARP8
LMPP,IL6ST
LMPP,CTD-2227I18.1
LMPP,AC008937.2
LMPP,GPBP1
LMPP,RP11-266N13.2
LMPP,ELOVL7
LMPP,SMIM15
LMPP,PPWD1
LMPP,NLN
LMPP,ERBIN
LMPP,AC025442.4
LMPP,MAST4-AS1
LMPP,CD180
LMPP,PIK3R1
LMPP,CCNB1
LMPP,BDP1
LMPP,PTCD2
LMPP,TNPO1
LMPP,ENC1
LMPP,CERT1
LMPP,ANKDD1B
LMPP,TBCA
LMPP,AP3B1
LMPP,SCAMP1
LMPP,LHFPL2
LMPP,HOMER1
LMPP,MTX3
LMPP,SSBP2
LMPP,RPS23
LMPP,LINC02488
LMPP,CETN3
LMPP,MBLAC2
LMPP,LUCAT1
LMPP,RP11-65F13.4
LMPP,RP11-549J18.1
LMPP,KIAA0825
LMPP,MCTP1
LMPP,SPATA9
LMPP,LIX1-AS1
LMPP,FER
LMPP,CAMK4
LMPP,STARD4-AS1
LMPP,SRP19
LMPP,CTC-339F2.2
LMPP,SEMA6A
LMPP,LINC02208
LMPP,DMXL1
LMPP,CTC-546K23.1
LMPP,SNX24
LMPP,ZNF608
LMPP,GRAMD2B
LMPP,C5orf63
LMPP,ISOC1
LMPP,CDC42SE2
LMPP,TH2LCRR
LMPP,UQCRQ
LMPP,AFF4
LMPP,PPP2CA
LMPP,FAM13B
LMPP,KDM3B
LMPP,MATR3
LMPP,SLC23A1
LMPP,PROB1
LMPP,CXXC5
LMPP,CTB-35F21.1
LMPP,APBB3
LMPP,SLC35A4
LMPP,TMCO6
LMPP,WDR55
LMPP,ZMAT2
LMPP,RELL2
LMPP,GNPDA1
LMPP,NR3C1
LMPP,CTB-57H20.1
LMPP,RBM27
LMPP,SH3TC2-DT
LMPP,ARHGEF37
LMPP,TIGD6
LMPP,PDGFRB
LMPP,RPS14
LMPP,RBM22
LMPP,DCTN4
LMPP,SPARC
LMPP,G3BP1
LMPP,FAM114A2
LMPP,SAP30L-AS1
LMPP,LARP1
LMPP,FAXDC2
LMPP,SGCD
LMPP,THG1L
LMPP,CLINT1
LMPP,TTC1
LMPP,MIR3142HG
LMPP,MAT2B
LMPP,CTC-340A15.2
LMPP,CTC-535M15.2
LMPP,LCP2
LMPP,KCNIP1
LMPP,KCNMB1
LMPP,FBXW11
LMPP,SH3PXD2B
LMPP,ATP6V0E1
LMPP,CPEB4
LMPP,RP11-91H12.4
LMPP,CLTB
LMPP,FAF2
LMPP,UIMC1
LMPP,F12
LMPP,TMED9
LMPP,RP11-1252I4.2
LMPP,FAM153CP
LMPP,HNRNPAB
LMPP,ZNF354B
LMPP,ZNF879
LMPP,RNF130
LMPP,CTB-129O4.1
LMPP,HEIH
LMPP,RACK1
LMPP,AC138035.2
LMPP,FOXC1
LMPP,RP1-80B9.4
LMPP,MYLK4
LMPP,SERPINB9
LMPP,LYRM4-AS1
LMPP,FARS2
LMPP,RP1-256G22.2
LMPP,RP11-69L16.4
LMPP,MAK
LMPP,RP3-510L9.1
LMPP,RP1-257A7.4
LMPP,JARID2
LMPP,MYLIP
LMPP,GMPR
LMPP,ATXN1
LMPP,NUP153-AS1
LMPP,KIF13A
LMPP,RNF144B
LMPP,SOX4
LMPP,MRS2
LMPP,BTN3A3
LMPP,ABT1
LMPP,ZNF322
LMPP,H2BC11
LMPP,LINC01012
LMPP,RP1-97D16.9
LMPP,H4C11
LMPP,POLR1H
LMPP,PPP1R11
LMPP,HLA-E
LMPP,PPP1R10
LMPP,MDC1-AS1
LMPP,HLA-B
LMPP,MICB
LMPP,PRRC2A
LMPP,CSNK2B
LMPP,DDAH2
LMPP,VARS1
LMPP,LSM2
LMPP,AGER
LMPP,TSBP1-AS1
LMPP,HLA-DRB5
LMPP,HLA-DOB
LMPP,HSD17B8
LMPP,RPS18
LMPP,B3GALT4
LMPP,CUTA
LMPP,UQCC2
LMPP,RP11-513I15.6
LMPP,RPS10-NUDT3
LMPP,RPS10
LMPP,SNRPC
LMPP,RPL10A
LMPP,MAPK14
LMPP,MAPK13
LMPP,BRPF3
LMPP,PPIL1
LMPP,TMEM217
LMPP,CCDC167
LMPP,BTBD9
LMPP,KCNK17
LMPP,TREML2
LMPP,TFEB
LMPP,MED20
LMPP,BYSL
LMPP,CCND3
LMPP,C6orf132
LMPP,RP3-475N16.9
LMPP,MEA1
LMPP,CUL7
LMPP,MRPL2
LMPP,SRF
LMPP,CUL9
LMPP,MRPS18A
LMPP,CAPN11
LMPP,NFKBIE
LMPP,RP1-244F24.1
LMPP,CD2AP
LMPP,PAQR8
LMPP,TRAM2-AS1
LMPP,ELOVL5
LMPP,LRRC1
LMPP,ZNF451
LMPP,BAG2
LMPP,PHF3
LMPP,EYS
LMPP,ADGRB3
LMPP,SDHAF4
LMPP,RP11-154D6.1
LMPP,RIMS1
LMPP,TMEM30A
LMPP,TMEM30A-DT
LMPP,SENP6
LMPP,RP11-250B2.3
LMPP,CYB5R4
LMPP,RP4-676J13.2
LMPP,SNX14
LMPP,ZNF292
LMPP,C6orf163
LMPP,BACH2
LMPP,MAP3K7
LMPP,MANEA-DT
LMPP,MANEA
LMPP,SEC63
LMPP,RP1-128O3.7
LMPP,FOXO3
LMPP,DDO
LMPP,REV3L
LMPP,C6orf3
LMPP,RP1-236J16.2
LMPP,MARCKS
LMPP,MROCKI
LMPP,HDAC2-AS2
LMPP,TSPYL4
LMPP,RNF217-AS1
LMPP,HDDC2
LMPP,NCOA7-AS1
LMPP,TRMT11
LMPP,ECHDC1
LMPP,RP1-69D17.4
LMPP,ARG1
LMPP,RP11-69I8.3
LMPP,VNN2
LMPP,RPS12
LMPP,BCLAF1
LMPP,RP3-325F22.5
LMPP,MAP3K5
LMPP,MAP3K5-AS1
LMPP,IFNGR1
LMPP,WAKMAR2
LMPP,RP1-225E12.2
LMPP,RP11-445F6.2
LMPP,CITED2
LMPP,HIVEP2
LMPP,RP11-439L18.1
LMPP,AIG1
LMPP,PEX3
LMPP,FUCA2
LMPP,PHACTR2-AS1
LMPP,RP1-91J24.3
LMPP,FBXO30
LMPP,FBXO30-DT
LMPP,TAB2
LMPP,PPIL4
LMPP,RP1-12G14.9
LMPP,LRP11
LMPP,FBXO5
LMPP,IPCEF1
LMPP,CNKSR3
LMPP,ARID1B
LMPP,DYNLT1
LMPP,SYTL3
LMPP,RSPH3
LMPP,SOD2
LMPP,FAM120B
LMPP,PSMB1
LMPP,PRKAR1B-AS1
LMPP,ADAP1
LMPP,COX19
LMPP,AC073957.15
LMPP,GPR146
LMPP,MICALL2
LMPP,PSMG3-AS1
LMPP,LFNG
LMPP,TTYH3
LMPP,RADIL
LMPP,RP11-1275H24.1
LMPP,RNF216
LMPP,AIMP2
LMPP,CYTH3
LMPP,DAGLB
LMPP,GRID2IP
LMPP,ZDHHC4
LMPP,CCZ1B
LMPP,RP11-740N7.7
LMPP,C1GALT1
LMPP,UMAD1
LMPP,NDUFA4
LMPP,AGMO
LMPP,BZW2
LMPP,AC073333.8
LMPP,TSPAN13
LMPP,AHR
LMPP,FAM126A
LMPP,MALSU1
LMPP,TRA2A
LMPP,C7orf31
LMPP,HOXA-AS3
LMPP,HOXA9
LMPP,RP1-170O19.14
LMPP,GS1-98E2.1
LMPP,TAX1BP1
LMPP,MTURN
LMPP,GARS1-DT
LMPP,LSM5
LMPP,AVL9
LMPP,HERPUD2-AS1
LMPP,SEPTIN7-DT
LMPP,KIAA0895
LMPP,AOAH
LMPP,GPR141
LMPP,NME8
LMPP,STARD3NL
LMPP,TRG-AS1
LMPP,YAE1
