"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM230",0.000312776529153075,-0.784116202565249,0.46,0.671,1
"TRIM25",0.000312934816966906,-1.28187253275552,0.381,0.592,1
"SPATS2L",0.000314711219128177,-1.00754165059702,0.239,0.474,1
"ZNF22",0.000316502911892783,-0.723355774145357,0.372,0.605,1
"BBS4",0.000316862538427298,-2.33026235348636,0.044,0.211,1
"DPAGT1",0.000317202149996264,-0.547889220506557,0.115,0.329,1
"TMEM14B",0.000317264466641431,-0.66782788168244,0.416,0.671,1
"NECAP2",0.000319097073442686,-0.568753064174929,0.274,0.526,1
"SMS",0.000319947950646689,-0.257020949417994,0.487,0.737,1
"RP11-544A12.8",0.000320221717327962,-1.22336748549612,0.106,0.303,1
"KIF20B",0.000321182252858579,0.295693866213348,0.496,0.763,1
"IQCN",0.0003214651272178,0.995355372990535,0.354,0.118,1
"SV2B",0.000322751648704688,-0.249082232925789,0.035,0.197,1
"COA7",0.000323624945990739,-0.734681333167453,0.106,0.316,1
"GLRX",0.000324093915228158,-0.599686691504937,0.204,0.447,1
"LINC01184",0.000324376404282341,-0.8128682295038,0.257,0.526,1
"TMEM9",0.000324708084405742,-2.26440450908212,0.248,0.474,1
"RABEPK",0.000325362006397853,-0.180459552454914,0.301,0.605,1
"PPIP5K2",0.000325492114652668,-0.478521320807813,0.735,0.882,1
"RP11-138A9.1",0.000326480366257032,-1.15834786146109,0.053,0.237,1
"ERLIN2",0.000326719427299297,-0.974022721324448,0.15,0.368,1
"PGP",0.000327437040340629,-1.09222948567283,0.354,0.632,1
"ERGIC1",0.000327567716483491,-0.192050746608906,0.655,0.895,1
"TMEM161B",0.000329416715961141,-0.139366427265482,0.31,0.579,1
"MPST",0.000329639365308124,-0.820593860098998,0.407,0.645,1
"DDIT3",0.000329974183566471,2.39334886318203,0.611,0.395,1
"BCAS4",0.000330607822611693,-3.45632057636306,0.106,0.289,1
"KIAA1191",0.000330844605618594,-1.2982025045309,0.195,0.434,1
"TSPAN2",0.000331519703208928,-0.324437405663872,0.124,0.329,1
"ZNF438",0.000331796511093579,-1.11458945010931,0.425,0.671,1
"PEPD",0.000333249544410759,-0.673320311205367,0.177,0.434,1
"SRP19",0.000333866842634625,-1.46680204560384,0.389,0.592,1
"HMG20B",0.000334614308144241,-0.256735407749873,0.54,0.829,1
"H2BC4",0.000335282616944919,2.07979668245982,0.628,0.355,1
"HIRIP3",0.000337509481354492,-1.32133351012351,0.097,0.289,1
"CCT6A",0.000338030410731937,-0.258019710211156,0.664,0.882,1
"YTHDC2",0.00033846317334315,-0.800237105975988,0.478,0.711,1
"EMB",0.00033906139708181,-0.636857855060023,0.85,0.947,1
"TMEM185B",0.000340165195240904,-1.05871614958622,0.133,0.342,1
"HDHD5",0.000340671490262952,-0.904832757511979,0.23,0.474,1
"PSMC3IP",0.000341341288358286,-3.35461039187704,0.053,0.224,1
"URM1",0.000342096285755884,-0.744225244762741,0.434,0.697,1
"GIMAP2",0.000342122420377717,-2.0500528835612,0.062,0.237,1
"FOXK1",0.000342144713049245,-0.573444030259967,0.664,0.829,1
"POLA2",0.00034336617385644,-0.992175174117905,0.168,0.408,1
"RAD18",0.000343884075487453,-0.759448180289297,0.265,0.526,1
"ERMP1",0.000344222122911932,-1.28714656366778,0.389,0.632,1
"APOA1",0.000345548568783441,0.18479680199454,0.088,0.303,1
"HEXIM1",0.000345765338941272,-2.0380159417345,0.106,0.303,1
"TMED1",0.000346454707274061,-2.20610519012944,0.124,0.329,1
"SHFL",0.000348069464447981,-1.28682648675469,0.345,0.592,1
"COMT",0.000348495985231445,-0.367180997258722,0.628,0.816,1
"KIAA0930",0.000348979946709315,-0.270728558649709,0.283,0.566,1
"RB1CC1",0.000349086380478415,1.11985082250117,0.947,0.947,1
"NICN1",0.000350428168779341,-2.76317028109528,0.088,0.276,1
"CDK14",0.000351073068360928,0.942513920907692,0.956,0.961,1
"CTSD",0.000351165908140767,-0.268839123403068,0.805,0.961,1
"HOXA9",0.000351869995883363,0.21920246861546,0.46,0.789,1
"BUB1B",0.000352401382269833,-1.41562687601532,0.195,0.421,1
"TTLL4",0.000353798747945808,-2.64824400488764,0.115,0.316,1
"PGRMC2",0.000353956125752606,-1.26172427238208,0.248,0.474,1
"ABHD11",0.000354306582251847,-1.35848135009572,0.088,0.289,1
"ACAD8",0.000354306582251847,-0.649675745944545,0.088,0.289,1
"ATAD5",0.000355809688566367,-0.851255804794241,0.416,0.658,1
"AC012358.8",0.00035665954635411,-1.39480296448926,0.248,0.5,1
"CCT4",0.00035705592224817,-0.14169096840598,0.796,0.947,1
"LINC01473",0.000357121088881541,-0.528160368283033,0.504,0.789,1
"OMD",0.000357391107137724,-3.03285799680044,0.027,0.171,1
"SPOPL",0.000358280385340771,-0.153902438785814,0.646,0.829,1
"SMYD2",0.000359026062923648,-0.491781502157623,0.301,0.566,1
"LSM10",0.000359858201070641,-1.35498137815434,0.204,0.421,1
"MGAT4B",0.000360140584466713,-0.956226467875705,0.504,0.763,1
"RANGAP1",0.000360212762386284,-0.293129465696826,0.416,0.763,1
"LRRC1",0.000360673343430951,-2.23329286688954,0.062,0.237,1
"RPL36AL",0.000361544256320994,-0.664905790144775,0.823,0.921,1
"AMDHD2",0.000362089415740073,-1.48221090547262,0.08,0.276,1
"DYM",0.00036225695995451,-0.624158058574612,0.823,0.934,1
"GTF3C2",0.000363185658146705,0.475941714892706,0.566,0.803,1
"NCSTN",0.00036393620235197,-0.328120139554162,0.381,0.645,1
"BRIP1",0.000364134688022392,-1.2464554054913,0.469,0.684,1
"VPS26B",0.000364625071321665,-0.87139718193058,0.221,0.461,1
"MPLKIP",0.000366394517737193,-2.22287237729711,0.204,0.408,1
"NUDT4",0.000367307462902476,-1.05237388259591,0.381,0.605,1
"ZNF212",0.000368866593585687,-0.506184995082154,0.274,0.553,1
"GTF3A",0.000369915401291754,-0.908471265913831,0.788,0.882,1
"WDR11",0.000370150461896804,0.421872928131512,0.407,0.684,1
"CLECL1",0.0003704216199468,-1.75474265546394,0.177,0.408,1
"KTI12",0.000371173185969341,-0.906790771944674,0.186,0.434,1
"ANAPC13",0.000371441591164877,-1.7241797984005,0.212,0.421,1
"MAD1L1",0.00037260822048218,-0.743302687879944,0.46,0.711,1
"TMEM199",0.000373380413028237,-3.34588488725449,0.124,0.316,1
"COPS3",0.000373576595128583,-0.963301671184797,0.628,0.855,1
"MPP6",0.000374176427281347,-0.423181087358653,0.097,0.303,1
"CAPN15",0.000374704171273228,-1.19076439635342,0.549,0.75,1
"LINC00630",0.000376010070462422,-1.51844482131775,0.195,0.421,1
"AK5",0.000376475204305645,-0.950539138040553,0.354,0.605,1
"PPP4R3B-DT",0.000376794978608356,-0.754780383114463,0.053,0.237,1
"BRK1",0.000377072880875712,-0.740359060306977,0.619,0.776,1
"SRGAP2",0.000377139328372615,-1.1960971035931,0.327,0.579,1
"REX1BD",0.000378722719599324,-0.234689352758708,0.637,0.855,1
"TEDC2",0.00038077051342956,-1.94294580311868,0.053,0.224,1
"SMARCE1",0.000382232542987023,-0.933429351701011,0.593,0.789,1
"KHDRBS2",0.000383095521140742,-3.10876446758995,0.15,0.342,1
"INTS10",0.000383321206646803,0.793563313638996,0.478,0.763,1
"NNT-AS1",0.000383785511407789,-1.30844437950823,0.124,0.329,1
"RECK",0.000385792877951289,-1.45738357028578,0.142,0.355,1
"SPINDOC",0.00038739884766635,-0.482606137919488,0.124,0.342,1
"TMEM60",0.000387438863991027,-1.31353850319161,0.159,0.382,1
"ZSWIM7",0.000387612248082156,-0.675734609956704,0.372,0.605,1
"NSD1",0.000388622998619181,-0.623983333339704,0.708,0.908,1
"GPC3",0.000388805109056135,0.402271204157107,0.991,0.855,1
"LINC00562",0.000391791007637783,-3.12545170126283,0.009,0.132,1
"STOM",0.000392597846678507,-0.899047143644596,0.451,0.658,1
"NET1",0.000393372113047728,-0.94696921448969,0.504,0.684,1
"STAG1",0.000393417374896594,0.901847027207484,0.973,0.961,1
"ATF7",0.000394275800382872,-1.31887817460129,0.425,0.632,1
"RP11-182J1.18",0.000394832871714412,-2.37948402994743,0.053,0.224,1
"PMS2",0.000395248588074195,0.216385297482551,0.398,0.697,1
"TCOF1",0.000395443255013895,-0.984080678874995,0.628,0.776,1
"LHFPL6",0.000396020702050449,3.38829266742297,0.283,0.079,1
"UBL7-AS1",0.000396653659445704,-1.56764932809056,0.15,0.368,1
"PABPC1L",0.000397024195002307,-0.73819078499758,0.319,0.592,1
"SUPT4H1",0.000397651520488501,-0.60714528309434,0.363,0.645,1
"HPDL",0.000397687518268149,-2.12449580722124,0.027,0.171,1
"ZNF280C",0.000397769053108366,-1.03212285290619,0.248,0.5,1
"POLD3",0.000397769053108366,-2.54420311707001,0.265,0.474,1
"TCIRG1",0.00039951174709574,-0.104172515741099,0.593,0.855,1
"CHST11",0.00039961544991912,0.541655766407537,1,1,1
"LYPLAL1",0.000400997127140181,-0.841547305250249,0.195,0.447,1
"ZNF654",0.000401120226639527,-0.157394673293719,0.655,0.855,1
"PHLDB3",0.000401141974424748,-1.91771878447172,0.08,0.263,1
"THADA",0.000401778017661639,-0.534963008883882,0.752,0.934,1
"PPIL1",0.000402009256130161,-1.40316420738974,0.088,0.289,1
"ERI1",0.000402805596793219,-1.03921427851346,0.168,0.408,1
"UCHL5",0.000402841817265858,-1.24522613604615,0.301,0.513,1
"GLT8D1",0.000404529585294544,-1.32739779594927,0.115,0.316,1
"NCALD",0.00040470108643762,-3.12555107853743,0.088,0.276,1
"CFAP298",0.00040794016286583,-1.4103631828622,0.23,0.447,1
"CENPS",0.000407997467291676,-0.899571771660647,0.133,0.355,1
"PIH1D1",0.000408385693825194,0.44319078697421,0.416,0.671,1
"NUBPL",0.00040912586030762,-0.687531280011423,0.522,0.737,1
"HNRNPDL",0.000411977388363111,-0.432753151816603,0.947,0.987,1
"YEATS4",0.000412200401020645,-1.35096592423064,0.478,0.671,1
"PTAFR",0.000413400621759415,-1.42267546810397,0.097,0.289,1
"PYGL",0.000414704753326476,0.507128015125357,0.655,0.868,1
"NVL",0.000414907120660139,0.175822354962781,0.451,0.724,1
"COCH",0.00041514596073222,-2.2212921177384,0.168,0.382,1
"SPIN4",0.00041514596073222,-2.41288023234803,0.168,0.382,1
"TOPBP1",0.000417836899952533,-0.234526299998477,0.726,0.868,1
"HBS1L",0.000418085527812567,-0.880379195263614,0.655,0.855,1
"EID1",0.000419818526846794,-0.474911575932406,0.673,0.855,1
"SPATA2L",0.00041985436885832,3.24784673437022,0.257,0.053,1
"RHOBTB3",0.000420032307110322,-1.22524103401432,0.566,0.75,1
"METRNL",0.000421756407926903,1.81396477036922,0.549,0.276,1
"TMX3",0.000421929773445411,0.287924210896907,0.398,0.697,1
"RCAN1",0.000422680664755555,-2.0028419445789,0.009,0.132,1
"ASMTL",0.000425373568502975,-0.634506187151011,0.593,0.842,1
"SQLE",0.000427727674204219,-1.53807242886602,0.195,0.421,1
"RP11-143J12.3",0.000428050400954052,-0.825536125995521,0.088,0.289,1
"SAMD9L",0.000429191295208056,-1.93217649449803,0.115,0.316,1
"IRAK1BP1",0.000429366647012168,-2.0538209465399,0.221,0.434,1
"MED24",0.000429531286334275,-0.668739591984922,0.558,0.697,1
"CSRP1",0.000431961680616034,-0.713731215635523,0.319,0.539,1
"PTRH2",0.000433368490111943,-0.179089470110659,0.195,0.434,1
"RP11-439C8.1",0.000433472687151713,-1.39138824032441,0.009,0.132,1
"CENPL",0.000434802434677555,-0.939275222344508,0.088,0.289,1
"SYAP1",0.000435719073025001,1.327717769261,0.796,0.645,1
"ZRANB3",0.00043655254569833,-0.716109748753905,0.619,0.803,1
"CEP89",0.000437550596116916,-1.73986968847986,0.159,0.382,1
"CD79B",0.000438251322004527,-0.44095947145576,0.195,0.447,1
"SCRN2",0.000438837782649515,-2.3106853568927,0.195,0.421,1
"PPP1R15A",0.000439228545633521,2.03832634935407,0.814,0.684,1
"IARS2",0.000439397014733444,-1.41050359530863,0.398,0.605,1
"ULK3",0.000439437895779942,-1.6849547431666,0.23,0.447,1
"CTD-3092A11.2",0.000439875263393913,-0.670697715165089,0.566,0.789,1
"HEATR5B",0.000441475185033249,-0.625860821446901,0.743,0.934,1
"HELQ",0.00044208809834268,-0.816380035298477,0.15,0.382,1
"DPP3",0.00044238566292993,-0.825164294347742,0.212,0.434,1
"WWC3",0.000442892286460108,3.17384109087575,0.257,0.066,1
"BORCS7",0.000443383388285034,-1.39676185085376,0.274,0.487,1
"ACAP1",0.000444502421675084,-0.26241411908164,0.796,0.934,1
"AC006129.2",0.000444521520445577,-2.22780540656686,0.009,0.132,1
"MTG1",0.000445509871329953,-0.489306023451052,0.575,0.789,1
"TBC1D14",0.000447140336307558,-0.425212103795778,0.469,0.697,1
"LINC00662",0.000447727023518957,-1.2236408187172,0.239,0.5,1
"EIF5A2",0.000448161183269524,-3.23266705806575,0,0.105,1
"HLA-DOB",0.000448161183269524,-1.60140457544671,0,0.105,1
"FILNC1",0.000448161183269524,-1.08278134631848,0,0.105,1
"ELFN1-AS1",0.000448161183269524,-3.49972812314152,0,0.105,1
"RP11-282K24.3",0.000448161183269524,-1.02422808290282,0,0.105,1
"ANKRD63",0.000448161183269524,-1.20788601384758,0,0.105,1
"CTC-268N12.2",0.000448161183269524,-3.16689731103346,0,0.105,1
"CH507-154B10.1",0.000448161183269524,-1.98249675535975,0,0.105,1
"RP11-159D12.2",0.000449474467676183,-0.210217991699102,0.212,0.421,1
"MRPL41",0.000450489728174918,-0.178376836945043,0.504,0.711,1
"C19orf53",0.000450511688599651,-0.902861377022064,0.558,0.737,1
"LRRC63",0.000451640574314754,-0.979324616397012,0.027,0.171,1
"COIL",0.000452456889902407,-0.413878518930123,0.416,0.658,1
"THAP12",0.000453459932635101,-0.131804254279058,0.389,0.671,1
"CTD-2553L13.10",0.000453558331739464,-1.82538210186119,0.097,0.289,1
"LMO2",0.00045400099926928,-0.473234150319345,0.664,0.816,1
"EDRF1",0.000455933492568304,-1.10741951316125,0.416,0.632,1
"CTDSP1",0.00045800105249252,-0.827679849994062,0.381,0.592,1
"LRRC61",0.000461271051537522,-1.98123933047956,0.027,0.171,1
"CACNA1C-AS1",0.000461271051537522,-2.84602838353796,0.027,0.171,1
"EIF4ENIF1",0.00046165763815029,-0.544106520068377,0.469,0.697,1
"CDKL1",0.000461812353853054,-1.20188710065234,0.195,0.434,1
"IFITM1",0.000462619222596585,-2.56863864441209,0.292,0.487,1
"PRPF31",0.00046314778831611,-0.894568464595548,0.46,0.658,1
"TGS1",0.00046442311955813,-0.436542834966449,0.451,0.684,1
"MRPS24",0.000464909865154068,-1.69756553162913,0.345,0.526,1
"STAT1",0.000465282182795264,-0.324196297042227,0.575,0.803,1
"DHTKD1",0.000465664227497731,-0.694660658330583,0.345,0.618,1
"FBXO46",0.000466729239523447,-2.18950472519758,0.133,0.329,1
"RPL7L1",0.000467115703557359,-0.422819321128105,0.655,0.842,1
"ALDH3A2",0.000467942406477073,-2.04850491828544,0.159,0.382,1
"YPEL5",0.000470810837583431,1.41687395116564,0.77,0.526,1
"RASA2",0.000471367953843282,-0.657658581518937,0.735,0.908,1
"SELENOI",0.000471578888735516,0.62795937759577,0.434,0.75,1
"CDC37L1",0.000471750720297471,-1.11234643329197,0.177,0.395,1
"ZNF24",0.000472638278948825,-1.23930352811855,0.434,0.658,1
"RABGGTB",0.000475630940871287,-0.600013514862902,0.761,0.882,1
"PRADC1",0.000476539078078045,-1.61179178826899,0.062,0.237,1
"RDH11",0.0004776858916507,0.521903203187611,0.239,0.474,1
"FAM162A",0.000478256873787071,-0.507127922866557,0.442,0.684,1
"RP11-867G23.8",0.000479265493695932,-1.42220747632856,0.009,0.132,1
"RP11-726G1.2",0.000479760644187243,0.28580171650327,0.248,0.474,1
"HCG11",0.000479839283957619,-1.5759700538444,0.08,0.263,1
"DCUN1D4",0.000480411627732072,-0.568215860279279,0.398,0.697,1
"ZNF500",0.000482781598849937,-1.83664757109233,0.115,0.316,1
"PPP1R9A-AS1",0.000483811159546938,-0.140140580077153,0.071,0.25,1
"KIAA0895L",0.000483859003877719,-1.2803857334851,0.08,0.276,1
"CDC26",0.00049647932651805,1.03559802471465,0.186,0.408,1
"ARL6IP4",0.00049713319627298,-0.430052067879688,0.726,0.882,1
"CYB5A",0.000497333123332894,0.32836042928797,0.097,0.289,1
"FAM120A",0.000498985363748836,-0.265740432013331,0.699,0.803,1
"SPN",0.0004998024546668,-0.415795207982967,0.92,1,1
"POLR2F",0.000499958486122014,-0.969432560577501,0.425,0.618,1
"APOBEC3G",0.000500199403854271,-0.791300484226963,0.071,0.25,1
"AP4B1",0.000502442256905939,-1.11780593643613,0.301,0.513,1
"REEP5",0.000503156475062561,-1.19660505312319,0.221,0.461,1
"GALK1",0.000503397151744254,-0.39093551522733,0.239,0.487,1
"POLR3GL",0.000503397151744254,-0.83467714667391,0.248,0.474,1
"ZDHHC12",0.000504945356633366,-0.536867307439251,0.088,0.276,1
"EFHC2",0.000507010284749747,-0.510745516304804,0.159,0.382,1
"TRIM65",0.000508618379635053,-0.788272422157261,0.292,0.553,1
"DARS2",0.000508706737306339,-3.33968287087737,0.062,0.224,1
"AC005037.3",0.000510298747643397,-0.743585226623855,0.363,0.605,1
"SLC17A9",0.000511837101589864,-0.661836577943154,0.602,0.789,1
"RP11-270M14.4",0.000512364023201159,-1.47664923434562,0.027,0.171,1
"DOK3",0.000513809975951042,-0.844609425587178,0.159,0.382,1
"SEPHS2",0.000515618397838056,-1.25088743380586,0.239,0.487,1
"ATP5MJ",0.00051625837621598,-0.649750716902445,0.823,0.908,1
"MRPS10",0.000516716690054002,-0.44706556181142,0.23,0.461,1
"SRSF10",0.00051681351462726,-0.563220864648848,0.885,0.987,1
"PRKX-AS1",0.000516828696039732,-1.04907506726712,0.053,0.224,1
"CTD-2117H17.2",0.000517660653989548,0.334017793455183,0.319,0.566,1
"DDX54",0.000517921904149131,0.126310284851989,0.708,0.895,1
"MRPS7",0.000520386559344696,-2.02983370132962,0.31,0.526,1
"POP7",0.000520668890788066,-1.03759787503529,0.097,0.289,1
"SRPK1",0.000523828953577399,-0.402602155638849,0.752,0.895,1
"ERG",0.000523828953577399,-0.73087920537198,0.752,0.895,1
"FOXRED2",0.000523918518606673,-0.819642339978947,0.08,0.276,1
"LMAN2",0.000524911828022607,-1.1740920039379,0.46,0.671,1
"IQCE",0.000527056978790149,-1.05180806373268,0.177,0.408,1
"AMN",0.000527169246319413,-1.13534012061026,0.31,0.539,1
"NDUFB5",0.000527213412371659,-1.44646243209711,0.327,0.539,1
"SPTSSA",0.000527416053010071,-1.38332484124874,0.168,0.382,1
"SEPTIN9",0.00052763907683168,-0.501580679126149,0.354,0.566,1
"PRMT3",0.000529500646031518,-0.353949761496881,0.496,0.789,1
"EXOC2",0.00053037084498157,-0.581217869839428,0.416,0.711,1
"SPATA6",0.000532113421088438,4.00151330957562,0.301,0.105,1
"PPP4R1",0.000532116895041012,-0.490581320237964,0.655,0.829,1
"NT5C3A",0.000532178956253012,-0.377392806544474,0.655,0.895,1
"ATP6V0E2",0.000532292584079066,-2.65095125939553,0.088,0.263,1
"ZBED3",0.00053245938429875,-1.1001518269999,0.239,0.474,1
"PLXNB2",0.000534364420244302,-0.62176245203786,0.531,0.789,1
"VPS13C",0.000534628804202674,-0.237090032044013,0.761,0.921,1
"UBAP1",0.000535071846800351,1.24839771724535,0.938,0.895,1
"FBL",0.000535920676150964,-0.630365945536135,0.85,0.882,1
"BTBD6",0.000537580662748604,-1.24913007929796,0.088,0.276,1
"UCK2",0.000537611378989909,-0.124329037134956,0.655,0.895,1
"TRMT11",0.000539473699726312,-0.763084911248995,0.248,0.513,1
"ITGAE",0.000539788453215755,-1.34872707608155,0.451,0.645,1
"CWC15",0.000540742157357227,-0.413100482755463,0.531,0.763,1
"MAN2B1",0.000541415097355082,-0.740886836270299,0.85,0.921,1
"CELF1",0.000542209314169635,0.617040816841572,0.973,1,1
"INO80E",0.000543600772177367,-1.37530277345191,0.363,0.592,1
"PRG2",0.000545502939092217,-0.454039332265928,0.027,0.171,1
"ANGEL1",0.000545875959266179,-1.75540050025636,0.08,0.263,1
"RAB3GAP2",0.000546698708895522,-0.569235693650395,0.602,0.855,1
"MACIR",0.000546956145377004,-0.245201785546802,0.212,0.434,1
"ZNF670",0.000547049420546343,-1.75683406422464,0.142,0.342,1
"IRF1",0.000547332246783443,1.27008643074484,0.956,0.947,1
"COPG1",0.000549004756303075,-0.522014566021176,0.496,0.697,1
"UBE2M",0.000550872261559489,-0.287021495622017,0.389,0.671,1
"HMOX2",0.000551673659656715,-0.9037219461892,0.301,0.553,1
"TMBIM4",0.000554375532459406,-0.616508159536826,0.602,0.763,1
"RPS6KA3",0.000554456230650639,-0.525710942878996,0.752,0.882,1
"AIMP1",0.000554937729298901,-0.516436231031987,0.434,0.658,1
"TARBP2",0.000557245223719582,-0.913517937274002,0.212,0.447,1
"BNIP3L",0.000558585134751378,-0.609894346444824,0.77,0.882,1
"ATXN7L1",0.000559272695141267,-0.858868265045592,0.628,0.842,1
"DCAF10",0.000560164374733337,-0.295689953406581,0.487,0.75,1
"CLMN",0.000560830097577282,2.32240495881442,0.54,0.289,1
"ASPM",0.000562375228705563,-2.57792037287154,0.142,0.342,1
"CCDC189",0.000564076136054321,-1.54974560318935,0.425,0.645,1
"MBOAT1",0.000564306353028472,0.595093740371294,0.46,0.711,1
"SPACA9",0.000564750691131287,-3.08495781359516,0.062,0.224,1
"ENDOG",0.000565697405574174,-0.91299812382499,0.062,0.237,1
"SLC25A26",0.00056678494280254,-0.435947928797407,0.717,0.908,1
"UNC45A",0.000567645992279223,-1.05505145424295,0.212,0.434,1
"FGD5-AS1",0.000567970607769553,-0.467962112148721,0.372,0.618,1
"LRRC7",0.000568542792444564,-1.19576792515228,0.142,0.355,1
"C6orf62",0.000569797342372631,-0.576850811805106,0.805,0.921,1
"ORC2",0.000570235364462436,-0.55784514590604,0.602,0.829,1
"RP11-798G7.6",0.000572531747444434,-2.55812658070346,0.071,0.237,1
"RPA2",0.000572779112215341,-0.526516400825774,0.195,0.408,1
"UBTF",0.000572880991860071,0.382811978437827,0.584,0.816,1
"DTD1",0.000576156197758734,-0.278251676728578,0.504,0.737,1
"OXSM",0.000576347334790725,-3.07855160433389,0.035,0.184,1
"RANBP3-DT",0.000576347334790725,-2.50162036375239,0.035,0.184,1
"CLN3",0.000576357383954539,-0.868178157738374,0.354,0.553,1
"CBWD3",0.00057927754721411,-0.783285651524406,0.195,0.434,1
"AC002116.7",0.00058113880056822,-1.9952681399235,0.088,0.276,1
"ATP11B",0.000581533045239107,1.0667575327638,0.947,0.987,1
"IMP4",0.000582001509674644,-0.148957322770606,0.619,0.776,1
"EFCAB7",0.000583948760505322,-1.77794039713636,0.177,0.382,1
"SH2D3C",0.000584182338119422,0.284384397308584,0.177,0.408,1
"ZNF740",0.000585461926635568,-2.03482844076692,0.106,0.303,1
"LRP11",0.000587756561393169,-0.566161856764273,0.168,0.395,1
"NYNRIN",0.000587798494781292,-1.99345127686453,0.035,0.184,1
"GPS1",0.000588991863349035,-1.20211779440773,0.407,0.605,1
"POC1B",0.000590498097901426,-0.132279267810653,0.31,0.553,1
"CCDC125",0.000592774754419427,-0.712306556227968,0.425,0.697,1
"AC026202.3",0.000594880923187094,1.46195685203637,0.062,0.224,1
"SLC29A3",0.000595333925803754,-1.98873807651284,0.062,0.237,1
"STAM",0.000596210123432617,-0.701340477332611,0.575,0.816,1
"TESPA1",0.000596490716833613,-1.66763139527947,0.416,0.566,1
"SF3A1",0.000598960027475924,-0.984146833059757,0.522,0.671,1
"HHEX",0.000599023503842372,-0.246657330546236,0.69,0.816,1
"PWP1",0.000599362214741759,-0.41873435823219,0.389,0.618,1
"NARS1",0.000600171016703666,-0.801825394922395,0.434,0.671,1
"LSM2",0.00060092147471893,-1.24064848804554,0.434,0.618,1
"DUS2",0.000602175346052804,-0.297335808953465,0.345,0.592,1
"THYN1",0.000603992922990753,-1.76394581569448,0.239,0.434,1
"TOR1AIP1",0.000604168217631192,-0.734937850080227,0.558,0.789,1
"RP1-97D16.9",0.000605205760510073,-1.46920756391514,0.027,0.171,1
"SURF4",0.000605211043008157,-1.3306315586859,0.496,0.711,1
"GCNT1",0.000605855070210602,-0.873268625901737,0.372,0.645,1
"IK",0.000607190175639891,-1.20126572791161,0.487,0.684,1
"TCHP",0.000607354356431184,-1.19105728127944,0.434,0.618,1
"PDLIM7",0.000609230914887709,-1.04212906205723,0.336,0.592,1
"HSDL2",0.000611343297132395,-0.258383416900092,0.23,0.447,1
"RNF5",0.000611930534628181,-1.04872012045108,0.239,0.461,1
"DYNLT2B",0.000612315444254838,-1.39168504876202,0.15,0.368,1
"TBC1D2B",0.0006130984808878,-0.909082204085409,0.699,0.829,1
"TPRA1",0.00061399186152261,-0.614910748707737,0.186,0.421,1
"DPY30",0.000614061673762161,-0.740516967166447,0.31,0.5,1
"ACYP1",0.000616149150350165,-0.820851009691893,0.265,0.5,1
"RAB6B",0.00061624960551089,-1.98614862841581,0.018,0.145,1
"MTHFD1L",0.000617409693125899,-0.293695508693633,0.655,0.868,1
"ZNF276",0.00061929970672893,-0.730838556917447,0.54,0.789,1
"THAP11",0.000620407608032805,-2.56583975916029,0.097,0.276,1
"PDPR",0.000621736588426998,-0.344053403010154,0.593,0.816,1
"FLOT1",0.000622374697616634,0.415751172140512,0.398,0.605,1
"AIFM1",0.000624640495843977,-0.450408054483912,0.31,0.539,1
"FKBP2",0.000626410471025035,-0.868150633540725,0.062,0.237,1
"SV2A",0.000627126688888612,-1.0797374680384,0.168,0.395,1
"ERI2",0.000627964756525713,-2.67481073076925,0.088,0.276,1
"INIP",0.000628537122023704,-1.94286284311293,0.221,0.447,1
"PHF21A",0.000631157296986585,-0.299759850703747,0.796,0.947,1
"NKD1",0.000635910814095373,-2.64203228758002,0.044,0.197,1
"CIAPIN1",0.00063602679866825,-1.09414225772458,0.354,0.539,1
"PCBD2",0.000636869412497737,-0.551438615625359,0.434,0.658,1
"LARS1",0.000637706834443519,-0.609251434217878,0.531,0.75,1
"MRPL35",0.000637741469533051,-1.23460034539805,0.088,0.276,1
"SERPINB6",0.000638293443234454,0.371631274264924,0.681,0.816,1
"LTB4R",0.000638336620363802,-0.405259809711112,0.221,0.474,1
"POLR2J",0.000638447692556429,-0.96171770077754,0.593,0.763,1
"ILRUN",0.00064036800550592,0.138101830318877,0.619,0.816,1
"VBP1",0.000640482086816217,-0.862641662126566,0.363,0.592,1
"CCDC107",0.000641201689831473,0.60836079286951,0.115,0.303,1
"EDARADD",0.000641665488826045,0.114066967904653,0.133,0.342,1
"WEE1",0.000647436737899335,-0.446121800790223,0.265,0.474,1
"CCHCR1",0.00064795956086469,-0.169360980435076,0.062,0.237,1
"TCF25",0.00064921387304527,0.845562604283076,0.982,0.987,1
"COX6C",0.000650281140095515,-0.836002733328392,0.717,0.789,1
"PSMB9",0.000651051628931717,-1.59395852698452,0.345,0.526,1
"LGALS1",0.000652749967864656,-0.737728578016979,0.867,0.974,1
"GALNT4",0.000653438770399383,-0.586648955454509,0.097,0.289,1
"C5orf15",0.000653898090330705,-0.416734088366081,0.221,0.421,1
"AC083884.8",0.000654349987838783,-1.55032271252667,0.133,0.329,1
"ELOB",0.000655935141815835,-0.56717559537431,0.752,0.842,1
"ARHGEF3",0.000658888194924832,-0.653766775190277,0.504,0.737,1
"MZT2B",0.000659892367365082,-0.794256449302718,0.611,0.763,1
"ZNF133",0.000660082058623832,-0.730001513695174,0.106,0.316,1
"DTL",0.000664339648656866,-1.00350029861235,0.549,0.724,1
