"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"POLH",0.167185125919235,-0.163097331591657,0.204,0.303,1
"RBMX2",0.167325476620967,-0.134805862155445,0.257,0.342,1
"CTB-102L5.8",0.167378602776467,2.15987361490375,0.071,0.026,1
"LRRC37A3",0.167384073579202,-0.12469638814918,0.788,0.855,1
"FRYL",0.16751754156386,0.15971124266387,0.841,0.934,1
"TNFRSF21",0.167518712788838,2.89342224327498,0.195,0.132,1
"DSTN",0.167519915700829,0.882187971896964,0.46,0.658,1
"POLR2M",0.167694655269379,1.02650802187,0.265,0.368,1
"PRDM11",0.167809703332877,2.26870174051723,0.221,0.145,1
"RSAD2",0.167870007304284,1.58834103613975,0.106,0.184,1
"CCDC127",0.167887106007083,0.57199459167041,0.08,0.145,1
"DRD4",0.167887106007083,0.228244441573345,0.08,0.145,1
"FBXL7",0.167891503152151,-0.759897046864525,0.062,0.118,1
"PPP2R5B",0.167891503152151,0.340330769695163,0.062,0.118,1
"MFN2",0.168208088005015,0.106298831608525,0.69,0.763,1
"FAM229A",0.168274998864778,-1.04576741012517,0.097,0.158,1
"RBMS1",0.16849121764937,0.306179246052797,0.655,0.789,1
"DTNBP1",0.168599742109819,-0.125656989786716,0.558,0.632,1
"RTN4RL1",0.168619577095112,-0.610861474903758,0.053,0.105,1
"CXCL17",0.168619577095112,-1.12862030276704,0.053,0.105,1
"MGAT2",0.16866683139774,-0.616731043965684,0.177,0.263,1
"TRAPPC14",0.168675977521887,-0.244897929806298,0.071,0.132,1
"TCAIM",0.168719851593917,-0.429624386159131,0.274,0.355,1
"EIF4EBP2",0.168730481681635,0.225048174568976,0.681,0.803,1
"ELOVL7",0.168794727832757,-2.71490171325392,0.168,0.237,1
"ZC3H14",0.168846532183227,0.50400277973136,0.434,0.539,1
"RP11-111G13.1",0.168931006669655,0.234126141605417,0.088,0.158,1
"RP11-440L14.1",0.168936854639716,1.91102585030798,0.451,0.395,1
"TCEAL1",0.169161099284599,0.141731513273031,0.15,0.237,1
"LEKR1",0.169205183359999,0.806267611428566,0.239,0.158,1
"USF2",0.169341700312665,0.245565028003709,0.655,0.789,1
"HOXA5",0.169403030625683,-0.425086527083735,0.389,0.487,1
"ZNF117",0.169410152744078,-0.227291711221659,0.204,0.303,1
"RP11-401O9.4",0.169620575455644,-0.223638746286212,0.274,0.395,1
"CHM",0.169623471819073,-0.294123038732009,0.239,0.329,1
"NCK1-DT",0.169690249300128,-0.460075301416865,0.142,0.224,1
"RXRA",0.169690249300128,-0.132293643505875,0.142,0.224,1
"GARS1-DT",0.169864358348692,1.10899773568524,0.761,0.724,1
"TOB1",0.169939571188868,1.53229920654536,0.319,0.25,1
"TTC33",0.169992532904907,-0.104635730381875,0.212,0.303,1
"HDHD3",0.170109797585258,-2.95795101601341,0.088,0.145,1
"WHAMM",0.170150579609272,0.904745807804669,0.832,0.882,1
"SDCBP",0.170171533372607,0.993045902317495,0.584,0.474,1
"SPOCK1",0.170262634850074,-1.79396205829562,0.159,0.237,1
"ADCK2",0.170329515954059,-0.710308212105768,0.071,0.132,1
"GRM5",0.170329515954059,-1.83067934038854,0.071,0.132,1
"EVA1C",0.170430446165845,-1.40905901584246,0.15,0.224,1
"CCNE2",0.170444400394758,0.128955874721107,0.088,0.158,1
"AC018462.2",0.170474585861154,-1.01610635275785,0.053,0.105,1
"RP11-702L15.4",0.170474585861154,-1.34876002740647,0.053,0.105,1
"ENO3",0.170474585861154,-1.19016361188599,0.053,0.105,1
"RP11-266K22.2",0.170513315987954,-0.671360721078101,0.018,0.053,1
"HYI-AS1",0.170513315987954,-1.26018475843636,0.018,0.053,1
"LINC00997",0.170513315987954,-1.42541263993999,0.018,0.053,1
"RP11-46O21.2",0.170513315987954,-1.23763659223393,0.018,0.053,1
"NNMT",0.170513315987954,-2.74529418250962,0.018,0.053,1
"USP2-AS1",0.170513315987954,-1.6220250749693,0.018,0.053,1
"DNM1P35",0.170513315987954,-1.36012752888109,0.018,0.053,1
"CRYBB1",0.170513315987954,-3.1137300676992,0.018,0.053,1
"RP11-115C21.2",0.170732428478903,-2.03613508535897,0.044,0.092,1
"PCED1A",0.170900327555789,-0.381992175511034,0.575,0.724,1
"JMJD4",0.17101258226692,-0.883107350587743,0.133,0.211,1
"ALS2CL",0.171028754723013,0.611166892799333,0.177,0.263,1
"RP11-459F6.3",0.171244310933648,-1.56111636649955,0.097,0.158,1
"SVOP",0.171382126601686,-0.89227039136012,0.062,0.118,1
"HTATSF1",0.171417250539331,-0.145127012296577,0.54,0.592,1
"MIER1",0.171607888036892,0.227556878509731,0.903,0.961,1
"LMBRD1",0.17162047118893,-0.472115224027395,0.681,0.776,1
"LY6G6C",0.171721090605404,2.27287602552443,0.071,0.026,1
"LL0XNC01-7P3.1",0.171721090605404,0.419685869485652,0.071,0.026,1
"KLKB1",0.171721090605404,-2.11073109097157,0.035,0.079,1
"YTHDF3",0.171829295288681,0.3767174480523,0.77,0.908,1
"DENND2A",0.171844926863678,0.220750375076734,0.159,0.25,1
"RELL1",0.171866498699763,0.581800485320698,0.894,0.895,1
"YY1AP1",0.17210940094498,0.521641886116083,0.956,0.974,1
"CD320",0.172344842641226,-1.00008127834874,0.053,0.105,1
"DOLK",0.172460710488679,-2.45606541250852,0.027,0.066,1
"STS",0.172466044262331,-1.51950850476711,0.239,0.342,1
"KCNT2",0.172634624856179,0.997775160932646,0.133,0.066,1
"RHNO1",0.1726882938138,0.35301417090173,0.142,0.211,1
"GNG4",0.172744514723322,-0.98107359277093,0.044,0.092,1
"PLUT",0.172744514723322,-0.676734611471351,0.044,0.092,1
"KMT5C",0.172769250409393,0.790074358517743,0.159,0.092,1
"CEP95",0.173002653922166,-0.205786899248217,0.743,0.816,1
"ADPRH",0.173147683199323,-0.982666469832754,0.062,0.118,1
"CTD-2189E23.1",0.173147683199323,3.10340473728303,0.106,0.053,1
"TMEM44-AS1",0.173226244347446,-2.05200172188957,0.088,0.145,1
"ATP6V1C1",0.173295358942195,2.05276256313851,0.23,0.158,1
"DIO1",0.173315444617614,-1.5624775316793,0.018,0.053,1
"RP11-395I6.3",0.173315444617614,-1.48139261000515,0.018,0.053,1
"RP11-25H12.1",0.173315444617614,-0.976462247477238,0.018,0.053,1
"XXyac-YX65C7-A.2",0.173315444617614,-1.0457413334366,0.018,0.053,1
"RP11-123O1.1",0.173315444617614,-0.671097081623055,0.018,0.053,1
"PROSER2-AS1",0.173315444617614,-1.20006696425339,0.018,0.053,1
"LINC02251",0.173315444617614,-1.10489323634484,0.018,0.053,1
"RP11-862L9.3",0.173315444617614,-0.88593213344912,0.018,0.053,1
"IQCG",0.173618236994432,-0.737258671061596,0.319,0.408,1
"PKLR",0.173876100661587,0.102534655930994,0.088,0.039,1
"ZNF490",0.173897687881302,0.249066465496796,0.292,0.382,1
"ENPEP",0.173923703740905,-0.107566300583433,0.071,0.026,1
"RP11-56D16.8",0.173923703740905,1.72132422531985,0.071,0.026,1
"AMOTL1",0.173923703740905,3.0984263930172,0.071,0.026,1
"LINC01498",0.173923703740905,1.67558229628013,0.071,0.026,1
"HMMR",0.17422470704107,-0.677588810904927,0.106,0.171,1
"STPG1",0.174239237132641,0.390261554005831,0.08,0.145,1
"CTB-35F21.1",0.174239237132641,0.520050517492809,0.08,0.145,1
"AC005546.2",0.174252680854992,-2.29149327961393,0.097,0.158,1
"NRSN2-AS1",0.174252680854992,-1.99233376343551,0.097,0.158,1
"TLE3",0.174376485066571,0.378549836272874,0.522,0.658,1
"WIPI2",0.174402712354934,-0.183659836345085,0.796,0.868,1
"DNASE2",0.174521677232517,-0.67400695729602,0.168,0.25,1
"SAT2",0.174540137377268,0.893359395628193,0.336,0.461,1
"ARL6",0.174774279977911,-1.79262762235597,0.044,0.092,1
"CTD-3253I12.1",0.174774279977911,-0.983605145417089,0.044,0.092,1
"SLC6A16",0.174774279977911,-1.81261941229174,0.044,0.092,1
"TUBA4A",0.174919285465787,-1.3871378608068,0.027,0.066,1
"ZNF322",0.174919285465787,-2.72338155440138,0.027,0.066,1
"GNAI1",0.175230170784357,1.17841850377548,0.168,0.263,1
"PPIL2",0.175256526201138,0.911370308955028,0.513,0.645,1
"MMP24OS",0.175617065448572,0.155201864925103,0.416,0.526,1
"ZDHHC18",0.175798149608371,-0.138422691878222,0.257,0.342,1
"LAX1",0.175840745547537,1.38578727706533,0.088,0.039,1
"GVQW3",0.175907274518862,0.162407252545504,0.124,0.197,1
"TNRC6A",0.175918776111523,0.170368150742246,0.823,0.934,1
"RP11-624D11.2",0.17614735326121,-0.422646035596411,0.071,0.026,1
"CTD-2286N8.2",0.17614735326121,1.76231344874514,0.071,0.026,1
"CTB-85C5.2",0.17614735326121,-4.12139623285872,0.035,0.079,1
"RP4-733M16.8",0.176151848026182,-1.42594894531603,0.018,0.053,1
"ASAP3",0.176151848026182,-0.982136693543379,0.018,0.053,1
"RP4-803J11.2",0.176151848026182,-1.75207964979692,0.018,0.053,1
"LINC00954",0.176151848026182,-1.75559153106074,0.018,0.053,1
"CD8B2",0.176151848026182,-0.871655160783821,0.018,0.053,1
"RP11-538P18.2",0.176151848026182,-1.38525177045727,0.018,0.053,1
"LYRM4-AS1",0.176151848026182,-1.20895297961521,0.018,0.053,1
"RAB23",0.176151848026182,-0.77126886921581,0.018,0.053,1
"CNTNAP2-AS1",0.176151848026182,-0.622033913191753,0.018,0.053,1
"PRRX2",0.176151848026182,-0.664868480439219,0.018,0.053,1
"BARX2",0.176151848026182,-0.639449509427412,0.018,0.053,1
"RP11-106M3.3",0.176151848026182,-1.43774756343069,0.018,0.053,1
"CTD-2049O4.1",0.176151848026182,-1.2608944109333,0.018,0.053,1
"LINC02087",0.176151848026182,-0.991907013037173,0.018,0.053,1
"SLC46A1",0.176151848026182,-2.63645699984219,0.018,0.053,1
"PAK5",0.176151848026182,-0.776868178812355,0.018,0.053,1
"GAL3ST1",0.176151848026182,-0.799170537971947,0.018,0.053,1
"RP4-671O14.7",0.176151848026182,-1.43990331127798,0.018,0.053,1
"RP11-298A8.2",0.176151848026182,-1.14556364293188,0.018,0.053,1
"AGAP4",0.176190029124209,0.549023601381826,0.31,0.408,1
"CD58",0.176249271619725,1.13767471516857,0.628,0.579,1
"RFX2",0.176489090472988,0.559467350989871,0.673,0.816,1
"PLEKHG1",0.176625539941395,-0.102075516344142,0.124,0.066,1
"CALML4",0.176643099434246,-0.897906841627254,0.142,0.211,1
"GRIK3",0.176821795285436,-0.52562408825733,0.044,0.092,1
"RP1-91J24.3",0.176821795285436,-3.12247935933577,0.044,0.092,1
"TNFSF8",0.176821795285436,-1.38783166833426,0.044,0.092,1
"RP11-284E5.1",0.177065248376916,1.02830422254047,0.071,0.132,1
"NUTF2",0.177105022769063,0.136718206263126,0.637,0.671,1
"CORT",0.17740392554625,-1.42303159089314,0.027,0.066,1
"RP11-387P12.1",0.1780476787263,-0.933272053925846,0.053,0.105,1
"HYMAI",0.1780476787263,-0.840708176050905,0.053,0.105,1
"LINC02249",0.1780476787263,0.835813407797654,0.053,0.105,1
"TPMT",0.178048155294143,0.842447098173628,0.283,0.395,1
"LINC01036",0.178123401649994,0.583545818540863,0.204,0.132,1
"OXR1",0.178221553356018,0.378361869872507,0.77,0.776,1
"BANP",0.17837220139598,0.499781687781355,0.451,0.539,1
"ARL9",0.178392130371182,1.09081291093783,0.071,0.026,1
"KLRK1-AS1",0.178392130371182,-0.418960978325422,0.071,0.026,1
"RP11-599B13.7",0.178392130371182,1.39942998467169,0.071,0.026,1
"LIN28B-AS1",0.178392130371182,-0.899691404974587,0.035,0.079,1
"RP11-296E23.1",0.178392130371182,-0.893632021154455,0.035,0.079,1
"B3GNT8",0.178392130371182,-1.59214610405211,0.035,0.079,1
"SIGLEC12",0.178392130371182,-1.13982416973862,0.035,0.079,1
"RNFT1",0.178683734629359,0.147531841099824,0.425,0.526,1
"RNPEP",0.178685048456746,0.485904453491432,0.549,0.724,1
"ZBTB20",0.178738674839983,0.795785024106685,0.876,0.908,1
"CDKL4",0.178779779279824,0.51543248256262,0.071,0.132,1
"NLRX1",0.178784801552616,1.2151981232494,0.142,0.224,1
"MTREX",0.178877496448001,0.141798767485619,0.735,0.882,1
"NAP1L4",0.178909397734626,0.246495316324728,0.814,0.934,1
"RP11-335G13.1",0.179022716573895,-2.05469621987405,0.018,0.053,1
"RP11-701P16.2",0.179022716573895,-1.13835430171767,0.018,0.053,1
"EXOC3-AS1",0.179022716573895,-1.46252086092022,0.018,0.053,1
"C5orf47",0.179022716573895,-0.603235018467182,0.018,0.053,1
"EGFR",0.179022716573895,-0.660582630211607,0.018,0.053,1
"TRBV27",0.179022716573895,-0.657053393126056,0.018,0.053,1
"RP11-51J9.7",0.179022716573895,-0.956396805311981,0.018,0.053,1
"CTD-2210P24.1",0.179022716573895,-0.897669534229388,0.018,0.053,1
"TRIM9",0.179022716573895,-0.751149361115333,0.018,0.053,1
"SMAD6",0.179022716573895,-0.828396971202158,0.018,0.053,1
"RP11-400F19.18",0.179022716573895,-1.47979173883278,0.018,0.053,1
"FRMPD3",0.179022716573895,-0.774209286677041,0.018,0.053,1
"SMNDC1",0.179023936133338,0.239734920126032,0.478,0.592,1
"IL11RA",0.179087950534724,1.34967155578076,0.265,0.197,1
"SLC35G2",0.179207189908412,0.444670177083018,0.292,0.395,1
"ZFHX3",0.179543336324931,-0.863178392849566,0.416,0.487,1
"TCTN3",0.179691966267223,0.59043892057792,0.389,0.513,1
"C5orf17",0.179819620529815,-0.28592270131013,0.088,0.039,1
"EBF1",0.179819620529815,0.245099840035602,0.088,0.039,1
"RP11-141H1.1",0.179819620529815,2.39902745187208,0.088,0.039,1
"LINC01031",0.179914755318198,-2.89043076467757,0.027,0.066,1
"NCS1",0.179914755318198,-1.45871698300286,0.027,0.066,1
"RTN1",0.179914755318198,-0.749479914738775,0.027,0.066,1
"RP11-678G14.4",0.179914755318198,-0.795220750007304,0.027,0.066,1
"TWF1",0.179966114768948,0.51847750276902,0.327,0.421,1
"GALNT13",0.179977526355392,4.09343214292931,0.124,0.066,1
"ZNF594",0.179979502072757,-0.716851232906319,0.053,0.105,1
"IL1B",0.179984737108669,0.534224054669389,0.195,0.276,1
"EIF2D",0.180309134339853,-0.506492535942945,0.265,0.368,1
"LRIF1",0.180345991534476,0.198856606434747,0.062,0.118,1
"FAM151B",0.180345991534476,1.54491314629545,0.106,0.053,1
"BICRAL",0.180422281303143,-0.126845384363916,0.451,0.566,1
"MIR100HG",0.180506629142285,-0.367657069975117,0.071,0.132,1
"SLFN11",0.180586930958425,-0.228615200088191,0.239,0.329,1
"EMSY",0.180612642546534,-0.5956843148763,0.274,0.368,1
"RP1-228H13.6",0.180658125067455,-1.01968687961913,0.035,0.079,1
"CAGE1",0.180658125067455,-1.59782423938947,0.035,0.079,1
"GTPBP4",0.180808920089763,0.940960644876875,0.841,0.842,1
"SEC16A",0.180912750879994,1.212583733775,0.735,0.724,1
"RP11-1252I4.2",0.180970355981573,1.89807637514919,0.044,0.092,1
"RP11-390P2.4",0.180970355981573,-1.32857566237458,0.044,0.092,1
"RP11-196G11.5",0.181253664185701,0.161364526773926,0.327,0.237,1
"LONP2",0.181380952811339,0.204035496349606,0.735,0.868,1
"RBM45",0.181451565086114,-1.66076427034561,0.124,0.184,1
"ANKRD36C",0.181626919301629,0.509437827556037,0.912,0.974,1
"HYAL3",0.181639568128454,-0.20454602651608,0.106,0.171,1
"DIXDC1",0.181639568128454,0.6519953095867,0.106,0.171,1
"PPP1R14C",0.181926857498603,-0.767230338516483,0.053,0.105,1
"EEF1AKMT3",0.181926857498603,-0.701429640623075,0.053,0.105,1
"RP11-589M4.5",0.181926857498603,-0.13526041496316,0.053,0.105,1
"GIPC1",0.181926857498603,-0.787341348520474,0.053,0.105,1
"LRRC8D-DT",0.181928237405683,-0.232006418592793,0.018,0.053,1
"RP11-861A13.2",0.181928237405683,-0.539209596515971,0.018,0.053,1
"CD86",0.181928237405683,-0.554469505100983,0.018,0.053,1
"CLCN2",0.181928237405683,-1.26386372029762,0.018,0.053,1
"RP11-499E18.1",0.181928237405683,-0.887928910850244,0.018,0.053,1
"RP11-367N14.2",0.181928237405683,-0.928140290687093,0.018,0.053,1
"CTC-551A13.2",0.181928237405683,-2.30587429229089,0.018,0.053,1
"TMCO6",0.181928237405683,-0.714909102741936,0.018,0.053,1
"STMND1",0.181928237405683,-0.666633206769154,0.018,0.053,1
"RP1-12G14.9",0.181928237405683,-2.36430958866947,0.018,0.053,1
"RP11-417B4.2",0.181928237405683,-1.66686878089504,0.018,0.053,1
"CALHM2",0.181928237405683,-0.10378177568446,0.018,0.053,1
"CCDC85C",0.181928237405683,-0.421457919545665,0.018,0.053,1
"ANKRD9",0.181928237405683,-0.636567447785329,0.018,0.053,1
"IGDCC3",0.181928237405683,-0.662299398752897,0.018,0.053,1
"ANKRD34C-AS1",0.181928237405683,-0.738789207424954,0.018,0.053,1
"RP11-96D1.5",0.181928237405683,-0.670057284882988,0.018,0.053,1
"SLFN5",0.181928237405683,-0.748019083918727,0.018,0.053,1
"RP5-967N21.11",0.181928237405683,-0.688648619668108,0.018,0.053,1
"RSPH1",0.181928237405683,-0.23277840489843,0.018,0.053,1
"RP11-126D17.5",0.181928237405683,-0.655185763349553,0.018,0.053,1
"RAB40A",0.181928237405683,-1.16981859579881,0.018,0.053,1
"AC007566.10",0.181951976849196,0.443323432709951,0.115,0.184,1
"ZC3H12B",0.182081069646907,3.30256070024336,0.204,0.145,1
"MAVS",0.18209077418804,0.345624016188267,0.655,0.737,1
"RP11-154H23.4",0.182179823294236,0.285958710105144,0.106,0.053,1
"MSL3",0.182271910555415,0.308027647988303,0.292,0.382,1
"STPG4",0.182272599236714,-2.54933074459425,0.115,0.171,1
"GTF2IRD1",0.182293232731032,2.45653947807865,0.097,0.171,1
"KIFC3",0.182293232731032,-0.545236887400757,0.097,0.171,1
"PRDM15",0.18232900216188,0.671591275513618,0.336,0.447,1
"HORMAD1",0.18245189750086,-1.59779946105212,0.027,0.066,1
"AHRR",0.18245189750086,-1.28976419860795,0.027,0.066,1
"BRD3OS",0.18245189750086,-1.25614527917807,0.027,0.066,1
"RP11-363N22.3",0.18245189750086,-1.0844754058967,0.027,0.066,1
"RP11-341G23.2",0.18245189750086,-0.880464327572969,0.027,0.066,1
"RP11-184D12.1",0.18245189750086,-1.01015044945032,0.027,0.066,1
"RP11-521L9.1",0.18245189750086,-0.938831346865389,0.027,0.066,1
"LRCH4",0.182757340934838,0.533822355111457,0.69,0.842,1
"PSMD6-AS2",0.182791606014631,0.746499556652402,0.142,0.224,1
"HPGDS",0.182911557922075,0.149997045919244,0.124,0.197,1
"ZCCHC2",0.182921338663818,0.321681047858006,0.708,0.855,1
"SMIM1",0.182945426113727,-0.108123655287913,0.071,0.026,1
"FSIP2",0.182945426113727,-0.724422799032406,0.071,0.026,1
"FSTL4",0.182945426113727,-0.408926662670491,0.071,0.026,1
"RP11-417L19.4",0.182945426113727,1.19911010639856,0.071,0.026,1
"SLFN13",0.182945426113727,-0.190374980714878,0.071,0.026,1
"HTR4",0.182945426113727,-0.732797150107263,0.035,0.079,1
"UPK3BL2",0.182945426113727,-1.32404026056213,0.035,0.079,1
"CYP27B1",0.182945426113727,-1.72131040637547,0.035,0.079,1
"ACTR3C",0.182989633960986,-0.164170601342374,0.221,0.303,1
"TESMIN",0.183030608382131,0.884285198529051,0.496,0.395,1
"NDEL1",0.183052193548689,0.698341477626385,0.531,0.724,1
"RP11-774O3.3",0.183071539158653,-0.592870735990481,0.044,0.092,1
"RASGRF2",0.183071539158653,-0.627374234894885,0.044,0.092,1
"IRF2BP1",0.183071539158653,-0.729796257528184,0.044,0.092,1
"BET1L",0.183145436969742,-1.48279566669655,0.221,0.289,1
"TMUB1",0.183154111296246,-0.399622572714245,0.133,0.211,1
"NEXN",0.183167435341636,1.09189301760399,0.159,0.25,1
"SLC22A4",0.183214240380527,0.830863235836586,0.398,0.303,1
"CPPED1",0.183233135368248,-0.117839681558624,0.549,0.632,1
"GON4L",0.183337751939605,0.20655382042022,0.628,0.789,1
"PCDH7",0.183376554370203,2.92735692855115,0.124,0.066,1
"ZNF324",0.18346582831377,1.05424809393636,0.204,0.132,1
"PRCC",0.183688138917184,0.11573254100725,0.46,0.539,1
"DNASE1",0.183821254964608,-0.335211071009547,0.372,0.434,1
"AC019330.1",0.183865021197162,1.58914041768534,0.088,0.039,1
"CCDC71",0.183889799863689,-1.01586979711585,0.053,0.105,1
"AADACL2-AS1",0.183889799863689,-0.536631967661628,0.053,0.105,1
"LEAP2",0.183889799863689,-0.720518606275048,0.053,0.105,1
"PRICKLE3",0.183889799863689,0.331741442942667,0.053,0.105,1
"NCK1",0.183901753772423,0.178558239534364,0.655,0.737,1
"IDUA",0.183923882420358,1.1464038267281,0.221,0.316,1
"MRPL32",0.183962542219303,1.04777648984069,0.301,0.382,1
"POP1",0.183997442115919,0.361672568599114,0.071,0.132,1
"ZNF780A",0.184027448805206,0.234457393550613,0.062,0.118,1
"SRRD",0.184027448805206,-1.02304764357336,0.062,0.118,1
"ZNF682",0.184084334925875,-0.564653658320666,0.327,0.421,1
"TLE1",0.184524776900886,1.08105112708617,0.142,0.079,1
"C1QTNF4",0.184524776900886,1.66564855275158,0.142,0.079,1
"ERV3-1",0.184550776345264,0.381725786886983,0.15,0.237,1
"LINC00571",0.184670193097776,3.0677442753373,0.159,0.092,1
"RP4-604K5.3",0.184868594367204,-1.14191236120723,0.018,0.053,1
"HCN3",0.184868594367204,-0.134775047044222,0.018,0.053,1
"ADAM23",0.184868594367204,-0.837491843440385,0.018,0.053,1
"CLDN18",0.184868594367204,-0.731862344528307,0.018,0.053,1
"PDCL2",0.184868594367204,-0.535680863044197,0.018,0.053,1
"SLC45A2",0.184868594367204,-0.274985710971527,0.018,0.053,1
"PLEKHA8",0.184868594367204,-0.616617601087021,0.018,0.053,1
"AC058791.1",0.184868594367204,-0.816409674499915,0.018,0.053,1
"MORN4",0.184868594367204,-1.3513200986479,0.018,0.053,1
"RP11-304M2.3",0.184868594367204,-0.369712071909891,0.018,0.053,1
"HSPB8",0.184868594367204,-0.587049705912813,0.018,0.053,1
"MYO16-AS1",0.184868594367204,-0.869296925986534,0.018,0.053,1
"AC113189.5",0.184868594367204,-0.725976223786807,0.018,0.053,1
"AC015849.13",0.184868594367204,-0.727128254315708,0.018,0.053,1
"SSC5D",0.184868594367204,0.708562945819195,0.018,0.053,1
"MATN4",0.184868594367204,-0.992750827035239,0.018,0.053,1
"SRGAP2-AS1",0.185015472902564,-0.698352100657909,0.027,0.066,1
"SAMMSON",0.185015472902564,-4.05732970085689,0.027,0.066,1
"HCRTR2",0.185015472902564,-0.684076180323366,0.027,0.066,1
"RDH10",0.185015472902564,-0.673640038306955,0.027,0.066,1
"RP11-248J18.3",0.185015472902564,-0.988905857083126,0.027,0.066,1
"RP11-645C24.5",0.185015472902564,-1.46586504061925,0.027,0.066,1
"WFDC1",0.185015472902564,-1.42489270724412,0.027,0.066,1
"SLC25A23",0.185015472902564,-0.634911852687981,0.027,0.066,1
"UACA",0.185190747933435,-0.940465566240454,0.044,0.092,1
"GRIN2A",0.185190747933435,-0.880667072734368,0.044,0.092,1
"RP11-21B23.3",0.185254121016063,-0.315967758159678,0.071,0.026,1
"ELAPOR2",0.185254121016063,-0.679745823832261,0.035,0.079,1
"ZGPAT",0.185577833986115,0.939902306863886,0.389,0.513,1
"ZNF8",0.185590140001868,0.680509177358997,0.336,0.461,1
"CLBA1",0.18576148234884,0.460389067507894,0.071,0.132,1
"LINC02482",0.185784597526943,1.67454511507985,0.08,0.145,1
"ECT2L",0.185868383350564,-0.368005661230726,0.053,0.105,1
"TSGA10",0.185888913087082,0.820557355249824,0.106,0.053,1
"LINC01580",0.185912820327861,0.110389753320028,0.088,0.039,1
"SDR42E2",0.185912820327861,1.19391480676612,0.088,0.039,1
"NAA40",0.185933517888902,0.687522459838535,0.354,0.474,1
"OARD1",0.185978118639111,-0.29034630400956,0.372,0.461,1
"NBPF14",0.186151215200557,0.455250228661754,0.637,0.632,1
"GRB2",0.186155075704651,0.156897260594483,0.965,1,1
"GABARAPL2",0.186472351457664,-0.316837091367645,0.381,0.474,1
"CFAP410",0.187001686884172,0.10593691180162,0.133,0.197,1
"AUTS2",0.187050671991196,0.54379868450765,0.965,0.961,1
"FUCA1",0.187328048955107,0.255075780604923,0.044,0.092,1
"SLC30A10",0.187328048955107,-0.649070702311484,0.044,0.092,1
"ZNF385B",0.187328048955107,-0.584033050293555,0.044,0.092,1
"MYLK3",0.187328048955107,-0.559838842170685,0.044,0.092,1
"CTD-2537I9.12",0.187328048955107,-0.54706348784947,0.044,0.092,1
"CEP120",0.187398772609391,-1.22656816974814,0.265,0.329,1
"SYT2",0.187584295998211,-1.02135266338846,0.035,0.079,1
"RP11-177J6.1",0.187584295998211,-1.08291656447734,0.035,0.079,1
"AC023590.1",0.187584295998211,-0.65226172672401,0.035,0.079,1
"GABRR1",0.187605600378748,-0.560082989742472,0.027,0.066,1
"ASPN",0.187605600378748,-1.74083496524209,0.027,0.066,1
"GPRC5D-AS1",0.187605600378748,-1.08878454313223,0.027,0.066,1
"RP11-1105G2.3",0.187605600378748,-0.545717700166868,0.027,0.066,1
"RP11-317N8.5",0.187605600378748,-1.01704576571629,0.027,0.066,1
"FRMD6-AS2",0.187605600378748,-0.66274104101023,0.027,0.066,1
"ST20-AS1",0.187605600378748,-1.97212758835996,0.027,0.066,1
"SH2D3A",0.187605600378748,0.376873288124188,0.027,0.066,1
"SPIN3",0.187605600378748,-1.1508478100333,0.027,0.066,1
"PTPN13",0.187764260620214,-1.1798097959023,0.062,0.118,1
"RP11-585P4.5",0.187764260620214,-1.23272274000665,0.062,0.118,1
"ZNF607",0.187764260620214,0.52033727421045,0.062,0.118,1
"DLEU7",0.187764260620214,0.371723984679134,0.106,0.053,1
"MIR4432HG",0.187843967920925,-0.647540064729998,0.018,0.053,1
"SMIM31",0.187843967920925,-0.504980729333082,0.018,0.053,1
"CTD-2195H9.1",0.187843967920925,-0.596530878051547,0.018,0.053,1
"SPATA24",0.187843967920925,-1.22017209312497,0.018,0.053,1
"CCNJL",0.187843967920925,-0.586060022954621,0.018,0.053,1
"EMX2OS",0.187843967920925,-0.587206358397649,0.018,0.053,1
"RP11-811I7.3",0.187843967920925,-0.597434028848244,0.018,0.053,1
"ABCC9",0.187843967920925,-0.367868549098223,0.018,0.053,1
"SCAT2",0.187843967920925,-0.585058357005316,0.018,0.053,1
"TSPAN8",0.187843967920925,-0.509939286417127,0.018,0.053,1
"RP11-864J10.4",0.187843967920925,-0.815285932713967,0.018,0.053,1
"LGMN",0.187843967920925,-0.609739813289256,0.018,0.053,1
"RHBDL1",0.187843967920925,-0.84130686389256,0.018,0.053,1
"CTB-50L17.9",0.187843967920925,0.171444803919473,0.018,0.053,1
"BMPR1A",0.187977431314443,0.691782337289242,0.088,0.039,1
"DSTYK",0.188262750936412,1.04600147671153,0.796,0.882,1
"CTD-2302E22.6",0.18827990831175,-1.32015450625516,0.097,0.158,1
"POR",0.188513952279947,0.147824530212187,0.336,0.447,1
"PLD5",0.188563927319394,-1.38763280670401,0.124,0.066,1
"TIAL1",0.188615278310517,0.564165365306187,0.761,0.921,1
"INPP4A",0.188949566238962,-0.12349952635542,0.602,0.724,1
"DOCK3",0.189031853856563,-0.656506750907768,0.168,0.237,1
"ARHGEF1",0.18905545247147,-0.343671036664888,0.646,0.737,1
"STK11",0.18915147748632,-0.479026976171701,0.319,0.408,1
"SLIT3",0.189356318653071,0.467719036290382,0.168,0.105,1
"RP3-510L9.1",0.189404527663052,0.264326790110504,0.142,0.079,1
