"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","RP11-34P13.13",0.173018932569043,0.225244369888883,1.49150015321399,0.151018670298833,0.879960988041609,NA
"2","LINC01409",1.40242985388488,-0.0481079743838921,0.769069920823525,-0.0625534468080324,0.950122100838184,0.976871232034222
"3","LINC01128",0.90441642392228,-0.275079189348574,1.47080551372237,-0.187026215758734,0.851640078393693,0.927987253071738
"4","LINC00115",0.0652780749754628,0.423635100432102,2.45506398111715,0.172555625307708,0.86300073443728,NA
"5","FAM41C",0.0510805019499655,1.18142434377244,2.57346928772852,0.459078470221506,0.646177816804518,NA
"6","RP11-54O7.16",0.00753537349451879,0.512792651095587,2.91469211571868,0.17593372841342,0.860346007175304,NA
"7","NOC2L",17.1442640656964,0.502619805999701,0.539202938061049,0.932153314681669,0.351257298384115,0.570876669105613
"8","KLHL17",1.5294534140889,2.92807957720066,1.22015199211512,2.3997662554522,0.0164055439849016,0.0829391390347802
"9","HES4",0.402380752850671,-0.116529295527675,2.91303109392194,-0.0400027640524726,0.968090922663277,NA
"10","ISG15",8.31176949278562,1.63010754454038,0.624823756754924,2.60890775505477,0.00908317239339023,0.054894599842906
"11","AGRN",0.0916567807337306,-0.176713535031795,2.91346880827335,-0.0606539992911486,0.951634767435057,NA
"12","C1orf159",8.64676461478684,-0.284267093670352,0.844219517092398,-0.33672177427194,0.73632664746574,0.860313454027009
"13","RP11-465B22.9",0.298975959723551,-0.244609309135567,2.11061511713613,-0.115894796331922,0.907735919831922,NA
"14","TTLL10",0.0259805068877009,0.902018423877911,2.91434396567378,0.309509939287269,0.756933652646935,NA
"15","TNFRSF18",0.227364760501604,2.06671519842725,2.912879178714,0.709509413754563,0.478008411778749,NA
"16","TNFRSF4",0.252603446970751,0.802661351669002,2.45769259971223,0.326591434487366,0.743976922888779,NA
"17","SDF4",11.8929412543785,-0.83913489589118,0.452965543140471,-1.85253582441027,0.0639489182093512,0.199595414664104
"18","B3GALT6",0.707876123452372,0.880257978250438,1.259027190026,0.699157242372388,0.484453768425298,0.685351155784538
"19","C1QTNF12",0.509565811078254,1.21239838186099,2.32960738908473,0.520430346993929,0.602763663251098,NA
"20","RP5-902P8.12",0,0,0,0,1,NA
"21","UBE2J2",8.73684364978749,-0.234475995873644,0.537505181615738,-0.436230205574595,0.66266971464787,0.812581777120642
"22","LINC01786",0.0316064840923517,0.177670448654255,2.91422104404045,0.0609667029265297,0.951385726922548,NA
