"Cell","mapping_error_score","mapping_error_QC","UMAP1_projected","UMAP2_projected","predicted_CellType","predicted_CellType_prob","predicted_Pseudotime"
"S3PL07-07L-852-EOC3",15.9511838540382,"Pass",6.35099029541016,-10.2960920333862,"CD14 Mono",1,20.88531
"S3PL07-09B-852-EOC3",11.6234232118119,"Pass",3.57629466056824,1.6158447265625,"LMPP",0.766666666666667,0.30377995
"S3PL07-09D-852-EOC3",7.49158478088708,"Pass",4.81077909469604,7.39586019515991,"BFU-E",0.9,5.747229
"S3PL07-09J-852-EOC3",12.7464584307416,"Pass",6.94176816940308,5.77660894393921,"EoBasoMast Precursor",1,6.150229
"S3PL07-09N-852-EOC3",6.21470574298403,"Pass",5.49923324584961,8.53941535949707,"BFU-E",1,7.92178072256193
"S3PL07-09P-852-EOC3",12.034125215017,"Pass",3.93542337417603,2.81490445137024,"MPP-MkEry",0.733333333333333,0.3565203
"S3PL07-11B-852-EOC3",13.397393715732,"Pass",3.64111423492432,3.40910744667053,"MPP-MkEry",0.7,0.383680991242552
"S3PL07-11D-852-EOC3",12.8264211101246,"Pass",3.87620282173157,2.43534016609192,"LMPP",0.466666666666667,1.379248e-07
"S3PL07-11F-852-EOC3",8.18108764679757,"Pass",2.88252925872803,3.91624855995178,"HSC",0.633333333333333,0.4960811
"S3PL07-11H-852-EOC3",8.2019245829512,"Pass",4.86328744888306,5.50524806976318,"MEP",1,3.445772
"S3PL07-11L-852-EOC3",12.1146105346239,"Pass",2.20869827270508,3.6459379196167,"HSC",0.8,0.04446604
"S3PL07-11P-852-EOC3",8.21222857174153,"Pass",-1.44621205329895,-2.41364407539368,"Large Pre-B",1,12.19862
"S3PL07-13D-852-EOC3",8.34182908611717,"Pass",-0.371738433837891,-4.13528966903687,"Pro-B VDJ",1,9.8457875
"S3PL07-13F-852-EOC3",8.10061036364553,"Pass",-0.323432296514511,-3.08476448059082,"Pro-B Cycling",0.8,9.7232435
"S3PL07-13H-852-EOC3",6.85805547357014,"Pass",3.26225423812866,6.78531408309937,"Megakaryocyte Precursor",0.7,8.534865
"S3PL07-13J-852-EOC3",15.1404743999546,"Pass",6.99644231796265,-4.69999980926514,"GMP-Mono",0.6,12.913595
"S3PL07-15B-852-EOC3",8.15329429224577,"Pass",3.95374846458435,7.62761116027832,"BFU-E",1,7.61117313031676
"S3PL07-15D-852-EOC3",13.5942507706168,"Pass",2.96395397186279,2.36496090888977,"LMPP",0.451612903225806,0.124872
"S3PL07-15J-852-EOC3",6.26882724014276,"Pass",3.27576923370361,3.3824245929718,"MPP-MkEry",0.666666666666667,0.0517469409416782
"S3PL07-15P-852-EOC3",13.6539046918259,"Pass",7.12273597717285,-2.15279293060303,"Early GMP",0.833333333333333,7.248853
"S3PL07-17B-852-EOC3",12.698121132848,"Pass",3.64331436157227,2.01389265060425,"LMPP",0.6,0.2111371
"S3PL07-17D-852-EOC3",6.32659581127554,"Pass",-1.21590173244476,-2.26319789886475,"Large Pre-B",0.833333333333333,11.96505
"S3PL07-17H-852-EOC3",13.9819761682034,"Pass",6.4660530090332,5.8338131904602,"EoBasoMast Precursor",1,6.3064755
"S3PL07-17J-852-EOC3",8.67649418909219,"Pass",2.51290774345398,2.70567011833191,"HSC",0.433333333333333,0.035899855
"S3PL07-17L-852-EOC3",9.31822442692191,"Pass",2.24108362197876,-1.95859515666962,"CLP",0.870967741935484,5.9207643798813
"S3PL07-17N-852-EOC3",9.53832700103288,"Pass",2.77986621856689,2.55199265480042,"MPP-MyLy",0.666666666666667,0.1107206
"S3PL07-17P-852-EOC3",13.5255751955059,"Pass",6.18789196014404,-0.855733096599579,"Early GMP",0.866666666666667,5.370864
"S3PL07-19D-852-EOC3",7.27481367491413,"Pass",4.21078824996948,3.10580849647522,"MPP-MkEry",0.7,0.0009945047
"S3PL07-19F-852-EOC3",7.16887111263358,"Pass",-0.557163953781128,-4.29339790344238,"Pro-B VDJ",1,10.03691
"S3PL07-19H-852-EOC3",10.7352177992516,"Pass",-0.583367884159088,-4.64553070068359,"Pro-B VDJ",1,10.11074
"S3PL07-21D-852-EOC3",11.2824107388137,"Pass",3.62997770309448,1.83262705802917,"LMPP",0.566666666666667,0.22070595
"S3PL07-21H-852-EOC3",9.25138108484336,"Pass",5.2573676109314,1.89495992660522,"Cycling Progenitor",1,3.2482
"S3PL07-21L-852-EOC3",7.64376383029391,"Pass",1.85467422008514,2.95578408241272,"HSC",1,2.201263e-07
"S3PL07-21N-852-EOC3",16.1674560343695,"Pass",3.63060593605042,0.208448857069016,"LMPP",0.466666666666667,4.371357
"S3PL07-23B-NOC156",7.57062444786077,"Pass",4.13031911849976,11.2142086029053,"Pro-Erythroblast",0.933333333333333,12.66791
"S3PL07-23D-NOC156",7.83482077983143,"Pass",3.2838282585144,1.36509251594543,"LMPP",0.833333333333333,0.59297155
"S3PL07-23F-NOC156",11.8361061754297,"Pass",1.71692049503326,-2.24507260322571,"Pre-ProB",0.9,6.8217125
"S3PL07-23H-NOC156",8.1692650831216,"Pass",4.67421340942383,1.22677850723267,"Early GMP",0.633333333333333,2.695157
"S3PL07-23J-NOC156",8.00200570212026,"Pass",2.9724771976471,2.97942495346069,"MPP-MyLy",0.433333333333333,0.2085219
"S3PL07-23L-NOC156",8.47774893141638,"Pass",2.56462168693542,3.2626805305481,"HSC",0.966666666666667,0.1752554
"S3PL07-23N-NOC156",6.83429841348042,"Pass",3.63875102996826,1.33446764945984,"LMPP",0.933333333333333,0.5784472
"S3PL08-01A-852-REL",14.5984725038338,"Pass",3.24925899505615,1.34358978271484,"LMPP",0.733333333333333,0.59183745
"S3PL08-01C-852-REL",11.5560410731939,"Pass",3.87750720977783,2.73580384254456,"LMPP",0.466666666666667,0.3565203
"S3PL08-01E-852-REL",14.1318623655738,"Pass",3.63803887367249,3.11384987831116,"MPP-MkEry",0.7,0.074014455
"S3PL08-01G-852-REL",13.3045414493836,"Pass",3.57431674003601,1.07423484325409,"LMPP",0.966666666666667,1.26091
"S3PL08-01I-852-REL",11.7083771292099,"Pass",3.1134021282196,2.81155371665955,"MPP-MyLy",0.466666666666667,0.1932145
"S3PL08-01K-852-REL",15.1242414663634,"Pass",3.54937791824341,1.21780908107758,"LMPP",0.833333333333333,0.6566567
"S3PL08-01M-852-REL",11.2100039245081,"Pass",5.25207853317261,-0.144937172532082,"Early GMP",0.933333333333333,3.4294965
"S3PL08-03A-852-REL",8.95940941905577,"Pass",2.38806867599487,6.95027303695679,"Megakaryocyte Precursor",1,8.534865
"S3PL08-03C-852-REL",7.64978702004739,"Pass",4.25181722640991,1.39337265491486,"LMPP",0.633333333333333,2.087791
"S3PL08-03E-852-REL",10.8659718495798,"Pass",3.88231730461121,2.63227653503418,"MPP-MkEry",0.533333333333333,0.3565202
"S3PL08-03G-852-REL",12.8885701928416,"Pass",4.39462327957153,4.39478158950806,"MEP",0.533333333333333,2.643161
"S3PL08-03I-852-REL",12.9760673095726,"Pass",4.02902126312256,1.11320579051971,"Early GMP",0.5,1.172028
"S3PL08-03K-852-REL",14.0193306620394,"Pass",4.22736024856567,0.72044849395752,"LMPP",0.8,1.928159
"S3PL08-03M-852-REL",12.8857930258621,"Pass",4.41556882858276,1.13287210464478,"Early GMP",0.733333333333333,2.69515645307008
"S3PL08-05A-852-REL",14.6096492247086,"Pass",3.60115647315979,3.02029728889465,"MPP-MkEry",0.766666666666667,0.1664323
"S3PL08-05C-852-REL",12.2827365266588,"Pass",2.97278356552124,3.57662725448608,"MPP-MkEry",0.533333333333333,0.1521014
"S3PL08-05E-852-REL",12.2422950042853,"Pass",5.02673768997192,0.557243168354034,"Early GMP",0.766666666666667,2.267438
"S3PL08-05G-852-REL",11.6059472752728,"Pass",3.45513272285461,1.19673478603363,"LMPP",1,0.6620711
"S3PL08-05I-852-REL",15.3189598883972,"Pass",3.4456889629364,2.79070448875427,"MPP-MkEry",0.466666666666667,0.21932515
"S3PL08-05K-852-REL",12.888368911462,"Pass",3.44012331962585,1.17029333114624,"LMPP",0.866666666666667,0.68991745
"S3PL08-05M-852-REL",14.6139359057312,"Pass",3.67633700370789,2.85870981216431,"MPP-MkEry",0.548387096774194,0.3565203
"S3PL08-05O-852-REL",14.7226281765409,"Pass",3.01901602745056,3.51871919631958,"MPP-MkEry",0.7,0.170774509101798
"S3PL08-07A-852-REL",12.500183207277,"Pass",3.60736465454102,2.17858648300171,"LMPP",0.466666666666667,0.244318845
"S3PL08-07C-852-REL",11.1095413571244,"Pass",4.14030170440674,1.35967838764191,"LMPP",0.666666666666667,2.087791
"S3PL08-07E-852-REL",13.2946161589805,"Pass",3.14510297775269,2.03835654258728,"MPP-MyLy",0.5,0.417153383306315
"S3PL08-07G-852-REL",13.6317484540788,"Pass",3.25377106666565,3.29986453056335,"MPP-MkEry",0.766666666666667,0.044322614399563
"S3PL08-07I-852-REL",14.6069690786804,"Pass",3.31249737739563,2.03215146064758,"LMPP",0.566666666666667,0.4239271
"S3PL08-07K-852-REL",11.6218433287105,"Pass",3.36923027038574,1.61931693553925,"LMPP",0.766666666666667,0.29577625
"S3PL08-07M-852-REL",11.3154587151214,"Pass",3.13099360466003,2.41051268577576,"MPP-MyLy",0.666666666666667,7.6273575e-08
"S3PL08-07O-852-REL",11.6911476665921,"Pass",3.62025165557861,1.932692527771,"LMPP",0.733333333333333,0.2670115
"S3PL08-09A-852-REL",11.0728233320952,"Pass",4.61699819564819,0.680058062076569,"Early GMP",0.866666666666667,2.2117785
"S3PL08-09E-852-REL",13.598973307536,"Pass",3.2261815071106,3.03639364242554,"MPP-MkEry",0.7,1.857439e-07
"S3PL08-09G-852-REL",13.9662116392404,"Pass",4.3121542930603,1.24290645122528,"LMPP",0.666666666666667,2.192953
"S3PL08-09I-852-REL",11.8978671150861,"Pass",3.12325930595398,1.91505932807922,"MPP-MyLy",0.466666666666667,0.50463525
"S3PL08-09K-852-REL",14.3874039969418,"Pass",3.22886753082275,2.40048956871033,"MPP-MyLy",0.466666666666667,0.22318045
"S3PL08-09M-852-REL",15.2259574551014,"Pass",3.81062960624695,1.71634531021118,"LMPP",0.633333333333333,0.34635105
"S3PL08-09O-852-REL",14.8500993561056,"Pass",3.54384160041809,2.63349795341492,"LMPP",0.366666666666667,0.317735511831674
"S3PL08-11C-852-REL",10.2673466106878,"Pass",1.8260190486908,-2.16601347923279,"CLP",0.9,6.41401451523605
"S3PL08-11E-852-REL",8.57197161807874,"Pass",4.07337284088135,0.52616810798645,"LMPP",0.866666666666667,2.07491919126687
"S3PL08-11M-852-REL",7.61261745893217,"Pass",4.86876630783081,1.37373280525208,"Early GMP",0.566666666666667,2.7730455
"S3PL08-11O-852-REL",10.2669302028351,"Pass",3.93016934394836,0.571157693862915,"LMPP",0.870967741935484,2.11086719901086
"S3PL08-13E-852-REL",8.14771062460389,"Pass",4.0036792755127,1.20765125751495,"LMPP",0.9,1.1744485
"S3PL08-13G-852-REL",12.4219746621001,"Pass",3.68541646003723,2.8055739402771,"MPP-MkEry",0.566666666666667,0.35652025
"S3PL08-13I-852-REL",10.1842266466428,"Pass",3.5032811164856,1.51860892772675,"LMPP",0.833333333333333,0.67959065
"S3PL08-15A-852-REL",13.6742033881339,"Pass",6.78236436843872,0.864035606384277,"Cycling Progenitor",1,5.21634
"S3PL08-15C-852-REL",9.49915841769158,"Pass",3.4858934879303,2.29908394813538,"MPP-MyLy",0.4,0.07319621
"S3PL08-15G-852-REL",13.3310833033581,"Pass",4.11999940872192,2.88604164123535,"MPP-MkEry",0.533333333333333,0.00099462605
"S3PL08-15I-852-REL",13.8242322091866,"Pass",3.13864016532898,2.00802874565125,"MPP-MyLy",0.633333333333333,0.4203601
"S3PL08-15M-852-REL",7.92443675067704,"Pass",7.45841217041016,0.569758355617523,"Cycling Progenitor",1,5.21634
"S3PL08-15O-852-REL",9.32663011394345,"Pass",4.3919882774353,3.33840274810791,"MPP-MkEry",0.5,0.0009945636
"S3PL08-17A-852-REL",15.9204125321326,"Pass",3.75541567802429,1.52638792991638,"LMPP",0.633333333333333,0.1196431
"S3PL08-17C-852-REL",8.80862497360358,"Pass",3.65045404434204,1.07110500335693,"LMPP",1,1.26091
"S3PL08-17E-852-REL",12.1441171252717,"Pass",3.97414660453796,3.01161336898804,"MPP-MkEry",0.866666666666667,0.00099460155
"S3PL08-17G-852-REL",11.5314812330866,"Pass",3.93688607215881,1.40118217468262,"LMPP",0.8,0.1555173
"S3PL08-17I-852-REL",13.6058620383379,"Pass",3.76188349723816,0.929205536842346,"LMPP",0.933333333333333,1.17595
"S3PL08-17K-852-REL",12.5839323021437,"Pass",4.37717628479004,3.84023022651672,"MPP-MkEry",0.5,1.022456
"S3PL08-17M-852-REL",10.9282434801766,"Pass",3.52433919906616,1.89667344093323,"LMPP",0.533333333333333,0.42462505
"S3PL08-17O-852-REL",11.4832601464916,"Pass",3.29536390304565,2.77467894554138,"MPP-MyLy",0.433333333333333,0.07055962
"S3PL08-21A-852-REL",13.2457480866587,"Pass",3.32715034484863,3.51916527748108,"MPP-MkEry",0.833333333333333,0.08995997
"S3PL08-21E-852-REL",15.2757187249133,"Pass",-6.91944980621338,12.9807977676392,"HSC",0.933333333333333,0
"S3PL08-23A-NOC156",8.73416849183439,"Pass",5.65327024459839,7.95885467529297,"BFU-E",1,6.91482336787
"S3PL08-23C-NOC156",8.34738704711449,"Pass",1.87842702865601,3.35199213027954,"HSC",1,0.07124921
"S3PL08-23E-NOC156",14.2657284182771,"Pass",5.23722648620605,-1.86817169189453,"Early GMP",0.6,6.302382
"S3PL08-23G-NOC156",10.4775791569772,"Pass",-0.520516097545624,-4.57405233383179,"Pro-B VDJ",1,10.11074
"S3PL08-23I-NOC156",8.45299270867076,"Pass",1.78934490680695,-2.15251731872559,"Pre-ProB",0.741935483870968,6.44707279721334
"S3PL08-23K-NOC156",8.70628955180127,"Pass",4.26390600204468,5.70362854003906,"MEP",1,3.24128589279487
"S3PL08-23M-NOC156",8.00102261503075,"Pass",2.00880670547485,2.79718089103699,"HSC",0.933333333333333,0.0048629435
"S3PL08-01B-852-REL",12.8538495047224,"Pass",3.59361624717712,1.6631190776825,"LMPP",0.966666666666667,0.25029025
"S3PL08-01D-852-REL",14.990752295424,"Pass",3.71147227287292,1.84824585914612,"LMPP",0.833333333333333,0.255495701078371
"S3PL08-01F-852-REL",11.5490921972175,"Pass",3.30728936195374,1.6522011756897,"LMPP",0.733333333333333,0.2957763
"S3PL08-01H-852-REL",14.4897043288806,"Pass",3.64245176315308,1.39777874946594,"LMPP",0.833333333333333,0.5999789
"S3PL08-01J-852-REL",14.1643476007259,"Pass",4.25912141799927,1.78938114643097,"LMPP",0.466666666666667,2.087791
"S3PL08-01L-852-REL",12.2582430736342,"Pass",3.82925796508789,1.76322078704834,"LMPP",0.6,0.34635115
"S3PL08-01P-852-REL",11.098256386288,"Pass",6.29433107376099,-0.066346175968647,"Cycling Progenitor",0.548387096774194,5.069379
"S3PL08-03B-852-REL",10.1923036521,"Pass",4.23706531524658,1.32479572296143,"LMPP",0.866666666666667,2.116588
"S3PL08-03D-852-REL",14.4461692473518,"Pass",3.53179574012756,1.3800448179245,"LMPP",0.833333333333333,0.599687
"S3PL08-03F-852-REL",13.0776492959691,"Pass",4.03566694259644,2.34622883796692,"LMPP",0.4,1.6440315e-07
"S3PL08-03H-852-REL",12.9130807363845,"Pass",4.4120044708252,1.29388129711151,"LMPP",0.6,2.1410945
"S3PL08-03L-852-REL",12.4630338171504,"Pass",3.76139712333679,2.95013165473938,"MPP-MkEry",0.741935483870968,0.050696705
"S3PL08-03N-852-REL",14.9828086473741,"Pass",2.76708078384399,2.74481129646301,"MPP-MyLy",0.7,0.01123459
"S3PL08-03P-852-REL",11.7434543491669,"Pass",3.32666039466858,2.13907766342163,"MPP-MyLy",0.4,0.07306744
"S3PL08-05B-852-REL",12.2765006058519,"Pass",3.85855293273926,3.59898328781128,"MPP-MkEry",1,0.3623101
"S3PL08-05D-852-REL",11.9611330689953,"Pass",3.45798587799072,2.44327664375305,"MPP-MkEry",0.433333333333333,0.03972905
"S3PL08-05F-852-REL",10.4778732123277,"Pass",3.41330575942993,1.48793721199036,"LMPP",0.933333333333333,0.68144885
"S3PL08-05H-852-REL",14.4275238245972,"Pass",4.63186883926392,1.14159309864044,"LMPP",0.566666666666667,2.695157
"S3PL08-05J-852-REL",13.5248605411481,"Pass",4.32801723480225,1.2235860824585,"LMPP",0.8,2.2046055
"S3PL08-05L-852-REL",12.9432619240243,"Pass",3.98315358161926,3.49709367752075,"MPP-MkEry",0.6,0.3623101
"S3PL08-05N-852-REL",11.1272994303533,"Pass",4.83040475845337,1.09609997272491,"Early GMP",0.633333333333333,2.8032375
"S3PL08-05P-852-REL",12.565900479995,"Pass",4.4347505569458,5.42970371246338,"MEP",0.8,3.095636
"S3PL08-07B-852-REL",14.4924626836707,"Pass",2.95588827133179,2.16858744621277,"MPP-MyLy",0.533333333333333,0.23464905
"S3PL08-07D-852-REL",14.4027909390739,"Pass",4.11430358886719,2.3875458240509,"MPP-MkEry",0.333333333333333,1.730975e-07
"S3PL08-07F-852-REL",12.6133735481046,"Pass",3.23060750961304,4.05384635925293,"MPP-MkEry",0.7,0.433498
"S3PL08-07H-852-REL",14.0938623585998,"Pass",3.75687956809998,2.0059700012207,"LMPP",0.666666666666667,0.2111371
"S3PL08-07J-852-REL",15.0522345190882,"Pass",3.22973251342773,2.89528656005859,"MPP-MyLy",0.466666666666667,0.01063504
"S3PL08-07L-852-REL",13.7958483776238,"Pass",3.31220722198486,2.63564562797546,"MPP-MyLy",0.5,0.03430893
"S3PL08-07N-852-REL",13.8175506826814,"Pass",4.06976222991943,2.20638370513916,"Early GMP",0.333333333333333,1.727023e-07
"S3PL08-07P-852-REL",12.2881908460027,"Pass",5.05574035644531,5.9850902557373,"MEP",0.933333333333333,4.0671615
"S3PL08-09B-852-REL",11.9372420190079,"Pass",3.16612839698792,2.76407814025879,"MPP-MyLy",0.566666666666667,0.0057302415
"S3PL08-09D-852-REL",10.809107264797,"Pass",4.15175294876099,3.05493998527527,"MPP-MkEry",0.866666666666667,0.0009945478
"S3PL08-09F-852-REL",10.962452321889,"Pass",3.83719396591187,1.96800076961517,"LMPP",0.9,0.2111371
"S3PL08-09H-852-REL",9.97607259776822,"Pass",2.87059593200684,7.01559019088745,"Megakaryocyte Precursor",0.666666666666667,8.53486402430062
"S3PL08-09J-852-REL",15.2510263965102,"Pass",4.00631999969482,3.25135612487793,"MPP-MkEry",0.6,0.00099465925
"S3PL08-09L-852-REL",11.9249361443303,"Pass",4.17448329925537,1.38474833965302,"LMPP",0.966666666666667,2.087791
"S3PL08-09N-852-REL",12.8930052944105,"Pass",3.6732120513916,2.045325756073,"LMPP",0.466666666666667,0.188132
"S3PL08-09P-852-REL",14.3660993614283,"Pass",3.02548098564148,2.99924945831299,"MPP-MyLy",0.4,2.236831e-07
"S3PL08-11D-852-REL",9.02616640951032,"Pass",3.14790296554565,1.71525037288666,"LMPP",0.466666666666667,0.2957763
"S3PL08-11H-852-REL",13.4471561578508,"Pass",3.2771577835083,2.16161847114563,"MPP-MyLy",0.466666666666667,0.070816432252531
"S3PL08-11J-852-REL",9.1412793576656,"Pass",4.83013772964478,0.746606111526489,"Early GMP",0.566666666666667,2.3239315
"S3PL08-11N-852-REL",11.5696479307476,"Pass",3.41392469406128,1.39033555984497,"LMPP",0.833333333333333,0.61285
"S3PL08-11P-852-REL",10.0435715619577,"Pass",3.47531485557556,2.77429604530334,"MPP-MkEry",0.533333333333333,0.24419985
"S3PL08-13D-852-REL",10.6019758315097,"Pass",4.17340803146362,2.38240909576416,"LMPP",0.566666666666667,1.885103e-07
"S3PL08-13F-852-REL",11.3690136579841,"Pass",3.91949319839478,2.55649352073669,"MPP-MkEry",0.533333333333333,2.703167e-07
"S3PL08-13H-852-REL",12.3005024836377,"Pass",3.80287957191467,1.73674738407135,"LMPP",0.866666666666667,0.34635105
"S3PL08-13J-852-REL",11.320460280061,"Pass",3.76357865333557,2.47422552108765,"Cycling Progenitor",0.533333333333333,1.837679e-07
"S3PL08-13L-852-REL",10.1851645907211,"Pass",3.57673740386963,1.46249210834503,"LMPP",0.9,0.66170557785159
"S3PL08-13N-852-REL",12.6906127423243,"Pass",3.31842947006226,3.10527920722961,"MPP-MkEry",0.566666666666667,0.2995384
"S3PL08-13P-852-REL",8.85017551286688,"Pass",4.10036611557007,0.810838997364044,"LMPP",0.9,1.3834245
"S3PL08-15D-852-REL",11.6435117613487,"Pass",3.64638376235962,1.8403491973877,"LMPP",0.8,0.224355968666857
"S3PL08-15H-852-REL",11.5003077369963,"Pass",3.62032771110535,1.66518127918243,"LMPP",0.8,0.2505723
"S3PL08-15J-852-REL",11.8253337224056,"Pass",3.96077156066895,3.07871103286743,"MPP-MkEry",0.870967741935484,0.00099461615
"S3PL08-15P-852-REL",11.3210359411661,"Pass",3.20124340057373,1.56951463222504,"LMPP",0.733333333333333,0.2957763
"S3PL08-17B-852-REL",9.57171617184449,"Pass",4.1926531791687,2.22855877876282,"LMPP",0.5,1.821871e-07
"S3PL08-17L-852-REL",10.2326478032041,"Pass",4.56375741958618,4.87547636032104,"MEP",0.966666666666667,2.337782
"S3PL08-17P-852-REL",12.1731076536079,"Pass",3.63405799865723,2.828528881073,"MPP-MkEry",0.366666666666667,0.35652025
"S3PL08-19D-852-REL",12.0253354390703,"Pass",4.39698934555054,1.07570242881775,"Early GMP",0.666666666666667,1.716364
"S3PL08-19F-852-REL",12.7984406010519,"Pass",-6.95609617233276,12.9475412368774,"Stromal",1,0
"S3PL08-19H-852-REL",8.45414147034715,"Pass",2.43923783302307,7.01455354690552,"Megakaryocyte Precursor",1,8.534865
"S3PL08-19L-852-REL",9.09560031185621,"Pass",2.64467000961304,-11.579083442688,"CD16 Mono",1,22.33016
"S3PL08-19N-852-REL",6.7921223709454,"Pass",2.32924723625183,7.0605263710022,"Megakaryocyte Precursor",1,8.534864
"S3PL08-19P-852-REL",13.2965897150961,"Pass",4.62096214294434,5.26267623901367,"MEP",0.966666666666667,2.629489
"S3PL08-23B-NOC156",8.18198373695908,"Pass",1.57863700389862,3.0288233757019,"HSC",0.9,0.1785645
"S3PL08-23D-NOC156",8.42180196279598,"Pass",-0.325618594884872,-3.75896215438843,"Pro-B VDJ",1,9.3823755
"S3PL08-23F-NOC156",13.3069479141045,"Pass",7.18286466598511,-3.32917618751526,"GMP-Mono",0.766666666666667,9.3009615
"S3PL08-23H-NOC156",5.7998990491811,"Pass",2.66565084457397,11.7831602096558,"Basophilic Erythroblast",0.9,14.959495
"S3PL08-23J-NOC156",8.0984489273858,"Pass",4.63936519622803,1.93892240524292,"Cycling Progenitor",0.9,2.087791
"S3PL08-23L-NOC156",7.27299332809202,"Pass",3.72765636444092,0.64513099193573,"LMPP",1,1.35535600390918
"S3PL08-23N-NOC156",8.05825073682475,"Pass",1.75253546237946,3.24204540252686,"HSC",1,0.004195743
"S3PL09-01A-852-REL",15.0870572410704,"Pass",3.00307416915894,2.55449843406677,"MPP-MyLy",0.433333333333333,0.1139799
"S3PL09-01C-852-REL",12.074052657824,"Pass",4.8771915435791,1.5875438451767,"Early GMP",0.6,2.938729
"S3PL09-01E-852-REL",13.8207031862328,"Pass",4.11684274673462,3.14370226860046,"MPP-MkEry",0.733333333333333,0.0009945715
"S3PL09-01G-852-REL",12.5550672061552,"Pass",4.26577663421631,1.10866904258728,"Early GMP",0.566666666666667,1.7350955
"S3PL09-01I-852-REL",10.0825537200453,"Pass",2.92448163032532,2.30652618408203,"MPP-MyLy",0.666666666666667,0.064520385
"S3PL09-01K-852-REL",13.2246968648471,"Pass",4.85504484176636,-0.00536043802276254,"Early GMP",0.709677419354839,2.922095
"S3PL09-01M-852-REL",10.0903844272629,"Pass",3.23292231559753,1.76067090034485,"LMPP",0.6,0.2957763
"S3PL09-01O-852-REL",12.9112056716926,"Pass",5.12207746505737,0.105216078460217,"Early GMP",0.9,3.442078
"S3PL09-03A-852-REL",15.3874981402181,"Pass",3.2933840751648,3.12571215629578,"MPP-MkEry",0.466666666666667,0.2995384
"S3PL09-03C-852-REL",11.4333546058983,"Pass",3.9985785484314,2.66167378425598,"MPP-MkEry",0.5,0.3565202
"S3PL09-03E-852-REL",13.7388272048557,"Pass",4.00411653518677,2.89987587928772,"MPP-MkEry",0.6,0.00099466435
"S3PL09-03G-852-REL",13.602357966566,"Pass",3.34270238876343,2.68063592910767,"MPP-MyLy",0.533333333333333,0.07311793
"S3PL09-03I-852-REL",11.5506641135708,"Pass",3.45070481300354,2.32413148880005,"LMPP",0.466666666666667,0.07059497
"S3PL09-03K-852-REL",13.6887117855158,"Pass",4.2265133857727,1.07559740543365,"LMPP",0.833333333333333,1.736558
"S3PL09-03M-852-REL",12.4636327576499,"Pass",3.98894619941711,1.8963371515274,"LMPP",0.9,0.3463512
"S3PL09-03O-852-REL",10.7559400842941,"Pass",5.29450750350952,0.851913750171661,"Early GMP",0.533333333333333,2.9632295
"S3PL09-05A-852-REL",13.60815974745,"Pass",3.22852969169617,2.94133424758911,"MPP-MyLy",0.466666666666667,0.0055246855
"S3PL09-05E-852-REL",13.5977968719507,"Pass",3.44525456428528,1.9864010810852,"LMPP",0.466666666666667,0.4239271
"S3PL09-05G-852-REL",11.5154052664543,"Pass",3.94969081878662,1.23895812034607,"LMPP",0.933333333333333,1.17992643115104
"S3PL09-05I-852-REL",12.4547749799782,"Pass",3.85599875450134,0.885310769081116,"LMPP",0.866666666666667,1.361711
"S3PL09-05K-852-REL",12.2875848008764,"Pass",3.74033164978027,2.69940996170044,"LMPP",0.333333333333333,0.35652025
"S3PL09-05M-852-REL",11.2946923936464,"Pass",4.33148050308228,1.25520157814026,"LMPP",0.566666666666667,2.1821925
"S3PL09-05O-852-REL",13.3307057192641,"Pass",4.03741073608398,0.513950347900391,"LMPP",0.6,2.074919
"S3PL09-07A-852-REL",12.6642781933125,"Pass",3.1219642162323,2.51719427108765,"MPP-MyLy",0.433333333333333,0.056752895
"S3PL09-07C-852-REL",13.922107636101,"Pass",3.44411301612854,2.63710927963257,"MPP-MyLy",0.466666666666667,0.044055755
"S3PL09-07G-852-REL",12.5542967119601,"Pass",4.45662832260132,1.7320864200592,"Early GMP",0.466666666666667,2.087791
"S3PL09-07I-852-REL",11.8187779405293,"Pass",3.775639295578,2.14068388938904,"LMPP",0.5,0.0651208590910326
"S3PL09-07K-852-REL",13.9312059639742,"Pass",3.62272071838379,0.574310421943665,"LMPP",0.933333333333333,2.074919
"S3PL09-07M-852-REL",11.4459419022024,"Pass",3.83052515983582,1.39788842201233,"LMPP",0.8,0.1555173
"S3PL09-07O-852-REL",13.7427333614861,"Pass",3.3648989200592,2.63547945022583,"MPP-MyLy",0.466666666666667,4.7028785e-08
"S3PL09-09A-852-REL",14.4308682084973,"Pass",5.14225625991821,-0.48155751824379,"Early GMP",0.966666666666667,4.076612
"S3PL09-09C-852-REL",13.1598073806479,"Pass",3.69054388999939,2.27684450149536,"MPP-MyLy",0.366666666666667,1.395056e-07
"S3PL09-09E-852-REL",14.0308898921761,"Pass",3.52121114730835,1.50426733493805,"LMPP",0.8,0.68412155
"S3PL09-09G-852-REL",12.3866439389024,"Pass",3.02987813949585,1.80907356739044,"LMPP",0.6,0.2957762
"S3PL09-09I-852-REL",11.6340045096597,"Pass",4.06401824951172,2.00947523117065,"LMPP",0.7,0.346351004564414
"S3PL09-09K-852-REL",12.8559598539806,"Pass",4.26085996627808,1.61099231243134,"LMPP",0.566666666666667,2.087791
"S3PL09-09M-852-REL",12.6655977706544,"Pass",3.34606003761292,2.6288685798645,"MPP-MyLy",0.375,4.189119e-08
