"Cell","mapping_error_score","mapping_error_QC","UMAP1_projected","UMAP2_projected","predicted_CellType","predicted_CellType_prob","predicted_Pseudotime"
"S5PL06-07P-570-REL",10.6491019916718,"Pass",2.54544258117676,-1.69567584991455,"MLP",0.533333333333333,5.72532
"S5PL06-09B-570-REL",9.45723791822585,"Pass",3.89565372467041,0.990784764289856,"LMPP",0.966666666666667,1.3625495
"S5PL06-09D-570-REL",14.6746970969105,"Pass",3.37280011177063,3.18617534637451,"MPP-MkEry",0.733333333333333,0.04771326
"S5PL06-09F-570-REL",8.30332276636176,"Pass",2.4568555355072,-1.70036816596985,"CLP",0.6,5.624267
"S5PL06-09H-570-REL",11.6732856363664,"Pass",3.74795174598694,0.545966029167175,"LMPP",0.903225806451613,2.074919
"S5PL06-09J-570-REL",9.21081445261938,"Pass",2.59030294418335,-1.56216156482697,"CLP",0.612903225806452,5.367134
"S5PL06-09L-570-REL",13.5967145896295,"Pass",3.42527961730957,-0.276302665472031,"LMPP",0.733333333333333,4.0816585
"S5PL06-09N-570-REL",11.9817529272849,"Pass",2.73543381690979,-1.42524933815002,"LMPP",0.6,5.33972424599845
"S5PL06-09P-570-REL",13.2794555389502,"Pass",4.21984052658081,1.27325892448425,"LMPP",0.806451612903226,2.163118
"S5PL06-11B-570-REL",12.7182785441894,"Pass",4.14482688903809,0.545857489109039,"LMPP",0.8,2.1214615
"S5PL06-11D-570-REL",11.4353155203718,"Pass",2.26562762260437,-1.87719333171844,"CLP",0.866666666666667,5.862497
"S5PL06-11F-570-REL",9.67606957941224,"Pass",3.96672487258911,1.05470097064972,"LMPP",0.966666666666667,1.267795
"S5PL06-11H-570-REL",13.198498460291,"Pass",3.70957446098328,2.85938930511475,"MPP-MkEry",0.433333333333333,0.3565202
"S5PL06-11J-570-REL",11.1964239133434,"Pass",2.58352208137512,-1.81032538414001,"CLP",0.645161290322581,5.852553
"S5PL06-11L-570-REL",14.7466950893051,"Pass",3.60746574401855,2.45426845550537,"MPP-MyLy",0.433333333333333,0.425369
"S5PL06-11N-570-REL",13.4542385642044,"Pass",3.1945526599884,1.5766658782959,"LMPP",0.466666666666667,0.2957763
"S5PL06-11P-570-REL",13.9846472062945,"Pass",2.5776469707489,-1.58975625038147,"MLP",0.5,5.7454685
"S5PL06-13B-570-REL",8.68300569428352,"Pass",3.81577754020691,1.91980445384979,"LMPP",0.6,0.266453154877722
"S5PL06-13D-570-REL",8.14044100739231,"Pass",2.87856006622314,-1.18160128593445,"CLP",0.433333333333333,4.5082255
"S5PL06-13F-570-REL",9.75404677183398,"Pass",3.93378281593323,0.282481640577316,"LMPP",0.833333333333333,2.8731195
"S5PL06-13H-570-REL",13.6383188148125,"Pass",4.04475402832031,3.78540349006653,"MPP-MkEry",0.766666666666667,1.022456
"S5PL06-13J-570-REL",14.5966243173254,"Pass",2.50648808479309,-1.520259141922,"MLP",0.766666666666667,5.7280715
"S5PL06-13L-570-REL",13.2206521612733,"Pass",3.18141412734985,-0.538248658180237,"LMPP",0.533333333333333,4.6321685
"S5PL06-13N-570-REL",11.9881742181291,"Pass",2.48109340667725,-1.69590222835541,"MLP",0.5,5.6596895
"S5PL06-13P-570-REL",10.3162609057499,"Pass",3.53238797187805,0.0366759747266769,"LMPP",0.9,4.367624
"S5PL06-15B-570-REL",10.2630654011086,"Pass",3.85702013969421,0.220389008522034,"LMPP",0.866666666666667,2.7870365
"S5PL06-15F-570-REL",12.131124413872,"Pass",2.1336681842804,-2.09772372245789,"CLP",0.9,6.16283314928964
"S5PL06-15H-570-REL",9.47219619945753,"Pass",2.98942565917969,1.82117116451263,"LMPP",0.5,0.11377535
"S5PL06-15J-570-REL",11.2994993968569,"Pass",2.53929758071899,-1.69641947746277,"MLP",0.566666666666667,5.7242355
"S5PL06-15L-570-REL",9.08896735801788,"Pass",3.56173777580261,1.5181622505188,"LMPP",0.8,0.69352185
"S5PL06-15P-570-REL",10.8674433923166,"Pass",3.81840920448303,0.0947437584400177,"LMPP",0.9,2.669948
"S5PL06-17B-570-REL",10.7959367154624,"Pass",2.71912097930908,-1.42949068546295,"CLP",0.466666666666667,5.34456603077116
"S5PL06-17D-570-REL",12.428929292471,"Pass",4.43517160415649,0.543360650539398,"Early GMP",0.6,1.968323
"S5PL06-17F-570-REL",14.6478560471369,"Pass",3.92245674133301,3.30537867546082,"MPP-MkEry",0.766666666666667,0.0009946114
"S5PL06-17H-570-REL",8.17649761485752,"Pass",2.74356007575989,-1.44877028465271,"CLP",0.566666666666667,5.304818
"S5PL06-17L-570-REL",13.4929247395235,"Pass",3.03584456443787,1.85540163516998,"LMPP",0.566666666666667,0.29577625
"S5PL06-17N-570-REL",12.3578251446723,"Pass",3.5560564994812,1.30262541770935,"LMPP",1,0.58190200009514
"S5PL06-17P-570-REL",10.8504656672998,"Pass",3.40371775627136,2.60707950592041,"MPP-MyLy",0.5,2.726879e-08
"S5PL06-19B-570-REL",14.3248639311104,"Pass",4.4192156791687,0.529725074768066,"Early GMP",0.566666666666667,1.97477700965098
"S5PL06-19D-570-REL",12.6615440426974,"Pass",3.77015781402588,1.28322160243988,"LMPP",0.933333333333333,1.0572075
"S5PL06-19F-570-REL",10.4747279392902,"Pass",4.05515384674072,2.6126766204834,"MPP-MkEry",0.466666666666667,0.3565202
"S5PL06-19H-570-REL",11.6289671059062,"Pass",3.45824599266052,0.974413871765137,"LMPP",1,1.26091
"S5PL06-19J-570-REL",13.5462870624347,"Pass",7.4333815574646,0.605412662029266,"Cycling Progenitor",1,5.21634
"S5PL06-19L-570-REL",11.5387234567428,"Pass",3.69920778274536,0.86368715763092,"LMPP",1,1.26091
"S5PL06-19N-570-REL",11.1638396362959,"Pass",3.35049033164978,1.92474341392517,"MPP-MyLy",0.5,0.4342414
"S5PL06-19P-570-REL",11.3141698580315,"Pass",4.3810396194458,5.85414409637451,"MEP",1,3.330223
"S5PL06-21B-570-REL",11.8753530563874,"Pass",4.88768196105957,5.24090909957886,"MEP",1,2.629489
"S5PL06-21D-570-REL",12.0384650681099,"Pass",4.39201068878174,3.73342394828796,"MPP-MkEry",0.633333333333333,1.022456
"S5PL06-21J-570-REL",15.2630812297119,"Pass",3.94980669021606,5.42780542373657,"MEP",0.766666666666667,3.457356
"S5PL06-21N-570-REL",11.2471243930588,"Pass",5.03881168365479,6.29794216156006,"MEP",0.633333333333333,4.7019505
"S5PL06-21P-570-REL",12.6556435616828,"Pass",4.44819784164429,5.1077995300293,"MEP",0.8,2.2995875
"S5PL06-23B-NOC156",12.1353358740404,"Pass",-0.374938309192657,-4.44436502456665,"Pro-B VDJ",1,10.11074
"S5PL06-23D-NOC156",11.8842312556423,"Pass",4.19132566452026,-0.38926699757576,"Early GMP",0.733333333333333,2.969928
"S5PL06-23F-NOC156",10.8100547806416,"Pass",7.61034107208252,-1.89107275009155,"GMP-Cycle",0.483870967741935,7.692186
"S5PL06-23H-NOC156",9.84589834950362,"Pass",4.28910112380981,-3.20785808563232,"Pre-pDC",0.966666666666667,7.81921
"S5PL06-23J-NOC156",7.70581380748058,"Pass",3.1674644947052,3.58158016204834,"MPP-MkEry",0.8,0.17096175
"S5PL06-23L-NOC156",9.06152939036917,"Pass",1.97649395465851,3.27327966690063,"HSC",0.966666666666667,0.011795445
"S5PL06-23N-NOC156",7.55187804545526,"Pass",3.26958918571472,3.66044354438782,"MPP-MkEry",0.870967741935484,0.105592
"S5PL07-01A-570-BL",11.0754304331363,"Pass",3.67120027542114,1.03378844261169,"LMPP",1,1.2609098921479
"S5PL07-01C-570-BL",11.7118988149689,"Pass",3.82419157028198,3.02241826057434,"MPP-MkEry",0.6,0.00099462485
"S5PL07-01E-570-BL",11.0331215674325,"Pass",3.16203761100769,2.01982617378235,"MPP-MyLy",0.666666666666667,0.423927069379028
"S5PL07-01I-570-BL",13.4354648523858,"Pass",3.88054776191711,3.07058453559875,"MPP-MkEry",0.5,0.00099466715
"S5PL07-01K-570-BL",11.4053126650415,"Pass",3.45424008369446,2.22941184043884,"MPP-MyLy",0.533333333333333,0.073710135
"S5PL07-01M-570-BL",11.0400357911808,"Pass",4.80476903915405,5.44142770767212,"MEP",1,3.445772
"S5PL07-01O-570-BL",13.5256077741901,"Pass",3.47808790206909,2.74819827079773,"MPP-MyLy",0.466666666666667,0.24602505
"S5PL07-03A-570-BL",11.3041560609017,"Pass",4.00635099411011,4.39493560791016,"MEP",0.733333333333333,1.8912878987679
"S5PL07-03C-570-BL",15.0625643325825,"Pass",3.85250949859619,0.493741899728775,"LMPP",0.733333333333333,2.074919
"S5PL07-03E-570-BL",11.54415880367,"Pass",7.9530611038208,-3.6466953754425,"GMP-Mono",0.666666666666667,9.377376
"S5PL07-03G-570-BL",11.0603065259214,"Pass",3.68349409103394,1.35948824882507,"LMPP",0.733333333333333,0.5765071
"S5PL07-03I-570-BL",11.8685241641569,"Pass",4.5708155632019,2.70086741447449,"MPP-MkEry",0.4,0.00099433635
"S5PL07-03K-570-BL",13.2530913104221,"Pass",2.52371859550476,6.74324321746826,"LMPP",0.5,8.534865
"S5PL07-03M-570-BL",13.4881272374416,"Pass",7.34995031356812,-1.71795654296875,"Early GMP",0.8,6.324054
"S5PL07-03O-570-BL",12.4556948361229,"Pass",4.28859186172485,0.897620141506195,"Early GMP",0.666666666666667,1.826928
"S5PL07-05A-570-BL",10.6284352977692,"Pass",4.56344795227051,0.25555083155632,"Early GMP",0.633333333333333,2.6740645
"S5PL07-05E-570-BL",12.6715968913415,"Pass",5.23574829101562,0.0124534526839852,"Early GMP",1,3.442078
"S5PL07-05G-570-BL",10.694717299608,"Pass",4.97904014587402,0.518359243869781,"Early GMP",0.933333333333333,2.267438
"S5PL07-05I-570-BL",12.9329161995399,"Pass",3.91176199913025,0.460211932659149,"LMPP",0.8,2.074919
"S5PL07-05K-570-BL",12.4685730361653,"Pass",4.01187133789062,2.502192735672,"LMPP",0.366666666666667,1.5215195e-07
"S5PL07-05M-570-BL",13.6152797485235,"Pass",4.9793586730957,8.13717555999756,"BFU-E",0.766666666666667,7.4935
"S5PL07-07A-570-BL",13.5291774135729,"Pass",3.93775320053101,1.98971998691559,"LMPP",0.833333333333333,0.2111371
"S5PL07-07C-570-BL",12.9290061745743,"Pass",3.88261318206787,1.88898479938507,"Early GMP",0.366666666666667,0.34635115
"S5PL07-07E-570-BL",10.0230404669925,"Pass",3.49587631225586,2.50993204116821,"MPP-MyLy",0.4,0.02449941
"S5PL07-07I-570-BL",11.5849472312144,"Pass",4.87689590454102,1.04734659194946,"Early GMP",0.833333333333333,2.7679035
"S5PL07-07K-570-BL",12.444411828187,"Pass",2.90849280357361,2.1268744468689,"MPP-MyLy",0.6,0.013182945
"S5PL07-07O-570-BL",10.5348622731491,"Pass",3.29315996170044,1.89040243625641,"LMPP",0.433333333333333,0.4828082
"S5PL07-09A-570-BL",11.2739431020108,"Pass",7.83384466171265,-2.97786784172058,"GMP-Neut",0.633333333333333,8.600291
"S5PL07-09E-570-BL",12.7230203222643,"Pass",6.6671953201294,-1.96502101421356,"Early GMP",1,6.81807762492583
"S5PL07-09G-570-BL",13.2473373894187,"Pass",4.4050817489624,1.58031535148621,"Early GMP",0.533333333333333,2.087791
"S5PL07-09K-570-BL",14.2114094990052,"Pass",3.63926196098328,1.94982802867889,"LMPP",0.5,0.22151085
"S5PL07-09O-570-BL",13.4072063921025,"Pass",3.99328255653381,3.24137115478516,"MPP-MkEry",0.6,0.0009946213
"S5PL07-11A-570-BL",10.1319800185361,"Pass",4.03685474395752,1.60443878173828,"LMPP",0.933333333333333,0.08958773
"S5PL07-11C-570-BL",8.1283061808391,"Pass",3.18806457519531,-1.36452233791351,"MLP",0.833333333333333,4.6969825
"S5PL07-11G-570-BL",10.2386556258775,"Pass",4.1853551864624,0.698197662830353,"LMPP",0.6,2.253371
"S5PL07-11I-570-BL",11.5433167723585,"Pass",3.34300947189331,1.74662053585052,"LMPP",0.8,0.2957763
"S5PL07-11K-570-BL",11.2399457016696,"Pass",3.4528923034668,0.388957053422928,"LMPP",0.8,2.074919
"S5PL07-11O-570-BL",10.6714811925155,"Pass",3.84998202323914,0.193970859050751,"LMPP",0.8,2.7630276987603
"S5PL07-13A-570-BL",12.9761359407644,"Pass",3.36589622497559,1.8518260717392,"LMPP",0.766666666666667,0.519534469415545
"S5PL07-13C-570-BL",8.51921504838215,"Pass",3.97279906272888,0.0904109701514244,"LMPP",0.933333333333333,2.6669055
"S5PL07-13E-570-BL",6.71621138785847,"Pass",4.24534177780151,1.48171746730804,"LMPP",0.666666666666667,2.087791
"S5PL07-13G-570-BL",9.43129180164481,"Pass",1.73600745201111,3.77743148803711,"HSC",1,0.0017507365
"S5PL07-13I-570-BL",8.70827138299427,"Pass",4.24427890777588,0.274539589881897,"LMPP",0.566666666666667,2.3903395
"S5PL07-13K-570-BL",9.6814861893109,"Pass",4.02624034881592,0.50629061460495,"LMPP",0.9,2.074919
"S5PL07-13M-570-BL",7.15546931307672,"Pass",4.4174919128418,0.428764194250107,"LMPP",0.6,2.085667
"S5PL07-13O-570-BL",10.6938872688726,"Pass",2.81164598464966,-1.3376305103302,"MLP",0.566666666666667,4.93846
"S5PL07-15A-570-BL",9.59412925756096,"Pass",4.47058248519897,4.54896116256714,"MEP",0.8,2.643161
"S5PL07-15C-570-BL",9.91532050824427,"Pass",4.54885339736938,4.72106981277466,"MEP",0.933333333333333,2.4493465
"S5PL07-15E-570-BL",9.83827407623525,"Pass",3.96326613426208,1.83628833293915,"LMPP",0.8,0.3463512
"S5PL07-15I-570-BL",8.92943468696981,"Pass",3.84455919265747,1.03691148757935,"LMPP",0.966666666666667,1.1735975
"S5PL07-15K-570-BL",12.8312879961385,"Pass",3.93859243392944,0.638400197029114,"LMPP",0.7,2.1714975
"S5PL07-15M-570-BL",10.3774149351048,"Pass",4.05997657775879,2.07479596138,"LMPP",0.766666666666667,0.098236875
"S5PL07-15O-570-BL",11.9049046327369,"Pass",7.04839468002319,0.69583398103714,"Cycling Progenitor",1,5.21634
"S5PL07-17A-570-BL",7.78427920982774,"Pass",4.26247358322144,3.74345803260803,"MPP-MkEry",0.6,1.022456
"S5PL07-17C-570-BL",11.0504894823399,"Pass",3.89705061912537,0.514698803424835,"LMPP",0.966666666666667,2.074919
"S5PL07-17E-570-BL",15.0501029986537,"Pass",1.84522449970245,-1.98695504665375,"MPP-MyLy",0.3,6.29404178300817
"S5PL07-17G-570-BL",12.1099432210907,"Pass",4.36167287826538,2.30528330802917,"MPP-MkEry",0.466666666666667,1.810015e-07
"S5PL07-17I-570-BL",12.1376640381757,"Pass",7.72154712677002,-2.49052667617798,"Early GMP",1,8.2019515
"S5PL07-17K-570-BL",8.65873133722816,"Pass",3.89221739768982,1.20904231071472,"LMPP",0.966666666666667,1.1805615
"S5PL07-17M-570-BL",9.24617505204698,"Pass",3.82831239700317,0.795401930809021,"LMPP",0.966666666666667,1.3583945
"S5PL07-17O-570-BL",15.3280749915116,"Pass",3.51199531555176,0.0400381125509739,"LMPP",0.7,4.367624
"S5PL07-19A-570-BL",11.8133433913834,"Pass",5.37315130233765,0.874265015125275,"Early GMP",0.5,3.42636994014367
"S5PL07-19E-570-BL",11.856430045562,"Pass",3.86446833610535,3.28140497207642,"MPP-MkEry",0.8,0.00099450825
"S5PL07-19G-570-BL",10.0350692614402,"Pass",3.9128315448761,0.425660341978073,"LMPP",0.666666666666667,2.074919
"S5PL07-19K-570-BL",10.3619137330932,"Pass",7.67760324478149,-2.8180832862854,"GMP-Neut",0.633333333333333,8.619608
"S5PL07-21A-570-BL",14.4566613362241,"Pass",7.1285891532898,-3.00727415084839,"GMP-Mono",0.666666666666667,9.1886315
"S5PL07-23A-NOC156",11.5348848607613,"Pass",-1.35543358325958,-4.28706407546997,"Pro-B VDJ",0.533333333333333,13.72842
"S5PL07-23C-NOC156",9.08910979527002,"Pass",5.80309677124023,-0.0522129610180855,"Early GMP",0.866666666666667,3.806566
"S5PL07-23G-NOC156",6.1189660707335,"Pass",5.26293706893921,9.80098152160645,"CFU-E",1,10.33401
"S5PL07-23I-NOC156",7.0948608033755,"Pass",4.49447822570801,6.38713026046753,"MEP",0.6,4.661952
"S5PL07-23K-NOC156",8.00601809384107,"Pass",1.76350581645966,3.01138734817505,"HSC",0.966666666666667,0.02588219
"S5PL07-23M-NOC156",8.56684037021712,"Pass",3.1769597530365,2.70904755592346,"MPP-MkEry",0.433333333333333,0.0027216365
"S5PL07-01B-570-BL",11.7452098314076,"Pass",4.22047424316406,2.32832551002502,"MPP-MkEry",0.366666666666667,1.699359e-07
"S5PL07-01D-570-BL",12.4695689808346,"Pass",5.01336145401001,0.510210454463959,"Early GMP",0.8,2.267438
"S5PL07-01F-570-BL",11.6285408313801,"Pass",3.4525032043457,2.77708220481873,"MPP-MkEry",0.4,0.2266415
"S5PL07-01H-570-BL",10.2351794371481,"Pass",4.16389608383179,11.4914884567261,"Pro-Erythroblast",1,12.78899
"S5PL07-01J-570-BL",14.4385148761321,"Pass",3.61849212646484,3.22691464424133,"MPP-MyLy",0.533333333333333,0.02364992
"S5PL07-01L-570-BL",11.1787336041683,"Pass",4.75375127792358,0.923264801502228,"Early GMP",0.566666666666667,2.5487424119171
"S5PL07-01P-570-BL",12.7882881768692,"Pass",4.66248464584351,6.35206031799316,"MEP",0.533333333333333,4.661952
"S5PL07-03B-570-BL",8.24383176971729,"Pass",5.82131958007812,8.77701473236084,"CFU-E",1,8.5425755
"S5PL07-03D-570-BL",11.284439532634,"Pass",4.50192213058472,5.00755834579468,"MEP",1,2.339382
"S5PL07-03H-570-BL",11.8153440482886,"Pass",5.98198127746582,-0.98591011762619,"Early GMP",1,5.364913
"S5PL07-03J-570-BL",16.3006911085538,"Pass",0.89124870300293,11.3493700027466,"Orthochromatic Erythroblast",0.966666666666667,18.93756
"S5PL07-03L-570-BL",10.3071992858445,"Pass",8.0993013381958,-2.71301507949829,"GMP-Neut",0.633333333333333,8.38188
"S5PL07-03N-570-BL",12.2946559512109,"Pass",4.71004772186279,2.01451086997986,"MPP-MkEry",0.5,2.08779026682504
"S5PL07-03P-570-BL",13.0301288611308,"Pass",3.86969709396362,3.72859215736389,"MPP-MkEry",0.666666666666667,0.7834141
"S5PL07-05B-570-BL",11.5115052206857,"Pass",-0.963327050209045,-2.326908826828,"Cycling Progenitor",0.833333333333333,11.92737
"S5PL07-05D-570-BL",11.0184469665716,"Pass",4.13457489013672,1.91180086135864,"LMPP",0.366666666666667,0.3463512
"S5PL07-05F-570-BL",11.142799669243,"Pass",4.36958646774292,1.09638524055481,"LMPP",0.566666666666667,1.7209625
"S5PL07-05H-570-BL",11.346439647257,"Pass",7.54349136352539,-3.42939615249634,"GMP-Mono",0.6,9.377376
"S5PL07-05J-570-BL",14.7734205120555,"Pass",6.099036693573,0.756859958171844,"Cycling Progenitor",1,4.704089
"S5PL07-05L-570-BL",13.7252398410744,"Pass",3.57320070266724,2.676274061203,"MPP-MyLy",0.366666666666667,0.3402062
"S5PL07-05N-570-BL",12.6366637615114,"Pass",6.13795948028564,-1.24016940593719,"Early GMP",0.966666666666667,5.396917
"S5PL07-05P-570-BL",14.5571074634856,"Pass",4.92129802703857,-0.0159136857837439,"Early GMP",0.533333333333333,3.268259
"S5PL07-07B-570-BL",11.5843055196099,"Pass",3.87883043289185,3.73793292045593,"MPP-MkEry",0.633333333333333,0.7805598
"S5PL07-07D-570-BL",15.0146586689785,"Pass",6.39239645004272,-2.72409009933472,"GMP-Mono",0.566666666666667,8.777106
"S5PL07-07F-570-BL",13.509977018148,"Pass",7.57143926620483,-1.87892162799835,"Early GMP",0.866666666666667,7.692186
"S5PL07-07H-570-BL",14.0172827698241,"Pass",4.0151538848877,2.12450456619263,"MPP-MyLy",0.433333333333333,0.051175015
"S5PL07-07J-570-BL",12.9056275312147,"Pass",4.05811548233032,4.4139461517334,"MEP",0.566666666666667,1.844042
"S5PL07-07L-570-BL",14.6738385947286,"Pass",2.03725504875183,10.5065097808838,"BFU-E",0.4,15.44151
"S5PL07-07N-570-BL",12.8652079177334,"Pass",4.02621603012085,3.18108296394348,"MPP-MkEry",0.9,0.00099463
"S5PL07-07P-570-BL",8.45782416557327,"Pass",5.56062459945679,9.17547798156738,"CFU-E",0.933333333333333,8.997473
"S5PL07-09F-570-BL",14.0400084828963,"Pass",4.74694967269897,4.59505462646484,"MEP",0.566666666666667,2.424502
"S5PL07-09H-570-BL",14.3393124079772,"Pass",4.40140438079834,1.05675363540649,"Early GMP",0.5,1.712809
"S5PL07-09J-570-BL",13.5028850584022,"Pass",5.26506948471069,0.42838117480278,"Early GMP",0.466666666666667,3.4383165
"S5PL07-09N-570-BL",12.4142233084553,"Pass",4.2883825302124,4.69261789321899,"MEP",0.8,2.643161
"S5PL07-09P-570-BL",12.2542190857555,"Pass",6.69544792175293,-1.70639145374298,"Early GMP",0.966666666666667,6.24024310432728
"S5PL07-11D-570-BL",9.79345578115466,"Pass",4.25916242599487,0.644530534744263,"LMPP",0.733333333333333,1.9165165
"S5PL07-11F-570-BL",7.27716976626767,"Pass",4.11553764343262,1.76411640644073,"LMPP",0.766666666666667,0.3463512
"S5PL07-11H-570-BL",9.93370027319883,"Pass",4.79282093048096,5.56409502029419,"MEP",1,3.445772
"S5PL07-11J-570-BL",11.3771297653657,"Pass",3.66785478591919,0.309563249349594,"LMPP",0.966666666666667,2.79099350350299
"S5PL07-11L-570-BL",10.0072360463878,"Pass",3.63569211959839,1.38626182079315,"LMPP",0.8,0.58901615
"S5PL07-11N-570-BL",8.82089707777953,"Pass",4.48241567611694,0.774779140949249,"LMPP",0.666666666666667,2.3372
"S5PL07-11P-570-BL",12.652649009444,"Pass",4.06509208679199,0.61787223815918,"LMPP",0.6,2.16380349788166
"S5PL07-13B-570-BL",13.1244436560684,"Pass",3.98635220527649,2.38130378723145,"MPP-MkEry",0.533333333333333,2.157791e-07
"S5PL07-13D-570-BL",7.45959768121706,"Pass",5.07398462295532,5.8357834815979,"MEP",0.866666666666667,4.068376
"S5PL07-13F-570-BL",10.1717463795734,"Pass",3.420658826828,0.878504931926727,"LMPP",0.966666666666667,1.26091
"S5PL07-13H-570-BL",9.26634828207059,"Pass",4.30672550201416,2.66243553161621,"MPP-MkEry",0.666666666666667,0.3565201
"S5PL07-13J-570-BL",10.8109694697712,"Pass",6.12909030914307,-0.82885080575943,"Early GMP",0.666666666666667,5.390535
"S5PL07-13L-570-BL",7.71416320176801,"Pass",4.02127504348755,1.2046754360199,"LMPP",0.766666666666667,1.17413769631917
"S5PL07-13N-570-BL",8.79841833984914,"Pass",1.49807012081146,3.60779929161072,"HSC",1,3.770207e-07
"S5PL07-13P-570-BL",12.8197085433693,"Pass",-0.299470037221909,-2.33942484855652,"Large Pre-B",0.466666666666667,10.773051975476
"S5PL07-15B-570-BL",9.56670979033913,"Pass",1.56635451316833,3.68705224990845,"HSC",1,3.232735e-07
"S5PL07-15D-570-BL",8.72000346817939,"Pass",4.31578636169434,2.96674561500549,"MPP-MkEry",0.566666666666667,0.00099448775
"S5PL07-15F-570-BL",8.6920187501443,"Pass",4.33788156509399,0.565260350704193,"LMPP",0.633333333333333,1.8266895
"S5PL07-15H-570-BL",11.6482423059261,"Pass",1.35786545276642,3.21522212028503,"HSC",1,0.00032982795
"S5PL07-15J-570-BL",9.2529766568283,"Pass",2.96348595619202,-1.1801872253418,"MLP",0.533333333333333,4.54011775395205
"S5PL07-15L-570-BL",7.63868003600792,"Pass",3.95366048812866,0.519651710987091,"LMPP",0.866666666666667,2.074919
"S5PL07-15N-570-BL",9.52478008590875,"Pass",3.86889886856079,1.22442626953125,"LMPP",0.9,1.181528
"S5PL07-15P-570-BL",9.25819723401005,"Pass",3.92968797683716,0.255224794149399,"LMPP",0.733333333333333,2.8397115
"S5PL07-17B-570-BL",13.4404403072581,"Pass",4.34643125534058,0.240839838981628,"LMPP",0.533333333333333,2.374231
"S5PL07-17D-570-BL",8.62184305971354,"Pass",4.27110815048218,3.71837043762207,"MPP-MkEry",0.833333333333333,1.022456
"S5PL07-17F-570-BL",9.04726976730092,"Pass",4.79466819763184,5.14717388153076,"MEP",1,2.629489
"S5PL07-17H-570-BL",9.10076857374123,"Pass",4.42698287963867,2.63248801231384,"MPP-MkEry",0.6,0.00099429563020605
"S5PL07-17J-570-BL",9.99875750128651,"Pass",3.74204778671265,1.39686870574951,"LMPP",1,0.1555173
"S5PL07-17L-570-BL",7.42319417629636,"Pass",4.26138877868652,0.7857945561409,"LMPP",0.633333333333333,1.59709937111016
"S5PL07-17N-570-BL",9.43151850099932,"Pass",4.03469181060791,0.876829445362091,"LMPP",0.933333333333333,1.352026
"S5PL07-17P-570-BL",9.12546575283342,"Pass",6.03092908859253,0.931677520275116,"Cycling Progenitor",1,4.703571
"S5PL07-19B-570-BL",10.1183496300946,"Pass",7.05739212036133,0.794107496738434,"Cycling Progenitor",1,5.21634
"S5PL07-19D-570-BL",6.9128036115869,"Pass",2.67133474349976,11.5888071060181,"Basophilic Erythroblast",0.966666666666667,14.923195
"S5PL07-19J-570-BL",10.809083944267,"Pass",3.96744465827942,0.163155138492584,"LMPP",0.7,2.7415545
"S5PL07-19N-570-BL",6.46274869495474,"Pass",4.96349430084229,5.60655689239502,"MEP",1,3.623762
"S5PL07-21H-570-BL",15.9322259504945,"Pass",5.27695369720459,-9.68631744384766,"CD14 Mono",0.903225806451613,18.76518
"S5PL07-21L-570-BL",13.6186076834434,"Pass",7.31769800186157,-10.1237211227417,"CD14 Mono",1,18.856465
"S5PL07-23B-NOC156",11.1859568580571,"Pass",4.27243661880493,1.51598703861237,"LMPP",0.766666666666667,2.087791
"S5PL07-23D-NOC156",7.28821432941893,"Pass",2.65205311775208,3.25685882568359,"HSC",0.433333333333333,0.00070540405
"S5PL07-23F-NOC156",7.98522137404381,"Pass",4.99637699127197,10.367995262146,"CFU-E",0.7,10.9392
"S5PL07-23H-NOC156",7.93590134922871,"Pass",1.1437680721283,3.65720438957214,"HSC",1,5.050654e-07
"S5PL07-23J-NOC156",9.25267656027984,"Pass",2.1809995174408,3.16047644615173,"HSC",0.966666666666667,0.0063182925
"S5PL07-23L-NOC156",9.68609520694617,"Pass",2.00949859619141,2.96967434883118,"HSC",1,3.675359e-07
"S5PL07-23N-NOC156",7.09694272839005,"Pass",1.32548594474792,3.07535624504089,"HSC",1,0.002665888
"S5PL08-01A-570-BL",11.5333143783989,"Pass",6.63996505737305,-1.55378842353821,"Early GMP",0.933333333333333,6.253838
"S5PL08-01C-570-BL",12.058958072976,"Pass",3.26434588432312,1.74097752571106,"LMPP",0.6,0.2957763
"S5PL08-01E-570-BL",13.3159088044768,"Pass",3.74241185188293,1.931849360466,"LMPP",0.533333333333333,0.2111371
"S5PL08-01G-570-BL",10.9614432060767,"Pass",3.36665773391724,1.76482129096985,"LMPP",0.833333333333333,0.2957763
"S5PL08-01I-570-BL",12.5300251577327,"Pass",4.03135347366333,2.04369640350342,"LMPP",0.366666666666667,0.11921375
"S5PL08-01K-570-BL",10.9919759165183,"Pass",5.16665935516357,0.558162569999695,"Early GMP",0.633333333333333,3.448652
"S5PL08-01M-570-BL",10.6836545092565,"Pass",3.35949301719666,0.382114797830582,"LMPP",0.9,1.6679145
"S5PL08-01O-570-BL",13.6569075295033,"Pass",6.82678270339966,-1.4270224571228,"Early GMP",0.866666666666667,6.2435455
"S5PL08-03A-570-BL",11.2767577967967,"Pass",7.42817211151123,-2.54972982406616,"Early GMP",0.933333333333333,8.178605
"S5PL08-03C-570-BL",12.5807426579266,"Pass",4.30846452713013,0.585632562637329,"Early GMP",0.5,1.85459258801346
"S5PL08-03E-570-BL",13.4698837394851,"Pass",3.59987902641296,1.35877621173859,"LMPP",0.933333333333333,0.5837502
